"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
2,А,10207,71000.0000,2,10/01/10
2,А,10601,374.0000,2,10/01/10
2,А,10602,269000.0000,2,10/01/10
2,А,10701,12003.0000,2,10/01/10
2,А,10801,144836.0000,2,10/01/10
2,А,20202,23590.0000,1,10/01/10
2,А,20203,6.0000,1,10/01/10
2,А,20209,3499.0000,1,10/01/10
2,А,30102,20646.0000,1,10/01/10
2,А,30110,13702.0000,1,10/01/10
2,А,30114,33204.0000,1,10/01/10
2,А,30202,2837.0000,1,10/01/10
2,А,30204,1392.0000,1,10/01/10
2,А,30213,1849.0000,1,10/01/10
2,А,30220,0.0000,2,10/01/10
2,А,30221,0.0000,1,10/01/10
2,А,30223,25199.0000,2,10/01/10
2,А,30233,85.0000,1,10/01/10
2,А,30402,35.0000,1,10/01/10
2,А,30602,1000.0000,1,10/01/10
2,А,31305,15000.0000,2,10/01/10
2,А,32010,5368.0000,1,10/01/10
2,А,32201,456.0000,1,10/01/10
2,А,40601,2.0000,2,10/01/10
2,А,40702,240271.0000,2,10/01/10
2,А,40703,12525.0000,2,10/01/10
2,А,40802,8684.0000,2,10/01/10
2,А,40804,1.0000,2,10/01/10
2,А,40807,2935.0000,2,10/01/10
2,А,40817,25497.0000,2,10/01/10
2,А,40820,103.0000,2,10/01/10
2,А,40905,413.0000,2,10/01/10
2,А,40909,366.0000,2,10/01/10
2,А,40910,0.0000,2,10/01/10
2,А,40911,217.0000,2,10/01/10
2,А,40912,5.0000,2,10/01/10
2,А,40913,571.0000,2,10/01/10
2,А,42104,10000.0000,2,10/01/10
2,А,42105,130.0000,2,10/01/10
2,А,42106,1643.0000,2,10/01/10
2,А,42204,5000.0000,2,10/01/10
2,А,42301,3855.0000,2,10/01/10
2,А,42303,107837.0000,2,10/01/10
2,А,42304,22371.0000,2,10/01/10
2,А,42306,21125.0000,2,10/01/10
2,А,42601,119.0000,2,10/01/10
2,А,45206,54304.0000,1,10/01/10
2,А,45207,339692.0000,1,10/01/10
2,А,45208,763613.0000,1,10/01/10
2,А,45209,3272.0000,1,10/01/10
2,А,45215,254691.0000,2,10/01/10
2,А,45503,3000.0000,1,10/01/10
2,А,45504,290.0000,1,10/01/10
2,А,45505,897.0000,1,10/01/10
2,А,45506,464.0000,1,10/01/10
2,А,45509,201.0000,1,10/01/10
2,А,45515,40.0000,2,10/01/10
2,А,45812,103478.0000,1,10/01/10
2,А,45815,2032.0000,1,10/01/10
2,А,45818,105510.0000,2,10/01/10
2,А,47404,11188.0000,1,10/01/10
2,А,47407,0.0000,2,10/01/10
2,А,47408,0.0000,1,10/01/10
2,А,47411,268.0000,2,10/01/10
2,А,47416,50.0000,2,10/01/10
2,А,47422,226.0000,2,10/01/10
2,А,47423,2764.0000,1,10/01/10
2,А,47425,5625.0000,2,10/01/10
2,А,47426,123.0000,2,10/01/10
2,А,47427,8.0000,1,10/01/10
2,А,47801,2199.0000,1,10/01/10
2,А,47804,2199.0000,2,10/01/10
2,А,52305,10200.0000,2,10/01/10
2,А,52501,508.0000,2,10/01/10
2,А,60301,1189.0000,2,10/01/10
2,А,60302,7185.0000,1,10/01/10
2,А,60305,2285.0000,2,10/01/10
2,А,60306,0.0000,1,10/01/10
2,А,60308,184.0000,1,10/01/10
2,А,60309,20.0000,2,10/01/10
2,А,60310,29.0000,1,10/01/10
2,А,60311,326.0000,2,10/01/10
2,А,60312,239.0000,1,10/01/10
2,А,60313,53.0000,2,10/01/10
2,А,60314,0.0000,1,10/01/10
2,А,60324,175.0000,2,10/01/10
2,А,60401,5710.0000,1,10/01/10
2,А,60601,3588.0000,2,10/01/10
2,А,60901,23.0000,1,10/01/10
2,А,60903,1.0000,2,10/01/10
2,А,61002,44.0000,1,10/01/10
2,А,61008,38.0000,1,10/01/10
2,А,61009,438.0000,1,10/01/10
2,А,61209,0.0000,1,10/01/10
2,А,61304,93.0000,2,10/01/10
2,А,61403,3439.0000,1,10/01/10
2,А,70601,315821.0000,2,10/01/10
2,А,70603,141336.0000,2,10/01/10
2,А,70606,288848.0000,1,10/01/10
2,А,70608,143023.0000,1,10/01/10
2,А,70611,1138.0000,1,10/01/10
2,В,90701,2.0000,1,10/01/10
2,В,90803,13246.0000,1,10/01/10
2,В,90901,268190.0000,1,10/01/10
2,В,90902,67754.0000,1,10/01/10
2,В,91004,0.0000,2,10/01/10
2,В,91202,2.0000,1,10/01/10
2,В,91203,1.0000,1,10/01/10
2,В,91207,3.0000,1,10/01/10
2,В,91311,10499.0000,2,10/01/10
2,В,91312,600994.0000,2,10/01/10
2,В,91315,29710.0000,2,10/01/10
2,В,91316,1423.0000,2,10/01/10
2,В,91317,21344.0000,2,10/01/10
2,В,91414,94092.0000,1,10/01/10
2,В,91418,2000.0000,1,10/01/10
2,В,91501,167.0000,1,10/01/10
2,В,91507,14569.0000,2,10/01/10
2,В,91604,83314.0000,1,10/01/10
2,В,91704,41240.0000,1,10/01/10
2,В,91802,126639.0000,1,10/01/10
2,Г,93001,21618.0000,1,10/01/10
2,Г,93801,1552.0000,1,10/01/10
2,Г,96001,21621.0000,2,10/01/10
2,Г,96801,1549.0000,2,10/01/10
2,Д,98010,4002963.0000,1,10/01/10
2,Д,98040,192381.0000,2,10/01/10
2,Д,98070,3810582.0000,2,10/01/10
2,В,99998,678539.0000,1,10/01/10
2,В,99999,696650.0000,2,10/01/10
101,А,10207,867750.0000,2,10/01/10
101,А,10602,60200.0000,2,10/01/10
101,А,10701,17953.0000,2,10/01/10
101,А,10801,253510.0000,2,10/01/10
101,А,20202,249735.0000,1,10/01/10
101,А,20209,0.0000,1,10/01/10
101,А,30102,85896.0000,1,10/01/10
101,А,30110,63438.0000,1,10/01/10
101,А,30202,30006.0000,1,10/01/10
101,А,30204,2831.0000,1,10/01/10
101,А,30213,87.0000,1,10/01/10
101,А,30221,0.0000,1,10/01/10
101,А,30301,2278676.0000,2,10/01/10
101,А,30302,2278676.0000,1,10/01/10
101,А,30402,1564.0000,1,10/01/10
101,А,30601,0.0000,2,10/01/10
101,А,30602,1469.0000,1,10/01/10
101,А,30607,0.0000,2,10/01/10
101,А,31201,0.0000,2,10/01/10
101,А,31901,250000.0000,1,10/01/10
101,А,31902,0.0000,1,10/01/10
101,А,31903,1410000.0000,1,10/01/10
101,А,32002,90000.0000,1,10/01/10
101,А,32003,150000.0000,1,10/01/10
101,А,32004,0.0000,1,10/01/10
101,А,40503,24.0000,2,10/01/10
101,А,40602,3.0000,2,10/01/10
101,А,40701,2302790.0000,2,10/01/10
101,А,40702,824449.0000,2,10/01/10
101,А,40703,1476.0000,2,10/01/10
101,А,40802,18618.0000,2,10/01/10
101,А,40807,276681.0000,2,10/01/10
101,А,40817,31270.0000,2,10/01/10
101,А,40820,37.0000,2,10/01/10
101,А,40911,7.0000,2,10/01/10
101,А,42005,244500.0000,2,10/01/10
101,А,42006,3000.0000,2,10/01/10
