"REGN,N,4,0","CODE,C,5","ITOGO,N,16,0"
103,01000,597900
103,02000,0
103,10000,5102862
103,10001,1175093
103,10002,3919741
103,10003,8028
103,11000,1030617
103,11100,854078
103,11101,0
103,11102,0
103,11103,0
103,11104,0
103,11105,0
103,11106,0
103,11107,0
103,11108,0
103,11109,4629
103,11110,0
103,11111,45
103,11112,639400
103,11113,0
103,11114,0
103,11115,174544
103,11116,0
103,11117,10
103,11118,35450
103,11119,0
103,11200,0
103,11201,0
103,11202,0
103,11203,0
103,11204,0
103,11205,0
103,11206,0
103,11207,0
103,11208,0
103,11209,0
103,11210,0
103,11211,0
103,11212,0
103,11213,0
103,11214,0
103,11215,0
103,11216,0
103,11217,0
103,11300,5205
103,11301,0
103,11302,4828
103,11303,377
103,11400,0
103,11401,0
103,11402,0
103,11403,0
103,11500,20884
103,11501,0
103,11502,0
103,11503,0
103,11504,20884
103,11505,0
103,11506,0
103,11507,0
103,11508,0
103,11600,150450
103,11601,0
103,11602,0
103,11603,150450
103,11604,0
103,11605,0
103,11606,0
103,11607,0
103,11608,0
103,12000,144476
103,12100,40189
103,12101,276
103,12102,39913
103,12200,71658
103,12201,71658
103,12300,31481
103,12301,31481
103,12400,1148
103,12401,0
103,12402,0
103,12403,0
103,12404,1148
103,12405,0
103,12406,0
103,13000,951
103,13100,951
103,13101,0
103,13102,0
103,13103,0
103,13104,951
103,13105,0
103,13106,0
103,13107,0
103,13108,0
103,13200,0
103,13201,0
103,14000,0
103,14100,0
103,14101,0
103,14102,0
103,14103,0
103,14104,0
103,14200,0
103,14201,0
103,14202,0
103,14203,0
103,14204,0
103,14300,0
103,14301,0
103,14302,0
103,14303,0
103,14304,0
103,14400,0
103,14401,0
103,14402,0
103,14403,0
103,14404,0
103,15000,3617865
103,15100,3617831
103,15101,0
103,15102,3617831
103,15103,0
103,15200,34
103,15201,0
103,15202,34
103,15203,0
103,15204,0
103,16000,300925
103,16100,0
103,16101,0
103,16200,13801
103,16201,0
103,16202,0
103,16203,13801
103,16300,287124
103,16301,0
103,16302,260
103,16303,0
103,16304,0
103,16305,286864
103,16306,0
103,17000,8028
103,17100,0
103,17101,0
103,17102,0
103,17103,0
103,17200,0
103,17201,0
103,17202,0
103,17203,0
103,17300,8028
103,17301,0
103,17302,3
103,17303,0
103,17304,0
103,17305,7719
103,17306,306
103,17307,0
103,20000,4611684
103,20001,264728
103,20002,4237614
103,20003,2620
103,20100,4504962
103,21000,190697
103,21100,2
103,21101,0
103,21102,2
103,21103,0
103,21104,0
103,21200,0
103,21201,0
103,21202,0
103,21203,0
103,21204,0
103,21205,0
103,21206,0
103,21207,0
103,21208,0
103,21209,0
103,21210,0
103,21211,0
103,21212,0
103,21213,0
103,21214,0
103,21300,0
103,21301,0
103,21302,0
103,21303,0
103,21304,0
103,21305,0
103,21306,0
103,21307,0
103,21308,0
103,21309,0
103,21310,0
103,21311,0
103,21312,0
103,21313,0
103,21314,0
103,21315,0
103,21316,0
103,21317,0
103,21400,0
103,21401,0
103,21402,0
103,21403,0
103,21404,0
103,21405,0
103,21406,0
103,21407,0
103,21408,0
103,21409,0
103,21410,0
103,21411,0
103,21412,0
103,21413,0
103,21414,0
103,21415,0
103,21416,0
103,21417,0
103,21500,0
103,21501,0
103,21502,0
103,21600,84739
103,21601,84505
103,21602,234
103,21700,0
103,21701,0
103,21702,0
103,21800,105956
103,21801,0
103,21802,0
103,21803,0
103,21804,105956
103,22000,74031
103,22100,74031
103,22101,74031
103,22200,0
103,22201,0
103,22202,0
103,22203,0
103,23000,1309
103,23100,1309
103,23101,0
103,23102,0
103,23103,0
103,23104,613
103,23105,696
103,23106,0
103,23107,0
103,23108,0
103,23109,0
103,23200,0
103,23201,0
103,24000,3577187
103,24100,3577177
103,24101,0
103,24102,3577177
103,24103,0
103,24200,10
103,24201,0
103,24202,10
103,24203,0
103,24204,0
103,25000,495140
103,25100,0
103,25101,0
103,25200,3364
103,25201,0
103,25202,791
103,25203,2573
103,25204,0
103,25205,0
103,25206,0
103,25300,491776
103,25301,0
103,25302,491323
103,25303,453
103,26000,163978
103,26100,89829
103,26101,69922
103,26102,19907
103,26103,0
103,26104,0
103,26200,5308
103,26201,5308
103,26202,0
103,26203,0
103,26204,0
103,26300,34226
103,26301,67
103,26302,2893
103,26303,23243
103,26304,1549
103,26305,1642
103,26306,0
103,26307,4832
103,26400,34615
103,26401,170
103,26402,152
103,26403,6988
103,26404,1725
103,26405,3677
103,26406,4772
103,26407,0
103,26408,961
103,26409,8
103,26410,6007
103,26411,8016
103,26412,2139
103,27000,2620
103,27100,3
103,27101,0
103,27102,0
103,27103,3
103,27200,0
103,27201,0
103,27202,0
103,27203,0
103,27300,2617
103,27301,0
103,27302,0
103,27303,0
103,27304,0
103,27305,650
103,27306,0
103,27307,0
103,27308,1967
103,27309,0
103,28000,106722
103,28101,119867
103,28102,0
103,28103,13145
103,28201,106722
103,28202,0
103,31001,491178
103,31002,0
103,32001,0
103,32002,0
103,32101,0
103,33001,491178
103,33002,0
212,01000,13442
212,02000,0
212,10000,2989206
212,10001,967207
212,10002,2020018
212,10003,1981
212,11000,735723
212,11100,664637
212,11101,0
212,11102,0
212,11103,0
212,11104,0
212,11105,0
212,11106,0
212,11107,0
212,11108,0
212,11109,47
212,11110,0
212,11111,0
212,11112,511602
212,11113,416
212,11114,76985
212,11115,50485
212,11116,0
212,11117,9
212,11118,25093
212,11119,0
212,11200,0
212,11201,0
212,11202,0
212,11203,0
212,11204,0
212,11205,0
212,11206,0
212,11207,0
212,11208,0
212,11209,0
212,11210,0
212,11211,0
212,11212,0
212,11213,0
212,11214,0
212,11215,0
212,11216,0
212,11217,0
212,11300,161
212,11301,0
212,11302,10
212,11303,151
212,11400,12485
212,11401,12485
212,11402,0
212,11403,0
212,11500,58440
212,11501,56526
212,11502,0
212,11503,0
212,11504,0
212,11505,0
212,11506,0
212,11507,0
212,11508,1914
212,11600,0
212,11601,0
212,11602,0
212,11603,0
212,11604,0
212,11605,0
212,11606,0
212,11607,0
212,11608,0
212,12000,231484
212,12100,178588
212,12101,29058
212,12102,149530
212,12200,45245
212,12201,45245
212,12300,6307
212,12301,6307
212,12400,1344
212,12401,0
212,12402,0
212,12403,0
212,12404,1344
212,12405,0
212,12406,0
212,13000,0
212,13100,0
212,13101,0
212,13102,0
212,13103,0
212,13104,0
212,13105,0
212,13106,0
212,13107,0
212,13108,0
212,13200,0
212,13201,0
212,14000,0
212,14100,0
212,14101,0
212,14102,0
212,14103,0
212,14104,0
212,14200,0
212,14201,0
212,14202,0
212,14203,0
212,14204,0
212,14300,0
212,14301,0
212,14302,0
212,14303,0
212,14304,0
212,14400,0
212,14401,0
212,14402,0
212,14403,0
212,14404,0
212,15000,657936
212,15100,657936
212,15101,9838
212,15102,647904
212,15103,194
212,15200,0
212,15201,0
212,15202,0
212,15203,0
212,15204,0
212,16000,1362082
212,16100,0
212,16101,0
212,16200,11252
212,16201,0
212,16202,0
212,16203,11252
212,16300,1350830
212,16301,4781
212,16302,217
212,16303,0
212,16304,0
212,16305,1334297
212,16306,11535
212,17000,1981
212,17100,44
212,17101,0
212,17102,44
212,17103,0
212,17200,1535
212,17201,1518
212,17202,0
212,17203,17
212,17300,402
212,17301,0
212,17302,3
212,17303,0
212,17304,7
212,17305,380
212,17306,12
212,17307,0
212,20000,2995061
212,20001,317405
212,20002,2655527
212,20003,2832
212,20100,2975764
212,21000,302449
212,21100,1
212,21101,0
212,21102,1
212,21103,0
212,21104,0
212,21200,228
212,21201,0
212,21202,0
212,21203,0
212,21204,0
212,21205,0
212,21206,0
212,21207,0
212,21208,228
212,21209,0
212,21210,0
212,21211,0
212,21212,0
212,21213,0
212,21214,0
212,21300,8686
212,21301,0
212,21302,0
212,21303,0
212,21304,0
212,21305,0
212,21306,0
212,21307,0
212,21308,0
212,21309,0
212,21310,0
212,21311,0
212,21312,7568
212,21313,1118
212,21314,0
212,21315,0
212,21316,0
212,21317,0
212,21400,0
212,21401,0
212,21402,0
212,21403,0
212,21404,0
212,21405,0
212,21406,0
212,21407,0
212,21408,0
212,21409,0
212,21410,0
212,21411,0
212,21412,0
212,21413,0
212,21414,0
212,21415,0
212,21416,0
212,21417,0
212,21500,0
212,21501,0
212,21502,0
212,21600,293266
212,21601,292585
212,21602,681
212,21700,0
212,21701,0
212,21702,0
212,21800,268
212,21801,0
212,21802,0
212,21803,0
212,21804,268
212,22000,14956
212,22100,14956
212,22101,14956
212,22200,0
212,22201,0
212,22202,0
212,22203,0
212,23000,17448
212,23100,17448
212,23101,15962
212,23102,0
212,23103,0
212,23104,0
212,23105,0
212,23106,0
212,23107,0
212,23108,1486
212,23109,0
212,23200,0
212,23201,0
212,24000,667806
212,24100,667805
212,24101,19207
212,24102,648415
212,24103,183
212,24200,1
212,24201,0
212,24202,1
212,24203,0
212,24204,0
212,25000,1500763
212,25100,0
212,25101,0
212,25200,11227
212,25201,77
212,25202,7659
212,25203,3168
212,25204,0
212,25205,251
212,25206,72
212,25300,1489536
212,25301,0
212,25302,1489536
212,25303,0
