"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0","DT,D"
2590,11000,,,74753141,10/01/24
3365,11000,,,4274479,10/01/24
1343,11000,,,12393254,10/01/24
2645,11000,,,767271,10/01/24
2245,11000,,,76461,10/01/24
3095,11000,,,203070,10/01/24
3446,11000,,,9251201,10/01/24
3314,11000,,,106274,10/01/24
2721,11000,,,457901,10/01/24
3539,11000,,,720861,10/01/24
2499,11000,,,167179,10/01/24
2733,11000,,,15947768,10/01/24
249,11000,,,1758793,10/01/24
2932,11000,,,567372,10/01/24
524,11000,,,839456,10/01/24
2034,11000,,,117326,10/01/24
2252,11000,,,487020,10/01/24
485,11000,,,6943204,10/01/24
2982,11000,,,650630,10/01/24
1354,11000,,,43975542,10/01/24
2272,11000,,,177547350,10/01/24
1829,11000,,,2026788,10/01/24
2602,11000,,,4208139,10/01/24
3136,11000,,,70196,10/01/24
1810,11000,,,21172651,10/01/24
212,11000,,,2826657,10/01/24
3124,11000,,,2099872,10/01/24
665,11000,,,633226,10/01/24
3529,11000,,,1924656,10/01/24
1659,11000,,,466197,10/01/24
3245,11000,,,910868,10/01/24
3311,11000,,,19545304,10/01/24
3417,11000,,,1062217,10/01/24
554,11000,,,7088790,10/01/24
1978,11000,,,444482001,10/01/24
3255,11000,,,28536029,10/01/24
1000,11000,,,2358107624,10/01/24
1896,11000,,,647944,10/01/24
2796,11000,,,82035,10/01/24
3296,11000,,,462205,10/01/24
3531,11000,,,1222359,10/01/24
2990,11000,,,94641,10/01/24
2119,11000,,,1496410,10/01/24
121,11000,,,9511677,10/01/24
3257,11000,,,234066,10/01/24
3547,11000,,,51544,10/01/24
779,11000,,,183076,10/01/24
3390,11000,,,616385,10/01/24
3341,11000,,,114041,10/01/24
3271,11000,,,288109,10/01/24
2738,11000,,,6017971,10/01/24
2722,11000,,,92329,10/01/24
3545,11000,,,34647730,10/01/24
1291,11000,,,209338,10/01/24
3172,11000,,,492139,10/01/24
1370,11000,,,475807,10/01/24
3247,11000,,,365025,10/01/24
2530,11000,,,590117,10/01/24
2494,11000,,,1512961,10/01/24
3535,11000,,,14470,07/01/24
1765,11000,,,116727,10/01/24
2438,11000,,,338250,10/01/24
3538,11000,,,672976,10/01/24
492,11000,,,325833,10/01/24
1329,11000,,,1509842,10/01/24
708,11000,,,1821787,10/01/24
3520,11000,,,11932,10/01/24
2564,11000,,,459755,10/01/24
760,11000,,,672010,10/01/24
695,11000,,,134995,10/01/24
3175,11000,,,505839,10/01/24
3330,11000,,,3260320,10/01/24
1573,11000,,,4484881,10/01/24
2755,11000,,,2888835,10/01/24
3333,11000,,,4343043,10/01/24
2905,11000,,,210044,10/01/24
965,11000,,,1219485,10/01/24
3540,11000,,,808157,10/01/24
2816,11000,,,7633084,10/01/24
1288,12000,,,8096,10/01/24
2559,12000,,,40746,10/01/24
121,12000,,,0,10/01/24
2638,12000,,,3712,10/01/24
236,12000,,,618,10/01/24
650,12000,,,3805794,10/01/24
254,12000,,,117513,10/01/24
3413,12000,,,0,10/01/24
3473,12000,,,46088,10/01/24
3512,12000,,,0,10/01/24
2868,12000,,,0,10/01/24
3172,12000,,,24350,10/01/24
2530,12000,,,0,10/01/24
2494,12000,,,0,10/01/24
3314,12000,,,0,10/01/24
3395,12000,,,947,10/01/24
537,12000,,,1645,10/01/24
598,12000,,,386,10/01/24
2996,12000,,,47078,10/01/24
493,12000,,,9867,10/01/24
1052,12000,,,21118,10/01/24
485,12000,,,47625,10/01/24
2790,12000,,,1293379,10/01/24
2932,12000,,,0,10/01/24
3544,12000,,,0,10/01/24
524,12000,,,9928,10/01/24
2268,12000,,,9972419,10/01/24
1573,12000,,,48194,10/01/24
2664,12000,,,11177,10/01/24
53,12000,,,52445,10/01/24
3224,12000,,,16400,10/01/24
503,12000,,,0,10/01/24
3508,12000,,,0,10/01/24
170,12000,,,877857,10/01/24
1000,12000,,,285942727,10/01/24
588,12000,,,248156,10/01/24
2997,12000,,,9226,10/01/24
1949,12000,,,2167,10/01/24
3017,12000,,,0,10/01/24
1557,12000,,,216,10/01/24
2650,12000,,,1629,10/01/24
702,12000,,,93820,10/01/24
1885,12000,,,131366,10/01/24
415,12000,,,23253,10/01/24
3354,12000,,,2266088,10/01/24
1745,12000,,,2077,10/01/24
1376,12000,,,31505,10/01/24
2546,12000,,,391965,10/01/24
933,12000,,,35,10/01/24
2748,12000,,,7709,10/01/24
3231,12000,,,3212,10/01/24
3548,12000,,,0,10/01/24
444,12000,,,56,10/01/24
3505,12000,,,0,10/01/24
1114,12000,,,475,10/01/24
3463,12000,,,0,10/01/24
705,12000,,,497045,10/01/24
3450,12000,,,0,10/01/24
604,12000,,,97319,10/01/24
3095,12000,,,0,10/01/24
256,12000,,,0,10/01/24
2438,12000,,,13749,10/01/24
3324,12000,,,0,10/01/24
356,12000,,,60,10/01/24
3515,12000,,,16460,10/01/24
2252,12000,,,12965,10/01/24
1680,12000,,,0,10/01/24
1354,12000,,,90713,10/01/24
2602,12000,,,115126,10/01/24
2015,12000,,,0,10/01/24
3124,12000,,,30524,10/01/24
3527,12000,,,9167,10/01/24
1637,12000,,,83983,10/01/24
67,12000,,,8059,10/01/24
2707,12000,,,55877,10/01/24
1896,12000,,,7423,10/01/24
1067,12000,,,142756,10/01/24
3337,12000,,,0,10/01/24
3300,12000,,,16145,10/01/24
3482,12000,,,0,10/01/24
2119,12000,,,66708,10/01/24
2225,12000,,,3818286,10/01/24
843,12000,,,89552,10/01/24
2564,12000,,,40485,10/01/24
2368,12000,,,0,10/01/24
3077,12000,,,0,10/01/24
695,12000,,,139,10/01/24
2772,12000,,,13941,10/01/24
3136,12000,,,550,10/01/24
2611,12000,,,71885,10/01/24
2830,12000,,,6,10/01/24
2085,12000,,,8,10/01/24
3533,12000,,,0,10/01/24
3540,12000,,,0,10/01/24
1978,12000,,,15010513,10/01/24
965,12000,,,43942,10/01/24
2867,12000,,,15315,10/01/24
3415,12000,,,0,10/01/24
3138,12000,,,35016,10/01/24
783,12000,,,5937,10/01/24
3523,12000,,,0,10/01/24
2390,12000,,,17553,10/01/24
2838,12000,,,3578,10/01/24
3466,12000,,,0,10/01/24
3390,12000,,,0,10/01/24
2574,12000,,,560,10/01/24
1151,12000,,,2404,10/01/24
2722,12000,,,868,10/01/24
435,12000,,,0,10/01/24
2766,12000,,,42886,10/01/24
3279,12000,,,0,10/01/24
3525,12000,,,719,10/01/24
3176,12000,,,0,10/01/24
2618,12000,,,31540,10/01/24
1765,12000,,,0,10/01/24
2065,12000,,,4781,10/01/24
1307,12000,,,5545,10/01/24
1920,12000,,,4368,10/01/24
2900,12000,,,22596,10/01/24
2103,12000,,,4236,10/01/24
2440,12000,,,508030,10/01/24
3421,12000,,,21031,10/01/24
3116,12000,,,0,10/01/24
3479,12000,,,1117,10/01/24
842,12000,,,0,10/01/24
2629,12000,,,0,10/01/24
3255,12000,,,1761863,10/01/24
3407,12000,,,0,10/01/24
429,12000,,,51999,10/01/24
3531,12000,,,7489,10/01/24
2587,12000,,,5818,10/01/24
1158,12000,,,2426,10/01/24
3318,12000,,,0,10/01/24
646,12000,,,41020,10/01/24
2568,12000,,,0,10/01/24
2998,12000,,,486969,10/01/24
3532,12000,,,0,07/01/24
3271,12000,,,6469,10/01/24
3099,12000,,,0,10/01/24
2914,12000,,,1293,10/01/24
3510,12000,,,0,10/01/24
3543,12000,,,0,10/01/24
685,12000,,,0,10/01/24
963,12000,,,49088658,10/01/24
2534,12000,,,61644,10/01/24
538,12000,,,0,10/01/24
3242,12000,,,0,10/01/24
438,12000,,,0,10/01/24
3202,12000,,,515,10/01/24
1788,12000,,,420,10/01/24
1291,12000,,,0,10/01/24
2682,12000,,,11814,10/01/24
2048,12000,,,615,10/01/24
3436,12000,,,8610,10/01/24
2245,12000,,,1346,10/01/24
3452,12000,,,0,10/01/24
3507,12000,,,455,10/01/24
1143,12000,,,860,10/01/24
3518,12000,,,0,10/01/24
2721,12000,,,3306,10/01/24
2982,12000,,,403,10/01/24
2860,12000,,,10654,10/01/24
3520,12000,,,0,10/01/24
478,12000,,,1144,10/01/24
2609,12000,,,284,10/01/24
2733,12000,,,517294,10/01/24
101,12000,,,150686,10/01/24
316,12000,,,18920864,10/01/24
3223,12000,,,23724,10/01/24
3330,12000,,,4046,10/01/24
575,12000,,,3,10/01/24
2070,12000,,,0,10/01/24
554,12000,,,28838,10/01/24
2306,12000,,,3515621,10/01/24
3013,12000,,,0,10/01/24
2443,12000,,,2978,10/01/24
3333,12000,,,0,10/01/24
2929,12000,,,2866,10/01/24
2557,12000,,,4088,10/01/24
2,12000,,,816,10/01/24
2506,12000,,,27881,10/01/24
3296,12000,,,148,10/01/24
328,12000,,,2811781,10/01/24
3166,12000,,,0,10/01/24
2883,12000,,,705,10/01/24
1352,12000,,,0,10/01/24
600,12000,,,94901,10/01/24
21,12000,,,5587,10/01/24
3396,12000,,,7649,10/01/24
2789,12000,,,208024,10/01/24
3416,12000,,,80,10/01/24
3365,12000,,,18659,10/01/24
903,12000,,,4773,10/01/24
1343,12000,,,1762858,10/01/24
2645,12000,,,11715,10/01/24
3494,12000,,,150,10/01/24
2490,12000,,,16138,10/01/24
3490,12000,,,0,10/01/24
2209,12000,,,3357967,10/01/24
567,12000,,,111763,10/01/24
3001,12000,,,164858,10/01/24
3379,12000,,,0,10/01/24
3522,12000,,,0,10/01/24
817,12000,,,700,10/01/24
2880,12000,,,0,10/01/24
2726,12000,,,0,10/01/24
3235,12000,,,0,10/01/24
2034,12000,,,20,10/01/24
1329,12000,,,65293,10/01/24
3468,12000,,,1,10/01/24
1966,12000,,,15368,10/01/24
1319,12000,,,11447,10/01/24
1659,12000,,,350,10/01/24
3185,12000,,,25,10/01/24
2374,12000,,,0,10/01/24
2796,12000,,,17,10/01/24
2877,12000,,,0,10/01/24
1818,12000,,,39,10/01/24
3194,12000,,,2280,10/01/24
2799,12000,,,0,10/01/24
2876,12000,,,0,10/01/24
2170,12000,,,86335,10/01/24
2590,12000,,,1029539,10/01/24
3269,12000,,,103544,10/01/24
1948,12000,,,748,10/01/24
3467,12000,,,0,10/01/24
2551,12000,,,37065,10/01/24
1370,12000,,,3850,10/01/24
804,12000,,,56,10/01/24
481,12000,,,44173,10/01/24
85,12000,,,171,10/01/24
3247,12000,,,1425,10/01/24
3517,12000,,,0,07/01/24
3535,12000,,,0,07/01/24
2846,12000,,,0,10/01/24
2576,12000,,,0,10/01/24
3403,12000,,,67127,10/01/24
3027,12000,,,3349183,10/01/24
3538,12000,,,0,10/01/24
3524,12000,,,0,10/01/24
492,12000,,,900,10/01/24
1747,12000,,,274,10/01/24
708,12000,,,60655,10/01/24
2802,12000,,,57,10/01/24
3465,12000,,,0,10/01/24
330,12000,,,0,10/01/24
760,12000,,,999,10/01/24
3294,12000,,,0,10/01/24
2307,12000,,,2352715,10/01/24
3175,12000,,,6062,10/01/24
3290,12000,,,0,10/01/24
3173,12000,,,376,10/01/24
2755,12000,,,2370,10/01/24
3245,12000,,,12707,10/01/24
3417,12000,,,17705,10/01/24
1781,12000,,,429,10/01/24
857,12000,,,3351,10/01/24
2995,12000,,,9401,10/01/24
2905,12000,,,10022,10/01/24
1144,12000,,,601,10/01/24
3511,12000,,,0,10/01/24
3306,12000,,,0,10/01/24
3161,12000,,,0,10/01/24
2507,12000,,,2,10/01/24
2684,12000,,,28860,10/01/24
3257,12000,,,4274,10/01/24
3547,12000,,,0,10/01/24
2761,12000,,,0,10/01/24
354,12000,,,11982936,10/01/24
1481,12000,,,620787718,10/01/24
3252,12000,,,35577,10/01/24
1720,12000,,,1911,10/01/24
3388,12000,,,136404,10/01/24
3341,12000,,,0,10/01/24
2879,12000,,,0,10/01/24
2853,12000,,,5465,10/01/24
1281,12000,,,0,10/01/24
2272,12000,,,29499921,10/01/24
2776,12000,,,67,10/01/24
2673,12000,,,16372415,10/01/24
436,12000,,,487840,10/01/24
2304,12000,,,0,10/01/24
2763,12000,,,84374,10/01/24
1810,12000,,,721887,10/01/24
3529,12000,,,9236,10/01/24
3542,12000,,,0,10/01/24
841,12000,,,14588,10/01/24
3293,12000,,,0,10/01/24
3311,12000,,,77353,10/01/24
1312,12000,,,285,10/01/24
3546,12000,,,0,10/01/24
2168,12000,,,4899988,10/01/24
2659,12000,,,12207,10/01/24
3328,12000,,,0,10/01/24
1115,12000,,,0,10/01/24
2402,12000,,,0,10/01/24
2964,12000,,,1944,10/01/24
2816,12000,,,562980,10/01/24
875,12000,,,822,10/01/24
3500,12000,,,63483,10/01/24
3349,12000,,,131966241,10/01/24
2990,12000,,,301,10/01/24
1581,12000,,,4710,10/01/24
1049,12000,,,5192,10/01/24
2208,12000,,,3797,10/01/24
1399,12000,,,2073,10/01/24
2312,12000,,,44689458,10/01/24
1809,12000,,,653,10/01/24
902,12000,,,10566,10/01/24
3545,12000,,,0,10/01/24
609,12000,,,429,10/01/24
2275,12000,,,3688211,10/01/24
1973,12000,,,0,10/01/24
77,12000,,,1078,10/01/24
2210,12000,,,792216,10/01/24
2881,12000,,,1829,10/01/24
3446,12000,,,5601,10/01/24
2289,12000,,,42,10/01/24
2495,12000,,,7541,10/01/24
1,12000,,,1095725,10/01/24
1326,12000,,,72226077,10/01/24
2807,12000,,,14094,10/01/24
3303,12000,,,13198,10/01/24
3539,12000,,,0,10/01/24
1927,12000,,,989,10/01/24
1829,12000,,,48364,10/01/24
249,12000,,,153791,10/01/24
2584,12000,,,25935,10/01/24
2216,12000,,,18221,10/01/24
2518,12000,,,191271,10/01/24
212,12000,,,41412,10/01/24
3292,12000,,,3151577,10/01/24
3340,12000,,,385461,10/01/24
3470,12000,,,105497,10/01/24
665,12000,,,7955,10/01/24
990,12000,,,1888,10/01/24
3298,12000,,,400,10/01/24
3184,12000,,,70,10/01/24
480,12000,,,1160,10/01/24
1288,13000,,,2679,10/01/24
2738,13000,,,34654,10/01/24
3252,13000,,,0,10/01/24
902,13000,,,0,10/01/24
1343,13000,,,0,10/01/24
3099,13000,,,0,10/01/24
2530,13000,,,0,10/01/24
3395,13000,,,6610,10/01/24
2766,13000,,,1605849,10/01/24
963,13000,,,2309152,10/01/24
3436,13000,,,775,10/01/24
3095,13000,,,0,10/01/24
2881,13000,,,0,10/01/24
1143,13000,,,4726,10/01/24
2438,13000,,,793,10/01/24
3235,13000,,,0,10/01/24
3518,13000,,,0,10/01/24
1354,13000,,,246,10/01/24
3468,13000,,,0,10/01/24
2564,13000,,,494,10/01/24
1966,13000,,,0,10/01/24
2368,13000,,,0,10/01/24
2584,13000,,,0,10/01/24
3529,13000,,,0,10/01/24
3294,13000,,,5124,10/01/24
3173,13000,,,3496,10/01/24
3184,13000,,,0,10/01/24
212,13000,,,2427662,10/01/24
2518,13000,,,0,10/01/24
2085,13000,,,0,10/01/24
2964,13000,,,975,10/01/24
1144,13000,,,1254,10/01/24
3546,13000,,,0,10/01/24
3255,13000,,,292438,10/01/24
429,13000,,,268685,10/01/24
3415,13000,,,0,10/01/24
3511,13000,,,0,10/01/24
3337,13000,,,0,10/01/24
3531,13000,,,123287,10/01/24
3138,13000,,,0,10/01/24
121,13000,,,244580,10/01/24
3547,13000,,,0,10/01/24
1885,13000,,,11501,10/01/24
2638,13000,,,0,10/01/24
2559,13000,,,0,10/01/24
903,13000,,,1554,10/01/24
3365,13000,,,131455,10/01/24
609,13000,,,0,10/01/24
2170,13000,,,123,10/01/24
3545,13000,,,0,10/01/24
3473,13000,,,17326,10/01/24
3512,13000,,,0,10/01/24
804,13000,,,0,10/01/24
538,13000,,,31818,10/01/24
3507,13000,,,260,10/01/24
444,13000,,,0,10/01/24
3379,13000,,,0,10/01/24
3001,13000,,,6606,10/01/24
2534,13000,,,0,10/01/24
2868,13000,,,43766,10/01/24
3465,13000,,,84755,10/01/24
3303,13000,,,561,10/01/24
760,13000,,,68,10/01/24
1829,13000,,,74706,10/01/24
3290,13000,,,0,10/01/24
3527,13000,,,799,10/01/24
3508,13000,,,0,10/01/24
3407,13000,,,6,10/01/24
3185,13000,,,22256,10/01/24
2557,13000,,,0,10/01/24
3306,13000,,,0,10/01/24
328,13000,,,664287,10/01/24
783,13000,,,0,10/01/24
3300,13000,,,0,10/01/24
2225,13000,,,16572,10/01/24
1809,13000,,,1006,10/01/24
1352,13000,,,692,10/01/24
933,13000,,,4832,10/01/24
2587,13000,,,2188,10/01/24
2684,13000,,,2200,10/01/24
2876,13000,,,0,10/01/24
600,13000,,,28991,10/01/24
843,13000,,,144740,10/01/24
2568,13000,,,0,10/01/24
236,13000,,,0,10/01/24
2879,13000,,,88776,10/01/24
2312,13000,,,1188677,10/01/24
3388,13000,,,19614,10/01/24
1788,13000,,,1957,10/01/24
3467,13000,,,0,10/01/24
3172,13000,,,0,10/01/24
3505,13000,,,1055,10/01/24
3450,13000,,,0,10/01/24
567,13000,,,9707,10/01/24
256,13000,,,0,10/01/24
3027,13000,,,18,10/01/24
493,13000,,,50944,10/01/24
3515,13000,,,278,10/01/24
492,13000,,,927,10/01/24
1281,13000,,,1562,10/01/24
2860,13000,,,372,10/01/24
2015,13000,,,0,10/01/24
330,13000,,,0,10/01/24
2673,13000,,,5822064,10/01/24
1810,13000,,,154444,10/01/24
1680,13000,,,0,10/01/24
249,13000,,,19472,10/01/24
3116,13000,,,0,10/01/24
2776,13000,,,1963,10/01/24
53,13000,,,949,10/01/24
2629,13000,,,0,10/01/24
3533,13000,,,0,10/01/24
2443,13000,,,0,10/01/24
2707,13000,,,484140,10/01/24
67,13000,,,299080,10/01/24
965,13000,,,0,10/01/24
2796,13000,,,0,10/01/24
3017,13000,,,0,10/01/24
3257,13000,,,0,10/01/24
3416,13000,,,0,10/01/24
1732,13000,,,12,10/01/24
646,13000,,,0,10/01/24
3532,13000,,,0,07/01/24
3271,13000,,,15672,10/01/24
1973,13000,,,251,10/01/24
3269,13000,,,15598,10/01/24
1291,13000,,,164,10/01/24
3494,13000,,,0,10/01/24
3543,13000,,,0,10/01/24
2645,13000,,,232664,10/01/24
2490,13000,,,0,10/01/24
2551,13000,,,0,10/01/24
3490,13000,,,0,10/01/24
3525,13000,,,0,10/01/24
2618,13000,,,299302,10/01/24
1114,13000,,,0,10/01/24
3538,13000,,,0,10/01/24
537,13000,,,0,10/01/24
3403,13000,,,0,10/01/24
3446,13000,,,0,10/01/24
1765,13000,,,0,10/01/24
2846,13000,,,0,10/01/24
