"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0"
1,22201,713,,713
1,22202,0,0,0
1,22203,0,,0
1,23000,51042,0,51042
1,23100,51019,0,51019
1,23101,1432,,1432
1,23102,30192,,30192
1,23103,85,,85
1,23104,2675,,2675
1,23105,15143,,15143
1,23106,0,,0
1,23107,2,,2
1,23108,1490,,1490
1,23109,0,0,0
1,23200,23,0,23
1,23201,23,0,23
1,24000,28097190,,28097190
1,24100,28097188,,28097188
1,24101,307751,,307751
1,24102,27789437,,27789437
1,24103,0,,0
1,24200,2,,2
1,24201,0,,0
1,24202,2,,2
1,24203,0,,0
1,24204,0,,0
1,25000,6268774,2339423,8608197
1,25100,2190660,2304406,4495066
1,25101,270812,0,270812
1,25102,0,0,0
1,25103,1919848,2304406,4224254
1,25104,0,0,0
1,25105,0,0,0
1,25200,133505,33356,166861
1,25201,0,2469,2469
1,25202,13977,444,14421
1,25203,17193,22511,39704
1,25204,176,406,582
1,25205,97989,7438,105427
1,25206,4170,88,4258
1,25300,3944609,1661,3946270
1,25301,0,0,0
1,25302,3944609,,3944609
1,25303,0,1661,1661
1,26000,1373782,6521,1380303
1,26100,602387,17,602404
1,26101,459221,0,459221
1,26102,103225,0,103225
1,26103,14,0,14
1,26104,39927,17,39944
1,26200,131471,,131471
1,26201,131471,,131471
1,26202,0,,0
1,26203,0,,0
1,26300,291715,22,291737
1,26301,31286,0,31286
1,26302,45593,22,45615
1,26303,200703,0,200703
1,26304,0,0,0
1,26305,13832,,13832
1,26306,0,,0
1,26307,301,,301
1,26400,348209,6482,354691
1,26401,2436,2104,4540
1,26402,6479,314,6793
1,26403,19994,0,19994
1,26404,47548,0,47548
1,26405,4793,62,4855
1,26406,88394,2397,90791
1,26407,0,0,0
1,26408,0,0,0
1,26409,0,0,0
1,26410,6699,0,6699
1,26411,132678,1387,134065
1,26412,39188,218,39406
1,27000,92766,3964,96730
1,27100,705,387,1092
1,27101,72,36,108
1,27102,522,351,873
1,27103,111,0,111
1,27200,82179,3569,85748
1,27201,19,79,98
1,27202,190,391,581
1,27203,81970,3099,85069
1,27300,9882,8,9890
1,27301,0,0,0
1,27302,0,0,0
1,27303,0,0,0
1,27304,0,0,0
1,27305,702,0,702
1,27306,2879,0,2879
1,27307,165,8,173
1,27308,6136,0,6136
1,28000,0,,0
1,28100,0,,0
1,28101,0,,0
1,31003,,,8
1,31004,,,1163747
1,31005,,,1994138
1,32003,,,2
1,32004,,,25385
1,32005,,,0
1,33001,,,3132500
1,33002,,,0
21,10000,208955,1013,209968
21,10001,95503,991,96494
21,10002,113137,10,113147
21,10003,315,12,327
21,11000,18874,168,19042
21,11100,18873,95,18968
21,11112,13398,0,13398
21,11114,670,0,670
21,11115,4529,95,4624
21,11118,276,0,276
21,11300,1,73,74
21,11302,1,0,1
21,11303,0,73,73
21,12000,76629,823,77452
21,12100,15644,823,16467
21,12101,538,0,538
21,12102,15106,823,15929
21,12200,60938,,60938
21,12201,60938,,60938
21,12400,47,0,47
21,12404,29,0,29
21,12406,18,0,18
21,15000,3985,,3985
21,15100,3985,,3985
21,15102,3985,,3985
21,16000,109152,10,109162
21,16200,517,0,517
21,16203,517,0,517
21,16300,108635,10,108645
21,16305,108623,,108623
21,16306,12,10,22
21,17000,315,12,327
21,17100,166,0,166
21,17101,162,0,162
21,17103,4,0,4
21,17200,46,12,58
21,17201,45,0,45
21,17202,1,1,2
21,17203,0,11,11
21,17300,103,0,103
21,17301,1,,1
21,17306,102,0,102
21,20000,205192,621,205813
21,20001,16336,8,16344
21,20002,188548,607,189155
21,20003,308,6,314
21,21000,4247,8,4255
21,21100,238,0,238
21,21102,238,0,238
21,21300,869,0,869
21,21312,869,0,869
21,21600,3016,8,3024
21,21601,3016,8,3024
21,21800,124,0,124
21,21804,124,0,124
21,22000,12089,,12089
21,22100,12089,,12089
21,22101,12089,,12089
21,24000,4610,,4610
21,24100,4610,,4610
21,24102,4610,,4610
21,25000,156444,553,156997
21,25200,254,553,807
21,25201,63,0,63
21,25202,129,553,682
21,25205,55,0,55
21,25206,7,0,7
21,25300,156190,0,156190
21,25302,155307,,155307
21,25303,883,0,883
21,26000,27494,54,27548
21,26100,18305,0,18305
21,26101,13998,0,13998
21,26102,3400,0,3400
21,26104,907,0,907
21,26200,607,,607
21,26201,607,,607
21,26300,4841,0,4841
21,26301,208,0,208
21,26302,464,0,464
21,26303,3679,0,3679
21,26304,210,0,210
21,26305,275,,275
21,26307,5,,5
21,26400,3741,54,3795
21,26401,81,0,81
21,26402,74,0,74
21,26403,1513,0,1513
21,26404,544,0,544
21,26405,60,0,60
21,26406,346,54,400
21,26407,3,0,3
21,26410,23,0,23
21,26411,965,0,965
21,26412,132,0,132
21,27000,308,6,314
21,27100,3,0,3
21,27103,3,0,3
21,27200,19,6,25
21,27201,18,0,18
21,27203,1,6,7
21,27300,286,0,286
21,27308,286,0,286
21,31003,,,0
21,31004,,,0
21,31005,,,4155
21,32003,,,0
21,32004,,,0
21,32005,,,0
21,33001,,,4155
23,10000,770581,9314,779895
23,10001,430078,5248,435326
23,10002,225782,1085,226867
23,10003,114721,2981,117702
23,11000,368062,2576,370638
23,11100,355957,2405,358362
23,11106,67,0,67
23,11111,3887,0,3887
23,11112,196087,1349,197436
23,11113,70762,0,70762
23,11114,2991,0,2991
23,11115,80478,0,80478
23,11118,1685,21,1706
23,11119,0,1035,1035
23,11300,88,25,113
23,11302,88,3,91
23,11303,0,22,22
23,11400,49,0,49
23,11402,49,0,49
23,11500,4601,146,4747
23,11501,111,106,217
23,11502,909,0,909
23,11505,3581,0,3581
23,11508,0,40,40
23,11600,7367,0,7367
23,11603,7367,0,7367
23,12000,62016,2672,64688
23,12100,47634,2667,50301
23,12101,4956,36,4992
23,12102,42678,2631,45309
23,12200,13412,,13412
23,12201,13412,,13412
23,12300,825,5,830
23,12301,825,5,830
23,12400,145,0,145
23,12402,5,0,5
23,12404,140,0,140
23,13000,6231,,6231
23,13100,6231,,6231
23,13104,5935,,5935
23,13105,296,,296
23,15000,104908,,104908
23,15100,104908,,104908
23,15102,104908,,104908
23,16000,114643,1085,115728
23,16200,57073,1085,58158
23,16202,210,0,210
23,16203,56863,1085,57948
23,16300,57570,0,57570
23,16301,1543,0,1543
23,16302,5001,,5001
23,16305,50718,,50718
23,16306,308,0,308
23,17000,114721,2981,117702
23,17100,221,0,221
23,17101,221,0,221
23,17200,1726,32,1758
23,17201,1684,32,1716
23,17202,5,0,5
23,17203,37,0,37
23,17300,112774,2949,115723
23,17305,13,0,13
23,17306,112761,2949,115710
23,20000,729417,10434,739851
23,20001,238724,4042,242766
23,20002,376748,3223,379971
23,20003,113945,3169,117114
23,21000,235693,4042,239735
23,21100,545,43,588
23,21101,21,0,21
23,21102,524,43,567
23,21200,846,0,846
23,21207,3,0,3
23,21208,777,0,777
23,21209,66,0,66
23,21300,8769,254,9023
23,21307,478,0,478
23,21308,144,0,144
23,21311,394,0,394
23,21312,7220,254,7474
23,21313,386,0,386
23,21315,147,0,147
23,21400,1692,0,1692
23,21412,1692,0,1692
23,21500,1376,18,1394
23,21501,1376,18,1394
23,21600,190036,3727,193763
23,21601,189447,3726,193173
23,21602,589,1,590
23,21800,32429,0,32429
23,21801,23776,0,23776
23,21804,8653,0,8653
23,22000,3031,,3031
23,22100,3026,,3026
23,22101,3026,,3026
23,22200,5,,5
23,22201,5,,5
23,23000,156,0,156
23,23100,147,,147
23,23103,19,,19
23,23104,128,,128
23,23200,9,0,9
23,23201,9,0,9
23,24000,104735,,104735
23,24100,104735,,104735
23,24102,104735,,104735
23,25000,113558,1600,115158
23,25200,10316,1564,11880
23,25202,10111,1564,11675
23,25203,19,0,19
23,25206,186,0,186
23,25300,103242,36,103278
23,25302,100885,,100885
23,25303,2357,36,2393
23,26000,158299,1623,159922
23,26100,91499,1284,92783
23,26101,72279,1202,73481
23,26102,17881,82,17963
23,26104,1339,0,1339
23,26200,14060,,14060
23,26201,14060,,14060
23,26300,29448,272,29720
23,26301,5788,5,5793
23,26302,6159,31,6190
23,26303,11632,236,11868
23,26304,1765,0,1765
23,26305,4077,,4077
23,26307,27,,27
23,26400,23292,67,23359
23,26401,134,1,135
23,26402,1056,0,1056
23,26403,3917,0,3917
23,26404,5148,0,5148
23,26405,434,0,434
23,26406,2537,23,2560
23,26410,357,27,384
23,26411,9707,16,9723
23,26412,2,0,2
23,27000,113945,3169,117114
23,27100,25,0,25
23,27103,25,0,25
23,27200,55,1,56
23,27201,34,0,34
23,27202,13,1,14
23,27203,8,0,8
23,27300,113865,3168,117033
23,27305,1000,0,1000
23,27308,112865,3168,116033
23,31003,,,7
23,31004,,,55160
23,32005,,,15116
23,33001,,,40044
23,33002,,,0
52,10000,235582,2344,237926
52,10001,144339,2318,146657
52,10002,90133,26,90159
52,10003,1110,0,1110
52,11000,72133,1232,73365
52,11100,70832,695,71527
52,11111,3113,0,3113
52,11112,27648,0,27648
52,11115,33651,695,34346
52,11118,6420,0,6420
52,11300,1064,430,1494
52,11302,1064,23,1087
52,11303,0,407,407
52,11400,0,107,107
52,11402,0,107,107
52,11600,237,0,237
52,11603,237,0,237
52,12000,72206,1086,73292
52,12100,32349,1086,33435
52,12101,3770,51,3821
52,12102,28579,1035,29614
52,12200,38860,,38860
52,12201,38860,,38860
52,12300,76,0,76
52,12301,76,0,76
52,12400,921,0,921
52,12402,140,0,140
52,12404,781,0,781
52,13000,407,,407
52,13100,407,,407
52,13105,407,,407
52,15000,22340,,22340
52,15100,22340,,22340
52,15102,22340,,22340
52,16000,67386,26,67412
52,16200,16390,26,16416
52,16203,16390,26,16416
52,16300,50996,0,50996
52,16301,49,0,49
52,16305,50537,,50537
52,16306,410,0,410
52,17000,1110,0,1110
52,17100,217,0,217
52,17101,195,0,195
52,17102,22,0,22
52,17200,841,0,841
52,17201,828,0,828
52,17203,13,0,13
52,17300,52,0,52
52,17304,1,0,1
52,17306,51,0,51
52,20000,201673,3968,205641
52,20001,46324,1381,47705
52,20002,153633,2587,156220
52,20003,1716,0,1716
52,21000,28475,1381,29856
52,21200,436,0,436
52,21207,19,0,19
52,21208,417,0,417
52,21300,1572,0,1572
52,21311,1039,0,1039
52,21312,340,0,340
52,21313,193,0,193
52,21600,20055,1381,21436
52,21601,17080,1359,18439
52,21602,2975,22,2997
52,21800,6412,0,6412
52,21804,6412,0,6412
52,22000,17849,,17849
52,22100,17849,,17849
52,22101,17849,,17849
52,23000,2510,,2510
52,23100,2510,,2510
52,23104,2510,,2510
52,24000,21897,,21897
52,24100,21897,,21897
52,24101,1181,,1181
52,24102,20716,,20716
52,25000,64685,2536,67221
52,25200,2925,2536,5461
52,25201,220,0,220
52,25202,1850,2502,4352
52,25203,290,0,290
52,25205,14,0,14
52,25206,551,34,585
52,25300,61760,0,61760
52,25301,7809,0,7809
52,25302,53951,,53951
52,26000,64541,51,64592
52,26100,37996,0,37996
52,26101,30786,0,30786
52,26102,7209,0,7209
52,26104,1,0,1
52,26200,2023,,2023
52,26201,2023,,2023
52,26300,16880,0,16880
52,26301,508,0,508
52,26302,2303,0,2303
52,26303,12637,0,12637
52,26304,347,0,347
52,26305,1085,,1085
52,26400,7642,51,7693
52,26401,28,0,28
52,26402,15,0,15
52,26403,1917,0,1917
52,26404,614,0,614
52,26405,127,0,127
52,26406,1410,51,1461
52,26410,116,0,116
52,26411,2170,0,2170
52,26412,1245,0,1245
52,27000,1716,0,1716
52,27100,178,0,178
52,27102,177,0,177
52,27103,1,0,1
52,27300,1538,0,1538
52,27304,37,0,37
52,27305,61,0,61
52,27306,94,0,94
52,27308,1346,0,1346
52,31005,,,32285
52,33001,,,32285
52,33002,,,0
53,10000,435515,4654,440169
53,10001,141253,4361,145614
53,10002,290898,36,290934
53,10003,3364,257,3621
53,11000,108944,3923,112867
53,11100,104238,3239,107477
53,11101,0,0,0
53,11102,0,0,0
53,11103,0,0,0
53,11104,0,0,0
53,11105,0,0,0
53,11106,10,0,10
53,11107,0,0,0
53,11108,0,0,0
53,11109,84,0,84
53,11110,0,0,0
53,11111,0,0,0
53,11112,65704,780,66484
53,11113,184,0,184
53,11114,2132,0,2132
53,11115,33873,484,34357
53,11116,0,1837,1837
53,11117,1,0,1
53,11118,2250,138,2388
53,11119,0,0,0
53,11200,916,0,916
53,11201,0,0,0
53,11202,0,0,0
53,11203,0,0,0
53,11204,0,0,0
53,11205,0,0,0
53,11206,0,0,0
53,11207,0,0,0
53,11208,0,0,0
53,11209,0,0,0
53,11210,0,0,0
53,11211,916,0,916
53,11212,0,0,0
53,11213,0,0,0
53,11214,0,0,0
53,11215,0,0,0
53,11216,0,0,0
53,11217,0,0,0
53,11300,503,684,1187
53,11301,0,0,0
53,11302,503,5,508
53,11303,0,679,679
53,11400,2985,0,2985
53,11401,2985,0,2985
53,11402,0,0,0
53,11403,0,0,0
53,11500,302,0,302
53,11501,149,0,149
53,11502,153,0,153
53,11503,0,0,0
53,11504,0,0,0
53,11505,0,0,0
53,11506,0,0,0
53,11507,0,0,0
53,11508,0,0,0
53,11600,0,0,0
53,11601,0,0,0
53,11602,0,0,0
53,11603,0,0,0
53,11604,0,0,0
53,11605,0,0,0
53,11606,0,0,0
53,11607,0,0,0
53,11608,0,0,0
53,12000,32309,438,32747
53,12100,24925,438,25363
53,12101,3521,3,3524
53,12102,21404,435,21839
53,12200,6473,,6473
53,12201,6473,,6473
53,12300,304,0,304
53,12301,304,0,304
53,12400,607,0,607
53,12401,42,,42
53,12402,0,0,0
53,12403,0,,0
53,12404,553,0,553
53,12405,0,0,0
53,12406,12,0,12
53,13000,28214,0,28214
53,13100,28128,,28128
53,13101,0,,0
53,13102,0,,0
53,13103,0,,0
53,13104,4341,,4341
53,13105,23787,,23787
53,13106,0,,0
53,13107,0,,0
53,13108,0,,0
53,13200,86,0,86
53,13201,86,0,86
53,14000,0,0,0
53,14100,0,0,0
53,14101,0,0,0
53,14102,0,0,0
53,14103,0,0,0
53,14104,0,0,0
53,14200,0,0,0
53,14201,0,0,0
53,14202,0,0,0
53,14203,0,0,0
53,14204,0,0,0
53,14300,0,0,0
53,14301,0,0,0
53,14302,0,0,0
53,14303,0,0,0
53,14304,0,0,0
53,14400,0,0,0
53,14401,0,0,0
53,14402,0,0,0
53,14403,0,0,0
53,14404,0,0,0
53,15000,39248,,39248
53,15100,39248,,39248
53,15101,18,,18
53,15102,39230,,39230
53,15103,0,,0
53,15200,0,,0
53,15201,0,,0
53,15202,0,,0
53,15203,0,,0
53,15204,0,,0
53,16000,223436,36,223472
53,16100,0,0,0
53,16101,0,0,0
53,16102,0,0,0
53,16103,0,0,0
53,16104,0,0,0
53,16105,0,0,0
53,16200,11094,36,11130
53,16201,0,0,0
53,16202,0,0,0
53,16203,11094,36,11130
53,16300,212342,0,212342
53,16301,1470,0,1470
53,16302,0,,0
53,16303,0,,0
53,16304,0,0,0
53,16305,210679,,210679
53,16306,193,0,193
53,17000,3364,257,3621
53,17100,1333,170,1503
53,17101,1319,170,1489
53,17102,14,0,14
53,17103,0,0,0
53,17200,1052,0,1052
53,17201,1051,0,1051
53,17202,1,0,1
53,17203,0,0,0
53,17300,979,87,1066
53,17301,0,0,0
53,17302,0,0,0
53,17303,0,0,0
53,17304,1,0,1
53,17305,0,0,0
53,17306,978,87,1065
53,20000,434280,3989,438269
53,20001,56708,3768,60476
53,20002,375406,221,375627
53,20003,2166,0,2166
53,21000,55049,3768,58817
53,21100,65,0,65
53,21101,0,0,0
53,21102,65,0,65
53,21103,0,0,0
53,21104,0,0,0
53,21200,2065,0,2065
53,21201,0,0,0
53,21202,0,0,0
53,21203,0,0,0
53,21204,0,0,0
53,21205,0,0,0
53,21206,0,0,0
53,21207,0,0,0
53,21208,2035,0,2035
53,21209,30,0,30
53,21210,0,0,0
53,21211,0,0,0
53,21212,0,0,0
53,21213,0,0,0
53,21214,0,0,0
53,21300,9231,0,9231
53,21301,0,0,0
53,21302,0,0,0
53,21303,0,0,0
53,21304,0,0,0
53,21305,0,0,0
53,21306,0,0,0
53,21307,0,0,0
53,21308,0,0,0
53,21309,605,0,605
53,21310,6,0,6
53,21311,30,0,30
53,21312,7532,0,7532
53,21313,1058,0,1058
53,21314,0,0,0
53,21315,0,0,0
53,21316,0,0,0
53,21317,0,0,0
53,21400,0,0,0
53,21401,0,0,0
53,21402,0,0,0
53,21403,0,0,0
53,21404,0,0,0
53,21405,0,0,0
53,21406,0,0,0
53,21407,0,0,0
53,21408,0,0,0
53,21409,0,0,0
53,21410,0,0,0
53,21411,0,0,0
53,21412,0,0,0
53,21413,0,0,0
53,21414,0,0,0
53,21415,0,0,0
53,21416,0,0,0
53,21417,0,0,0
53,21500,60,3,63
53,21501,60,3,63
53,21502,0,0,0
53,21600,32407,3712,36119
53,21601,32379,3437,35816
53,21602,28,275,303
53,21700,0,0,0
53,21701,0,0,0
53,21702,0,0,0
53,21800,11221,53,11274
53,21801,0,0,0
53,21802,2449,0,2449
53,21803,0,0,0
53,21804,8772,53,8825
53,22000,1659,0,1659
53,22100,1659,,1659
53,22101,1659,,1659
53,22200,0,0,0
53,22201,0,,0
53,22202,0,0,0
53,22203,0,,0
53,23000,27855,0,27855
53,23100,27855,0,27855
53,23101,0,,0
53,23102,0,,0
53,23103,0,,0
53,23104,9824,,9824
53,23105,18003,,18003
53,23106,0,,0
53,23107,0,,0
53,23108,0,,0
53,23109,28,0,28
53,23200,0,0,0
53,23201,0,0,0
53,24000,39489,,39489
53,24100,39489,,39489
53,24101,49,,49
53,24102,39440,,39440
53,24103,0,,0
53,24200,0,,0
53,24201,0,,0
53,24202,0,,0
53,24203,0,,0
53,24204,0,,0
53,25000,217187,221,217408
53,25100,0,0,0
53,25101,0,0,0
53,25102,0,0,0
53,25103,0,0,0
53,25104,0,0,0
53,25105,0,0,0
53,25200,2241,221,2462
53,25201,23,0,23
53,25202,394,0,394
53,25203,1006,221,1227
53,25204,0,0,0
53,25205,0,0,0
53,25206,818,0,818
53,25300,214946,0,214946
53,25301,0,0,0
53,25302,214946,,214946
53,25303,0,0,0
53,26000,90875,0,90875
53,26100,53941,0,53941
53,26101,43225,0,43225
53,26102,10627,0,10627
53,26103,0,0,0
53,26104,89,0,89
53,26200,1865,,1865
53,26201,1864,,1864
53,26202,0,,0
53,26203,1,,1
53,26300,14539,0,14539
53,26301,3085,0,3085
53,26302,2477,0,2477
53,26303,6266,0,6266
53,26304,803,0,803
53,26305,1908,,1908
53,26306,0,,0
53,26307,0,,0
53,26400,20530,0,20530
53,26401,225,0,225
53,26402,120,0,120
53,26403,6919,0,6919
53,26404,3066,0,3066
53,26405,75,0,75
53,26406,1631,0,1631
53,26407,0,0,0
53,26408,0,0,0
53,26409,0,0,0
53,26410,729,0,729
53,26411,5984,0,5984
53,26412,1781,0,1781
53,27000,2166,0,2166
53,27100,0,0,0
53,27101,0,0,0
53,27102,0,0,0
53,27103,0,0,0
53,27200,1,0,1
53,27201,1,0,1
53,27202,0,0,0
53,27203,0,0,0
53,27300,2165,0,2165
53,27301,0,0,0
53,27302,0,0,0
53,27303,0,0,0
53,27304,0,0,0
53,27305,100,0,100
53,27306,33,0,33
53,27307,0,0,0
53,27308,2032,0,2032
53,28000,0,,0
53,28100,0,,0
53,28101,0,,0
53,31003,,,2
53,31004,,,4476
53,31005,,,0
53,32003,,,0
53,32004,,,0
53,32005,,,2576
53,33001,,,1900
55,10000,390867,11366,402233
55,10001,114623,10833,125456
55,10002,273672,124,273796
55,10003,2572,409,2981
55,11000,87009,10160,97169
55,11100,85943,8064,94007
55,11101,0,0,0
55,11102,0,0,0
55,11103,0,0,0
55,11104,0,0,0
55,11105,0,0,0
55,11106,0,0,0
55,11107,0,0,0
55,11108,0,0,0
55,11109,0,0,0
55,11110,0,0,0
55,11111,0,0,0
55,11112,68667,0,68667
55,11113,0,0,0
55,11114,0,0,0
55,11115,16508,7201,23709
55,11116,2,784,786
55,11117,22,41,63
55,11118,744,38,782
55,11119,0,0,0
55,11200,0,0,0
55,11201,0,0,0
55,11202,0,0,0
55,11203,0,0,0
55,11204,0,0,0
55,11205,0,0,0
55,11206,0,0,0
55,11207,0,0,0
55,11208,0,0,0
55,11209,0,0,0
55,11210,0,0,0
55,11211,0,0,0
55,11212,0,0,0
55,11213,0,0,0
55,11214,0,0,0
55,11215,0,0,0
55,11216,0,0,0
55,11217,0,0,0
55,11300,0,2086,2086
55,11301,0,0,0
55,11302,0,444,444
55,11303,0,1642,1642
55,11400,37,3,40
55,11401,0,0,0
55,11402,37,3,40
55,11403,0,0,0
55,11500,111,7,118
55,11501,0,7,7
55,11502,0,0,0
55,11503,0,0,0
55,11504,0,0,0
55,11505,111,0,111
55,11506,0,0,0
55,11507,0,0,0
55,11508,0,0,0
55,11600,918,0,918
55,11601,0,0,0
55,11602,0,0,0
55,11603,841,0,841
55,11604,77,0,77
55,11605,0,0,0
55,11606,0,0,0
55,11607,0,0,0
55,11608,0,0,0
55,12000,27614,673,28287
55,12100,17177,673,17850
55,12101,0,0,0
55,12102,17177,673,17850
55,12200,9973,,9973
55,12201,9973,,9973
55,12300,37,0,37
55,12301,37,0,37
55,12400,427,0,427
55,12401,0,,0
55,12402,0,0,0
55,12403,0,,0
55,12404,427,0,427
55,12405,0,0,0
55,12406,0,0,0
55,13000,2345,106,2451
55,13100,2345,,2345
55,13101,0,,0
55,13102,0,,0
55,13103,0,,0
55,13104,1313,,1313
55,13105,1032,,1032
55,13106,0,,0
55,13107,0,,0
55,13108,0,,0
55,13200,0,106,106
55,13201,0,106,106
55,14000,5,0,5
55,14100,5,0,5
55,14101,0,0,0
55,14102,5,0,5
55,14103,0,0,0
55,14104,0,0,0
55,14200,0,0,0
55,14201,0,0,0
55,14202,0,0,0
