"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,21,4","A_P,C,1","DT,D"
2,А,10207,71000.0000,2,07/01/07
2,А,10601,918.0000,2,07/01/07
2,А,10602,269000.0000,2,07/01/07
2,А,10701,12003.0000,2,07/01/07
2,А,10702,7265.0000,2,07/01/07
2,А,10703,47789.0000,2,07/01/07
2,А,10704,874.0000,2,07/01/07
2,А,20202,29767.0000,1,07/01/07
2,А,20203,361.0000,1,07/01/07
2,А,20206,0.0000,1,07/01/07
2,А,20209,8844.0000,1,07/01/07
2,А,20210,1.0000,1,07/01/07
2,А,30102,45519.0000,1,07/01/07
2,А,30110,9997.0000,1,07/01/07
2,А,30114,18060.0000,1,07/01/07
2,А,30202,13162.0000,1,07/01/07
2,А,30204,2793.0000,1,07/01/07
2,А,30220,1458.0000,2,07/01/07
2,А,30223,28006.0000,2,07/01/07
2,А,30232,676.0000,2,07/01/07
2,А,30233,380.0000,1,07/01/07
2,А,30301,56707.0000,2,07/01/07
2,А,30302,56707.0000,1,07/01/07
2,А,30305,41190.0000,2,07/01/07
2,А,30306,41190.0000,1,07/01/07
2,А,30402,35.0000,1,07/01/07
2,А,30602,3184.0000,1,07/01/07
2,А,31305,0.0000,2,07/01/07
2,А,32002,0.0000,1,07/01/07
2,А,32003,55886.0000,1,07/01/07
2,А,32102,0.0000,1,07/01/07
2,А,32103,0.0000,1,07/01/07
2,А,32201,7225.0000,1,07/01/07
2,А,32801,4.0000,2,07/01/07
2,А,40601,2.0000,2,07/01/07
2,А,40602,2.0000,2,07/01/07
2,А,40701,0.0000,2,07/01/07
2,А,40702,238991.0000,2,07/01/07
2,А,40703,3338.0000,2,07/01/07
2,А,40802,4567.0000,2,07/01/07
2,А,40804,1.0000,2,07/01/07
2,А,40807,810.0000,2,07/01/07
2,А,40814,27.0000,2,07/01/07
2,А,40817,20446.0000,2,07/01/07
2,А,40820,205.0000,2,07/01/07
2,А,40901,127177.0000,2,07/01/07
2,А,40905,143.0000,2,07/01/07
2,А,40909,260.0000,2,07/01/07
2,А,40910,1.0000,2,07/01/07
2,А,40911,54.0000,2,07/01/07
2,А,40912,67.0000,2,07/01/07
2,А,40913,344.0000,2,07/01/07
2,А,42104,43715.0000,2,07/01/07
2,А,42105,26000.0000,2,07/01/07
2,А,42106,1208.0000,2,07/01/07
2,А,42206,3000.0000,2,07/01/07
2,А,42207,3500.0000,2,07/01/07
2,А,42301,6062.0000,2,07/01/07
2,А,42302,1934.0000,2,07/01/07
2,А,42303,4723.0000,2,07/01/07
2,А,42304,18665.0000,2,07/01/07
2,А,42305,50665.0000,2,07/01/07
2,А,42306,93724.0000,2,07/01/07
2,А,42601,101.0000,2,07/01/07
2,А,42604,637.0000,2,07/01/07
2,А,43701,0.0000,2,07/01/07
2,А,45204,0.0000,1,07/01/07
2,А,45205,5490.0000,1,07/01/07
2,А,45206,300007.0000,1,07/01/07
2,А,45207,672738.0000,1,07/01/07
2,А,45208,120000.0000,1,07/01/07
2,А,45209,136834.0000,1,07/01/07
2,А,45215,340225.0000,2,07/01/07
2,А,45504,0.0000,1,07/01/07
2,А,45505,1187.0000,1,07/01/07
2,А,45506,2020.0000,1,07/01/07
2,А,45507,11710.0000,1,07/01/07
2,А,45509,0.0000,1,07/01/07
2,А,45515,3278.0000,2,07/01/07
2,А,45706,129.0000,1,07/01/07
2,А,45715,129.0000,2,07/01/07
2,А,45812,82704.0000,1,07/01/07
2,А,45815,2007.0000,1,07/01/07
2,А,45818,84706.0000,2,07/01/07
2,А,47404,525.0000,1,07/01/07
2,А,47405,0.0000,2,07/01/07
2,А,47407,0.0000,2,07/01/07
2,А,47408,0.0000,1,07/01/07
2,А,47411,837.0000,2,07/01/07
2,А,47416,576.0000,2,07/01/07
2,А,47422,1016.0000,2,07/01/07
2,А,47423,1355.0000,1,07/01/07
2,А,47425,2055.0000,2,07/01/07
2,А,47426,1195.0000,2,07/01/07
2,А,47427,4.0000,1,07/01/07
2,А,47501,0.0000,2,07/01/07
2,А,47502,2032.0000,1,07/01/07
2,А,50606,0.0000,1,07/01/07
2,А,50613,0.0000,1,07/01/07
2,А,50905,0.0000,1,07/01/07
2,А,52006,12000.0000,2,07/01/07
2,А,52407,104.0000,2,07/01/07
2,А,52501,0.0000,2,07/01/07
2,А,52502,104.0000,1,07/01/07
2,А,60301,142.0000,2,07/01/07
2,А,60302,33.0000,1,07/01/07
2,А,60303,198.0000,2,07/01/07
2,А,60304,37.0000,1,07/01/07
2,А,60305,93.0000,2,07/01/07
2,А,60306,0.0000,1,07/01/07
2,А,60307,0.0000,2,07/01/07
2,А,60308,216.0000,1,07/01/07
2,А,60309,0.0000,2,07/01/07
2,А,60310,0.0000,1,07/01/07
2,А,60311,182.0000,2,07/01/07
2,А,60312,1814.0000,1,07/01/07
2,А,60314,0.0000,1,07/01/07
2,А,60322,0.0000,2,07/01/07
2,А,60323,27.0000,1,07/01/07
2,А,60324,160.0000,2,07/01/07
2,А,60401,7300.0000,1,07/01/07
2,А,60601,3209.0000,2,07/01/07
2,А,60701,0.0000,1,07/01/07
2,А,60901,1.0000,1,07/01/07
2,А,61002,108.0000,1,07/01/07
2,А,61008,112.0000,1,07/01/07
2,А,61009,29.0000,1,07/01/07
2,А,61201,0.0000,2,07/01/07
2,А,61202,0.0000,1,07/01/07
2,А,61203,0.0000,2,07/01/07
2,А,61204,0.0000,1,07/01/07
2,А,61304,88.0000,2,07/01/07
2,А,61306,0.0000,2,07/01/07
2,А,61403,4196.0000,1,07/01/07
2,А,61406,0.0000,1,07/01/07
2,А,70101,0.0000,2,07/01/07
2,А,70102,0.0000,2,07/01/07
2,А,70103,0.0000,2,07/01/07
2,А,70106,0.0000,2,07/01/07
2,А,70107,0.0000,2,07/01/07
2,А,70201,0.0000,1,07/01/07
2,А,70202,0.0000,1,07/01/07
2,А,70203,0.0000,1,07/01/07
2,А,70204,0.0000,1,07/01/07
2,А,70205,0.0000,1,07/01/07
2,А,70206,0.0000,1,07/01/07
2,А,70208,0.0000,1,07/01/07
2,А,70209,0.0000,1,07/01/07
2,А,70301,17389.0000,2,07/01/07
2,А,70302,0.0000,2,07/01/07
2,А,70501,9011.0000,1,07/01/07
2,А,70502,0.0000,1,07/01/07
2,В,90701,2.0000,1,07/01/07
2,В,90803,3046.0000,1,07/01/07
2,В,90901,237.0000,1,07/01/07
2,В,90902,85154.0000,1,07/01/07
2,В,90907,127177.0000,1,07/01/07
2,В,91003,0.0000,2,07/01/07
2,В,91004,0.0000,2,07/01/07
2,В,91104,3.0000,1,07/01/07
2,В,91202,78.0000,1,07/01/07
2,В,91203,5.0000,1,07/01/07
2,В,91207,3.0000,1,07/01/07
2,В,91302,2894.0000,2,07/01/07
2,В,91303,12199.0000,1,07/01/07
2,В,91305,220219.0000,1,07/01/07
2,В,91307,521558.0000,1,07/01/07
2,В,91309,38151.0000,2,07/01/07
2,В,91404,2200.0000,2,07/01/07
2,В,91501,155.0000,1,07/01/07
2,В,91503,11567.0000,1,07/01/07
2,В,91604,79630.0000,1,07/01/07
2,В,91704,6975.0000,1,07/01/07
2,В,91802,11672.0000,1,07/01/07
2,В,91803,1.0000,1,07/01/07
2,Г,93001,0.0000,1,07/01/07
2,Г,93801,0.0000,1,07/01/07
2,Г,96001,0.0000,2,07/01/07
2,Г,96801,0.0000,2,07/01/07
2,Д,98010,1787759.0000,1,07/01/07
2,Д,98040,26180.0000,2,07/01/07
2,Д,98050,0.0000,2,07/01/07
2,Д,98070,1761579.0000,2,07/01/07
2,В,99998,43245.0000,1,07/01/07
2,В,99999,1079681.0000,2,07/01/07
5,А,10207,72000.0000,2,07/01/07
5,А,10601,278.0000,2,07/01/07
5,А,10602,198239.0000,2,07/01/07
5,А,10701,59472.0000,2,07/01/07
5,А,10702,6874.0000,2,07/01/07
5,А,10703,9490.0000,2,07/01/07
5,А,20202,60758.0000,1,07/01/07
5,А,20209,0.0000,1,07/01/07
5,А,30102,340136.0000,1,07/01/07
5,А,30109,3571.0000,2,07/01/07
5,А,30110,4932.0000,1,07/01/07
5,А,30114,54862.0000,1,07/01/07
5,А,30202,37350.0000,1,07/01/07
5,А,30204,6214.0000,1,07/01/07
5,А,30220,0.0000,2,07/01/07
5,А,30221,947.0000,1,07/01/07
5,А,30223,0.0000,2,07/01/07
5,А,30232,1418.0000,2,07/01/07
5,А,30233,1140.0000,1,07/01/07
5,А,30301,104991.0000,2,07/01/07
5,А,30302,104991.0000,1,07/01/07
5,А,30402,703.0000,1,07/01/07
5,А,30404,0.0000,1,07/01/07
5,А,30406,67.0000,1,07/01/07
5,А,30408,0.0000,2,07/01/07
5,А,30409,0.0000,1,07/01/07
5,А,30601,1252.0000,2,07/01/07
5,А,31302,0.0000,2,07/01/07
5,А,31303,240000.0000,2,07/01/07
5,А,31304,100000.0000,2,07/01/07
5,А,31508,12369.0000,2,07/01/07
5,А,32002,0.0000,1,07/01/07
5,А,32003,0.0000,1,07/01/07
5,А,32015,0.0000,2,07/01/07
5,А,32207,200.0000,1,07/01/07
5,А,32301,21153.0000,1,07/01/07
5,А,32802,170.0000,1,07/01/07
5,А,40502,4154.0000,2,07/01/07
5,А,40503,428.0000,2,07/01/07
5,А,40602,98588.0000,2,07/01/07
5,А,40701,1454.0000,2,07/01/07
5,А,40702,1194800.0000,2,07/01/07
5,А,40703,27156.0000,2,07/01/07
5,А,40802,15124.0000,2,07/01/07
5,А,40804,166.0000,2,07/01/07
5,А,40805,16.0000,2,07/01/07
5,А,40807,6680.0000,2,07/01/07
5,А,40814,1.0000,2,07/01/07
5,А,40817,118862.0000,2,07/01/07
5,А,40820,3329.0000,2,07/01/07
5,А,40905,126.0000,2,07/01/07
5,А,40909,115.0000,2,07/01/07
5,А,40910,0.0000,2,07/01/07
5,А,40911,0.0000,2,07/01/07
5,А,40912,6.0000,2,07/01/07
5,А,40913,22.0000,2,07/01/07
5,А,42006,100456.0000,2,07/01/07
5,А,42102,89142.0000,2,07/01/07
5,А,42103,4900.0000,2,07/01/07
5,А,42104,1200.0000,2,07/01/07
5,А,42105,75807.0000,2,07/01/07
5,А,42106,110330.0000,2,07/01/07
5,А,42205,22000.0000,2,07/01/07
5,А,42303,6332.0000,2,07/01/07
5,А,42304,11682.0000,2,07/01/07
5,А,42305,56429.0000,2,07/01/07
5,А,42306,357152.0000,2,07/01/07
5,А,42601,2.0000,2,07/01/07
5,А,42606,3803.0000,2,07/01/07
5,А,45107,6362.0000,1,07/01/07
5,А,45115,142.0000,2,07/01/07
5,А,45203,55480.0000,1,07/01/07
5,А,45204,5000.0000,1,07/01/07
5,А,45205,9602.0000,1,07/01/07
5,А,45206,343745.0000,1,07/01/07
5,А,45207,481609.0000,1,07/01/07
5,А,45208,54297.0000,1,07/01/07
5,А,45209,7500.0000,1,07/01/07
5,А,45215,14756.0000,2,07/01/07
5,А,45303,1000.0000,1,07/01/07
5,А,45315,10.0000,2,07/01/07
5,А,45406,468.0000,1,07/01/07
5,А,45407,34638.0000,1,07/01/07
5,А,45408,3374.0000,1,07/01/07
5,А,45415,1157.0000,2,07/01/07
5,А,45504,25797.0000,1,07/01/07
5,А,45505,13307.0000,1,07/01/07
5,А,45506,6989.0000,1,07/01/07
5,А,45507,74913.0000,1,07/01/07
5,А,45515,1061.0000,2,07/01/07
5,А,45705,18.0000,1,07/01/07
5,А,45706,33.0000,1,07/01/07
5,А,45715,1.0000,2,07/01/07
5,А,45812,12246.0000,1,07/01/07
5,А,45814,2135.0000,1,07/01/07
5,А,45815,897.0000,1,07/01/07
5,А,45818,3339.0000,2,07/01/07
5,А,47107,516.0000,1,07/01/07
5,А,47403,0.0000,2,07/01/07
5,А,47404,4193.0000,1,07/01/07
5,А,47405,0.0000,2,07/01/07
5,А,47407,0.0000,2,07/01/07
5,А,47408,0.0000,1,07/01/07
5,А,47411,19836.0000,2,07/01/07
5,А,47416,2568.0000,2,07/01/07
5,А,47417,2.0000,1,07/01/07
5,А,47423,3.0000,1,07/01/07
5,А,47425,3099.0000,2,07/01/07
5,А,47426,20920.0000,2,07/01/07
5,А,47427,306.0000,1,07/01/07
5,А,47501,306.0000,2,07/01/07
5,А,47502,40586.0000,1,07/01/07
5,А,47603,688.0000,2,07/01/07
5,А,50104,255104.0000,1,07/01/07
5,А,50105,0.0000,1,07/01/07
5,А,50106,40728.0000,1,07/01/07
5,А,50107,0.0000,1,07/01/07
5,А,50111,0.0000,2,07/01/07
5,А,50112,0.0000,1,07/01/07
5,А,50205,0.0000,1,07/01/07
5,А,50207,38000.0000,1,07/01/07
5,А,50305,0.0000,1,07/01/07
5,А,50306,108603.0000,1,07/01/07
5,А,50405,0.0000,2,07/01/07
5,А,50406,348.0000,1,07/01/07
5,А,50605,0.0000,1,07/01/07
5,А,50606,0.0000,1,07/01/07
5,А,50609,0.0000,2,07/01/07
5,А,50610,0.0000,1,07/01/07
5,А,50611,0.0000,1,07/01/07
5,А,50706,200.0000,1,07/01/07
5,А,50708,1620.0000,1,07/01/07
5,А,50709,200.0000,2,07/01/07
5,А,50905,17.0000,1,07/01/07
5,А,51401,0.0000,1,07/01/07
5,А,51403,98666.0000,1,07/01/07
5,А,51404,384344.0000,1,07/01/07
5,А,51405,360375.0000,1,07/01/07
5,А,51410,922.0000,2,07/01/07
5,А,51507,0.0000,1,07/01/07
5,А,51510,0.0000,2,07/01/07
5,А,52301,10000.0000,2,07/01/07
5,А,52302,11000.0000,2,07/01/07
5,А,52303,88.0000,2,07/01/07
5,А,52305,143444.0000,2,07/01/07
5,А,52306,22738.0000,2,07/01/07
5,А,52406,0.0000,2,07/01/07
5,А,52501,221.0000,2,07/01/07
5,А,52502,14168.0000,1,07/01/07
5,А,60301,660.0000,2,07/01/07
5,А,60302,4878.0000,1,07/01/07
5,А,60303,339.0000,2,07/01/07
5,А,60304,28.0000,1,07/01/07
5,А,60305,1574.0000,2,07/01/07
5,А,60306,252.0000,1,07/01/07
5,А,60307,0.0000,2,07/01/07
5,А,60308,1414.0000,1,07/01/07
5,А,60309,0.0000,2,07/01/07
5,А,60310,141.0000,1,07/01/07
5,А,60311,254.0000,2,07/01/07
5,А,60312,12696.0000,1,07/01/07
5,А,60314,804.0000,1,07/01/07
5,А,60320,2023.0000,2,07/01/07
5,А,60322,0.0000,2,07/01/07
5,А,60324,20.0000,2,07/01/07
5,А,60401,297822.0000,1,07/01/07
5,А,60601,26252.0000,2,07/01/07
5,А,60701,0.0000,1,07/01/07
5,А,61002,8.0000,1,07/01/07
5,А,61008,140.0000,1,07/01/07
5,А,61009,0.0000,1,07/01/07
5,А,61203,0.0000,2,07/01/07
5,А,61204,0.0000,1,07/01/07
5,А,61306,0.0000,2,07/01/07
5,А,61403,2424.0000,1,07/01/07
5,А,61406,0.0000,1,07/01/07
5,А,70101,0.0000,2,07/01/07
5,А,70102,0.0000,2,07/01/07
5,А,70103,0.0000,2,07/01/07
5,А,70106,0.0000,2,07/01/07
5,А,70107,0.0000,2,07/01/07
5,А,70201,0.0000,1,07/01/07
5,А,70202,0.0000,1,07/01/07
5,А,70203,0.0000,1,07/01/07
5,А,70204,0.0000,1,07/01/07
5,А,70205,0.0000,1,07/01/07
5,А,70206,0.0000,1,07/01/07
5,А,70208,0.0000,1,07/01/07
5,А,70209,0.0000,1,07/01/07
5,А,70301,35828.0000,2,07/01/07
5,А,70501,2243.0000,1,07/01/07
5,Б,80201,426981.0000,1,07/01/07
5,Б,80601,0.0000,1,07/01/07
5,Б,80701,29.0000,1,07/01/07
5,Б,80801,9395.0000,1,07/01/07
5,Б,80901,0.0000,1,07/01/07
5,Б,81001,43670.0000,1,07/01/07
5,Б,85101,480009.0000,2,07/01/07
5,Б,85201,0.0000,2,07/01/07
5,Б,85301,0.0000,2,07/01/07
5,Б,85401,0.0000,2,07/01/07
5,Б,85501,66.0000,2,07/01/07
5,В,90701,1.0000,1,07/01/07
5,В,90704,0.0000,1,07/01/07
5,В,90803,3586.0000,1,07/01/07
5,В,90901,96.0000,1,07/01/07
5,В,90902,197084.0000,1,07/01/07
5,В,90907,6483.0000,1,07/01/07
5,В,91003,0.0000,2,07/01/07
5,В,91202,6.0000,1,07/01/07
5,В,91203,4.0000,1,07/01/07
5,В,91207,8.0000,1,07/01/07
5,В,91302,23584.0000,2,07/01/07
5,В,91303,83724.0000,1,07/01/07
