"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
101,А,10207,1558500.0000,2,10/01/12
101,А,10602,60200.0000,2,10/01/12
101,А,10603,19791.0000,2,10/01/12
101,А,10605,613.0000,1,10/01/12
101,А,10701,29786.0000,2,10/01/12
101,А,10801,383634.0000,2,10/01/12
101,А,20202,1940438.0000,1,10/01/12
101,А,20208,47350.0000,1,10/01/12
101,А,20209,30500.0000,1,10/01/12
101,А,30102,288371.0000,1,10/01/12
101,А,30110,31582.0000,1,10/01/12
101,А,30114,187836.0000,1,10/01/12
101,А,30202,65828.0000,1,10/01/12
101,А,30204,25578.0000,1,10/01/12
101,А,30210,0.0000,1,10/01/12
101,А,30221,0.0000,1,10/01/12
101,А,30226,923.0000,2,10/01/12
101,А,30232,0.0000,2,10/01/12
101,А,30233,1241.0000,1,10/01/12
101,А,30301,20100446.0000,2,10/01/12
101,А,30302,20100446.0000,1,10/01/12
101,А,30402,487.0000,1,10/01/12
101,А,30404,0.0000,1,10/01/12
101,А,30408,0.0000,2,10/01/12
101,А,30409,0.0000,1,10/01/12
101,А,30602,4.0000,1,10/01/12
101,А,30607,0.0000,2,10/01/12
101,А,31302,0.0000,2,10/01/12
101,А,31303,0.0000,2,10/01/12
101,А,31304,0.0000,2,10/01/12
101,А,31501,0.0000,2,10/01/12
101,А,31502,0.0000,2,10/01/12
101,А,31503,0.0000,2,10/01/12
101,А,31903,700000.0000,1,10/01/12
101,А,32002,0.0000,1,10/01/12
101,А,32003,1200.0000,1,10/01/12
101,А,32004,0.0000,1,10/01/12
101,А,32201,0.0000,1,10/01/12
101,А,32202,0.0000,1,10/01/12
101,А,32203,0.0000,1,10/01/12
101,А,32211,0.0000,2,10/01/12
101,А,32901,0.0000,2,10/01/12
101,А,40602,3.0000,2,10/01/12
101,А,40701,4684478.0000,2,10/01/12
101,А,40702,255589.0000,2,10/01/12
101,А,40703,4931.0000,2,10/01/12
101,А,40802,5597.0000,2,10/01/12
101,А,40807,1694597.0000,2,10/01/12
101,А,40817,633125.0000,2,10/01/12
101,А,40820,14450.0000,2,10/01/12
101,А,40903,0.0000,2,10/01/12
101,А,40911,67.0000,2,10/01/12
101,А,42004,6000.0000,2,10/01/12
101,А,42006,283000.0000,2,10/01/12
101,А,42102,0.0000,2,10/01/12
101,А,42103,0.0000,2,10/01/12
101,А,42104,2000.0000,2,10/01/12
101,А,42106,100000.0000,2,10/01/12
101,А,42107,90.0000,2,10/01/12
101,А,42301,9613.0000,2,10/01/12
101,А,42303,2325.0000,2,10/01/12
101,А,42304,160191.0000,2,10/01/12
101,А,42305,179767.0000,2,10/01/12
101,А,42306,193067.0000,2,10/01/12
101,А,42604,620.0000,2,10/01/12
101,А,42605,550.0000,2,10/01/12
101,А,42606,250.0000,2,10/01/12
101,А,43102,0.0000,2,10/01/12
101,А,43702,125949.0000,2,10/01/12
101,А,45201,0.0000,1,10/01/12
101,А,45204,30000.0000,1,10/01/12
101,А,45205,19500.0000,1,10/01/12
101,А,45206,150000.0000,1,10/01/12
101,А,45215,11970.0000,2,10/01/12
101,А,45505,5789.0000,1,10/01/12
101,А,45506,34304.0000,1,10/01/12
101,А,45507,71143.0000,1,10/01/12
101,А,45509,0.0000,1,10/01/12
101,А,45515,2321.0000,2,10/01/12
101,А,45812,7999.0000,1,10/01/12
101,А,45815,6193.0000,1,10/01/12
101,А,45818,14192.0000,2,10/01/12
101,А,45915,1.0000,1,10/01/12
101,А,45918,1.0000,2,10/01/12
101,А,47002,1177608.0000,1,10/01/12
101,А,47008,49575.0000,2,10/01/12
101,А,47403,0.0000,2,10/01/12
101,А,47404,101684.0000,1,10/01/12
101,А,47405,312728.0000,2,10/01/12
101,А,47407,0.0000,2,10/01/12
101,А,47408,0.0000,1,10/01/12
101,А,47411,4349.0000,2,10/01/12
101,А,47416,102.0000,2,10/01/12
101,А,47422,15.0000,2,10/01/12
101,А,47423,983.0000,1,10/01/12
101,А,47425,3151.0000,2,10/01/12
101,А,47426,23616.0000,2,10/01/12
101,А,47427,1168.0000,1,10/01/12
101,А,50205,0.0000,1,10/01/12
101,А,50206,7599.0000,1,10/01/12
101,А,50207,3724424.0000,1,10/01/12
101,А,50208,1328540.0000,1,10/01/12
101,А,50210,191922.0000,1,10/01/12
101,А,50211,2976.0000,1,10/01/12
101,А,50218,147159.0000,1,10/01/12
101,А,50220,613.0000,2,10/01/12
101,А,50221,19791.0000,1,10/01/12
101,А,50605,2232.0000,1,10/01/12
101,А,50606,162919.0000,1,10/01/12
101,А,50621,155964.0000,1,10/01/12
101,А,50706,10.0000,1,10/01/12
101,А,50719,10.0000,2,10/01/12
101,А,52601,569.0000,1,10/01/12
101,А,52602,5.0000,2,10/01/12
101,А,60301,2668.0000,2,10/01/12
101,А,60302,399.0000,1,10/01/12
101,А,60305,0.0000,2,10/01/12
101,А,60306,8145.0000,1,10/01/12
101,А,60307,0.0000,2,10/01/12
101,А,60308,5.0000,1,10/01/12
101,А,60309,0.0000,2,10/01/12
101,А,60310,4633.0000,1,10/01/12
101,А,60311,2586.0000,2,10/01/12
101,А,60312,34522.0000,1,10/01/12
101,А,60313,0.0000,2,10/01/12
101,А,60314,637.0000,1,10/01/12
101,А,60322,16.0000,2,10/01/12
101,А,60323,10737.0000,1,10/01/12
101,А,60324,17404.0000,2,10/01/12
101,А,60401,156393.0000,1,10/01/12
101,А,60404,3000.0000,1,10/01/12
101,А,60405,8670.0000,2,10/01/12
101,А,60408,9598.0000,1,10/01/12
101,А,60409,68186.0000,1,10/01/12
101,А,60601,61630.0000,2,10/01/12
101,А,60602,1272.0000,2,10/01/12
101,А,60603,10270.0000,2,10/01/12
101,А,60701,10569.0000,1,10/01/12
101,А,61002,0.0000,1,10/01/12
101,А,61008,3218.0000,1,10/01/12
101,А,61009,0.0000,1,10/01/12
101,А,61010,0.0000,1,10/01/12
101,А,61209,0.0000,1,10/01/12
101,А,61210,0.0000,1,10/01/12
101,А,61403,99566.0000,1,10/01/12
101,А,61601,0.0000,1,10/01/12
101,А,70601,11692482.0000,2,10/01/12
101,А,70602,100598.0000,2,10/01/12
101,А,70603,5152418.0000,2,10/01/12
101,А,70606,11510482.0000,1,10/01/12
101,А,70607,10715.0000,1,10/01/12
101,А,70608,5238924.0000,1,10/01/12
101,А,70611,32856.0000,1,10/01/12
101,А,70613,1626.0000,2,10/01/12
101,А,70614,9291.0000,1,10/01/12
101,В,90701,30.0000,1,10/01/12
101,В,90705,0.0000,1,10/01/12
101,В,90901,135288.0000,1,10/01/12
101,В,90902,31107.0000,1,10/01/12
101,В,91004,0.0000,2,10/01/12
101,В,91202,1.0000,1,10/01/12
101,В,91203,1.0000,1,10/01/12
101,В,91312,81709.0000,2,10/01/12
101,В,91314,1459991.0000,2,10/01/12
101,В,91317,50500.0000,2,10/01/12
101,В,91414,293429.0000,1,10/01/12
101,В,91417,792804.0000,1,10/01/12
101,В,91501,100554.0000,1,10/01/12
101,В,91507,99180.0000,2,10/01/12
101,В,91604,7155.0000,1,10/01/12
101,В,91803,20.0000,1,10/01/12
101,Г,93001,3185869.0000,1,10/01/12
101,Г,93002,1210508.0000,1,10/01/12
101,Г,93202,0.0000,1,10/01/12
101,Г,93301,0.0000,1,10/01/12
101,Г,93302,65292.0000,1,10/01/12
101,Г,93303,751281.0000,1,10/01/12
101,Г,93304,0.0000,1,10/01/12
101,Г,93305,0.0000,1,10/01/12
101,Г,93306,0.0000,1,10/01/12
101,Г,93307,0.0000,1,10/01/12
101,Г,93504,0.0000,1,10/01/12
101,Г,93801,4269.0000,1,10/01/12
101,Г,93803,0.0000,1,10/01/12
101,Г,96001,3188744.0000,2,10/01/12
101,Г,96002,1205502.0000,2,10/01/12
101,Г,96202,0.0000,2,10/01/12
101,Г,96301,0.0000,2,10/01/12
101,Г,96302,65161.0000,2,10/01/12
101,Г,96303,756857.0000,2,10/01/12
101,Г,96304,0.0000,2,10/01/12
101,Г,96501,0.0000,2,10/01/12
101,Г,96502,0.0000,2,10/01/12
101,Г,96504,0.0000,2,10/01/12
101,Г,96505,0.0000,2,10/01/12
101,Г,96506,0.0000,2,10/01/12
101,Г,96507,0.0000,2,10/01/12
101,Г,96801,955.0000,2,10/01/12
101,Г,96803,0.0000,2,10/01/12
101,Д,98010,10722845989.7500,1,10/01/12
101,Д,98050,10721883960.7500,2,10/01/12
101,Д,98070,962029.0000,2,10/01/12
101,В,99998,1691380.0000,1,10/01/12
101,В,99999,1360389.0000,2,10/01/12
103,А,10208,1000000.0000,2,10/01/12
103,А,10603,193573.0000,2,10/01/12
103,А,10701,130000.0000,2,10/01/12
103,А,10801,1217699.0000,2,10/01/12
103,А,20202,103489.0000,1,10/01/12
103,А,20209,7600.0000,1,10/01/12
103,А,30102,773099.0000,1,10/01/12
103,А,30110,15390.0000,1,10/01/12
103,А,30114,336404.0000,1,10/01/12
103,А,30126,1761.0000,2,10/01/12
103,А,30202,40739.0000,1,10/01/12
103,А,30204,58891.0000,1,10/01/12
103,А,30220,0.0000,2,10/01/12
103,А,30232,0.0000,2,10/01/12
103,А,30233,0.0000,1,10/01/12
103,А,30402,1.0000,1,10/01/12
103,А,30602,9.0000,1,10/01/12
103,А,32002,0.0000,1,10/01/12
103,А,32003,1350000.0000,1,10/01/12
103,А,32004,0.0000,1,10/01/12
103,А,32401,1254.0000,1,10/01/12
103,А,32403,1254.0000,2,10/01/12
103,А,32501,1.0000,1,10/01/12
103,А,32505,1.0000,2,10/01/12
103,А,40503,1089.0000,2,10/01/12
103,А,40602,37724.0000,2,10/01/12
103,А,40701,191265.0000,2,10/01/12
103,А,40702,2265193.0000,2,10/01/12
103,А,40703,7157.0000,2,10/01/12
103,А,40802,17771.0000,2,10/01/12
103,А,40804,0.0000,2,10/01/12
103,А,40805,156.0000,2,10/01/12
103,А,40807,418555.0000,2,10/01/12
103,А,40813,0.0000,2,10/01/12
103,А,40814,287.0000,2,10/01/12
103,А,40817,39604.0000,2,10/01/12
103,А,40820,291.0000,2,10/01/12
103,А,40821,24884.0000,2,10/01/12
103,А,40906,0.0000,2,10/01/12
103,А,40911,0.0000,2,10/01/12
103,А,42301,258487.0000,2,10/01/12
103,А,42305,15478.0000,2,10/01/12
103,А,42306,1153059.0000,2,10/01/12
103,А,42307,312.0000,2,10/01/12
103,А,42309,1230.0000,2,10/01/12
103,А,42601,180.0000,2,10/01/12
103,А,42606,27345.0000,2,10/01/12
103,А,42609,8.0000,2,10/01/12
103,А,44907,15000.0000,1,10/01/12
103,А,44915,150.0000,2,10/01/12
103,А,45203,0.0000,1,10/01/12
103,А,45204,790000.0000,1,10/01/12
103,А,45205,122950.0000,1,10/01/12
103,А,45206,45900.0000,1,10/01/12
103,А,45207,3349515.0000,1,10/01/12
103,А,45208,487793.0000,1,10/01/12
103,А,45215,124925.0000,2,10/01/12
103,А,45503,500.0000,1,10/01/12
103,А,45505,51450.0000,1,10/01/12
103,А,45506,1705064.0000,1,10/01/12
103,А,45507,490820.0000,1,10/01/12
103,А,45515,34350.0000,2,10/01/12
103,А,45703,155975.0000,1,10/01/12
103,А,45706,3197.0000,1,10/01/12
103,А,45715,23425.0000,2,10/01/12
103,А,45815,2710.0000,1,10/01/12
103,А,45818,2131.0000,2,10/01/12
103,А,45915,1.0000,1,10/01/12
103,А,45918,0.0000,2,10/01/12
103,А,47405,0.0000,2,10/01/12
103,А,47407,0.0000,2,10/01/12
103,А,47408,0.0000,1,10/01/12
103,А,47411,10373.0000,2,10/01/12
103,А,47416,526.0000,2,10/01/12
103,А,47422,4.0000,2,10/01/12
103,А,47423,2349.0000,1,10/01/12
103,А,47425,34777.0000,2,10/01/12
103,А,47427,67464.0000,1,10/01/12
103,А,50307,103598.0000,1,10/01/12
103,А,50705,148619.0000,1,10/01/12
103,А,50721,193573.0000,1,10/01/12
103,А,51401,0.0000,1,10/01/12
103,А,51403,128539.0000,1,10/01/12
103,А,51404,220068.0000,1,10/01/12
103,А,51405,568554.0000,1,10/01/12
103,А,51406,338505.0000,1,10/01/12
103,А,52303,11230.0000,2,10/01/12
103,А,52304,500000.0000,2,10/01/12
103,А,52305,570711.0000,2,10/01/12
103,А,52306,2739657.0000,2,10/01/12
103,А,52307,322608.0000,2,10/01/12
103,А,52501,29205.0000,2,10/01/12
103,А,60301,1447.0000,2,10/01/12
103,А,60302,8808.0000,1,10/01/12
103,А,60305,4344.0000,2,10/01/12
103,А,60307,0.0000,2,10/01/12
103,А,60308,229.0000,1,10/01/12
103,А,60309,332.0000,2,10/01/12
103,А,60310,285.0000,1,10/01/12
103,А,60311,0.0000,2,10/01/12
103,А,60312,2089.0000,1,10/01/12
103,А,60314,933.0000,1,10/01/12
103,А,60323,0.0000,1,10/01/12
103,А,60401,87758.0000,1,10/01/12
103,А,60601,19784.0000,2,10/01/12
103,А,61002,291.0000,1,10/01/12
103,А,61008,316.0000,1,10/01/12
103,А,61009,213.0000,1,10/01/12
103,А,61011,54733.0000,1,10/01/12
103,А,61210,0.0000,1,10/01/12
103,А,61304,577.0000,2,10/01/12
103,А,61403,2472.0000,1,10/01/12
103,А,70601,1427574.0000,2,10/01/12
103,А,70603,4312245.0000,2,10/01/12
103,А,70605,12.0000,2,10/01/12
103,А,70606,910502.0000,1,10/01/12
103,А,70608,4299914.0000,1,10/01/12
103,А,70610,15.0000,1,10/01/12
