"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0","DT,D"
3548,11000,,,371945,01/01/26
600,11000,,,10159283,01/01/26
2034,11000,,,230594,01/01/26
3547,11000,,,140347,01/01/26
646,11000,,,3297546,01/01/26
1745,11000,,,11641988,01/01/26
2816,11000,,,13522505,01/01/26
2368,11000,,,1315104,01/01/26
650,11000,,,93864214,01/01/26
3306,11000,,,766975,01/01/26
3330,11000,,,9097951,01/01/26
695,11000,,,235125,01/01/26
1291,11000,,,332455,01/01/26
1920,11000,,,3595555,01/01/26
3298,11000,,,193813,01/01/26
1896,11000,,,1014990,01/01/26
1747,11000,,,168858,01/01/26
2530,11000,,,1363997,01/01/26
3235,11000,,,2632527,01/01/26
3395,11000,,,4714401,01/01/26
2964,11000,,,608724,01/01/26
2932,11000,,,708058,01/01/26
3407,11000,,,7301862,01/01/26
1810,11000,,,49199904,01/01/26
2225,11000,,,14879333,01/01/26
574,11000,,,360435,01/01/26
2568,11000,,,246658,01/01/26
3417,11000,,,1913045,01/01/26
3379,11000,,,244636,01/01/26
3543,11000,,,1378205,01/01/26
3551,11000,,,90411,01/01/26
1818,11000,,,122734,01/01/26
783,11000,,,521028,01/01/26
2559,11000,,,6662663,01/01/26
2,11000,,,251469,01/01/26
857,11000,,,1696401,01/01/26
3523,11000,,,478409,01/01/26
2268,11000,,,122254469,01/01/26
2726,11000,,,26687,01/01/26
3559,11000,,,44,01/01/26
3473,11000,,,2542364,01/01/26
101,11000,,,16557905,01/01/26
1052,11000,,,1342746,01/01/26
481,11000,,,3314412,01/01/26
2407,11000,,,85237,01/01/26
3001,11000,,,8611646,01/01/26
3525,11000,,,5085815,01/01/26
3311,11000,,,30184960,01/01/26
85,11000,,,309893,01/01/26
2208,11000,,,1437040,01/01/26
965,11000,,,2654788,01/01/26
2807,11000,,,2410813,01/01/26
2867,11000,,,7609993,01/01/26
3166,11000,,,7639666,01/01/26
2738,11000,,,8472797,01/01/26
1720,11000,,,1477679,01/01/26
1765,11000,,,180569,01/01/26
1319,11000,,,5172706,01/01/26
963,11000,,,614275333,01/01/26
3293,11000,,,2425498,01/01/26
2587,11000,,,3663508,01/01/26
2289,11000,,,30736346,01/01/26
2982,11000,,,991880,01/01/26
2611,11000,,,7287523,01/01/26
3554,11000,,,0,01/01/26
760,11000,,,1793490,01/01/26
2761,11000,,,79303,01/01/26
3095,11000,,,225206,01/01/26
3415,11000,,,238909,01/01/26
480,11000,,,4161856,01/01/26
1115,11000,,,560750,01/01/26
53,11000,,,3140606,01/01/26
1,11000,,,78866375,01/01/26
841,11000,,,15402114,01/01/26
2490,11000,,,10690581,01/01/26
3136,11000,,,133433,01/01/26
3467,11000,,,527308,01/01/26
256,11000,,,1670706,01/01/26
1927,11000,,,7744937,01/01/26
3354,11000,,,21257625,01/01/26
3242,11000,,,106586,01/01/26
575,11000,,,406981,01/01/26
1659,11000,,,232671,01/01/26
2763,11000,,,17763065,01/01/26
804,11000,,,288334,01/01/26
3390,11000,,,1081187,01/01/26
2170,11000,,,72797984,01/01/26
1312,11000,,,319544,01/01/26
2868,11000,,,643395,01/01/26
708,11000,,,3214792,01/01/26
2507,11000,,,3036833,01/01/26
3303,11000,,,5217297,01/01/26
2602,11000,,,7217213,01/01/26
3231,11000,,,203284,01/01/26
3535,11000,,,39432,01/01/26
2881,11000,,,1359436,01/01/26
2830,11000,,,357968,01/01/26
3463,11000,,,694004,01/01/26
1399,11000,,,636737,01/01/26
2252,11000,,,1067035,01/01/26
2838,11000,,,953268,01/01/26
2216,11000,,,18581004,01/01/26
438,11000,,,2084555,01/01/26
2721,11000,,,766776,01/01/26
444,11000,,,177407,01/01/26
2443,11000,,,18536942,01/01/26
3515,11000,,,14087061,01/01/26
3421,11000,,,7176601,01/01/26
2707,11000,,,39620032,01/01/26
1288,11000,,,1468859,01/01/26
524,11000,,,1628567,01/01/26
2609,11000,,,158768,01/01/26
1326,11000,,,1916463758,01/01/26
1143,11000,,,3594909,01/01/26
3124,11000,,,2476726,01/01/26
3466,11000,,,1669388859,01/01/26
3490,11000,,,601029,01/01/26
121,11000,,,36710965,01/01/26
3314,11000,,,101009,01/01/26
3465,11000,,,8792216,01/01/26
604,11000,,,1667196,01/01/26
1307,11000,,,5259087,01/01/26
2802,11000,,,366386,01/01/26
2070,11000,,,422993,01/01/26
3337,11000,,,5687041,01/01/26
1573,11000,,,7756121,01/01/26
2210,11000,,,63236053,01/01/26
3388,11000,,,17628577,01/01/26
2772,11000,,,2713969,01/01/26
3202,11000,,,1667271,01/01/26
3479,11000,,,3333163,01/01/26
3450,11000,,,1836063,01/01/26
3552,11000,,,47253,01/01/26
415,11000,,,36694365,01/01/26
170,11000,,,34397400,01/01/26
3545,11000,,,60815216,01/01/26
3194,11000,,,886851,01/01/26
249,11000,,,3017388,01/01/26
3468,11000,,,718333,01/01/26
3542,11000,,,70033879,01/01/26
554,11000,,,9572460,01/01/26
1680,11000,,,1904759,01/01/26
2995,11000,,,1065653,01/01/26
2557,11000,,,23600072,01/01/26
3013,11000,,,3985208,01/01/26
2996,11000,,,424019,01/01/26
2877,11000,,,277909,01/01/26
2790,11000,,,44504382,01/01/26
436,11000,,,199366201,01/01/26
2495,11000,,,11089336,01/01/26
2880,11000,,,3548099,01/01/26
3416,11000,,,1522522,01/01/26
598,11000,,,357732,01/01/26
478,11000,,,961813,01/01/26
2245,11000,,,156227,01/01/26
3482,11000,,,13141282,01/01/26
3538,11000,,,1432517,01/01/26
2534,11000,,,2776625,01/01/26
485,11000,,,13058893,01/01/26
2766,11000,,,130917745,01/01/26
2065,11000,,,693379,01/01/26
3557,11000,,,17178,01/01/26
2618,11000,,,8524285,01/01/26
2929,11000,,,33079235,01/01/26
212,11000,,,5694423,01/01/26
2494,11000,,,3259410,01/01/26
330,11000,,,436761,01/01/26
705,11000,,,21331809,01/01/26
1000,11000,,,4197625059,01/01/26
2438,11000,,,680238,01/01/26
1732,11000,,,177025,01/01/26
2673,11000,,,883752464,01/01/26
3099,11000,,,3124562,01/01/26
1281,11000,,,417990,01/01/26
3176,11000,,,788191,01/01/26
2506,11000,,,5757845,01/01/26
3507,11000,,,55354,01/01/26
2664,11000,,,1625180,01/01/26
493,11000,,,14872149,01/01/26
3510,11000,,,3017463,01/01/26
842,11000,,,1369091,01/01/26
2659,11000,,,883072,01/01/26
2682,11000,,,1105328,01/01/26
254,11000,,,8025429,01/01/26
1788,11000,,,184275,01/01/26
3413,11000,,,571870,01/01/26
2650,11000,,,1313817,01/01/26
3300,11000,,,3864333,01/01/26
2905,11000,,,377756,01/01/26
3494,11000,,,16939543,01/01/26
3224,11000,,,1516324,01/01/26
2645,11000,,,1445558,01/01/26
3452,11000,,,42048,01/01/26
3349,11000,,,614110996,01/01/26
2722,11000,,,134624,01/01/26
3505,11000,,,73445,01/01/26
67,11000,,,4650518,01/01/26
1949,11000,,,1433053,01/01/26
429,11000,,,39358853,01/01/26
2551,11000,,,10512018,01/01/26
3252,11000,,,26462465,01/01/26
3517,11000,,,0,01/01/26
2312,11000,,,481045956,01/01/26
3446,11000,,,18480439,01/01/26
1376,11000,,,1627703,01/01/26
2776,11000,,,2795133,01/01/26
2518,11000,,,37404115,01/01/26
3508,11000,,,143150,01/01/26
3172,11000,,,795888,01/01/26
3555,11000,,,41896,01/01/26
2307,11000,,,24146651,01/01/26
1809,11000,,,358085,01/01/26
1144,11000,,,741089,01/01/26
3017,11000,,,501432,01/01/26
435,11000,,,1810052,01/01/26
665,11000,,,1213443,01/01/26
3138,11000,,,4061773,01/01/26
354,11000,,,2476240052,01/01/26
2990,11000,,,150846,01/01/26
2997,11000,,,1422278,01/01/26
3173,11000,,,182386,01/01/26
567,11000,,,4040900,01/01/26
1948,11000,,,984244,01/01/26
3533,11000,,,191144,01/01/26
1370,11000,,,448201,01/01/26
1829,11000,,,4007517,01/01/26
3161,11000,,,1598793,01/01/26
1885,11000,,,17358293,01/01/26
2374,11000,,,384113,01/01/26
2590,11000,,,130506754,01/01/26
2574,11000,,,424436,01/01/26
3324,11000,,,345201,01/01/26
2546,11000,,,199511680,01/01/26
106,11000,,,450340,01/01/26
1973,11000,,,471168,01/01/26
356,11000,,,1285401,01/01/26
588,11000,,,15473395,01/01/26
2564,11000,,,802267,01/01/26
1329,11000,,,5226324,01/01/26
1481,11000,,,7982156815,01/01/26
2733,11000,,,28969951,01/01/26
1067,11000,,,10954810,01/01/26
3269,11000,,,2645612,01/01/26
3511,11000,,,418768,01/01/26
685,11000,,,171441,01/01/26
2015,11000,,,1341062,01/01/26
2748,11000,,,290074923,01/01/26
2998,11000,,,60248367,01/01/26
3340,11000,,,24550702,01/01/26
3245,11000,,,1592553,01/01/26
3500,11000,,,3627554,01/01/26
3561,11000,,,0,01/01/26
3529,11000,,,4671952,01/01/26
903,11000,,,1991352,01/01/26
1158,11000,,,1897960,01/01/26
2629,11000,,,5921894,01/01/26
3271,11000,,,598357,01/01/26
3279,11000,,,10856514,01/01/26
1581,11000,,,7538318,01/01/26
1637,11000,,,14671756,01/01/26
843,11000,,,8065741,01/01/26
2860,11000,,,1521445,01/01/26
3292,11000,,,185844474,01/01/26
3365,11000,,,8735419,01/01/26
2085,11000,,,43254,01/01/26
990,11000,,,498044,01/01/26
3544,11000,,,120549,01/01/26
2306,11000,,,39225118,01/01/26
2853,11000,,,400641,01/01/26
3223,11000,,,3415604,01/01/26
3531,11000,,,2255910,01/01/26
817,11000,,,288972,01/01/26
2883,11000,,,679284,01/01/26
3518,11000,,,37672,01/01/26
875,11000,,,508630,01/01/26
1949,12000,,,7006,01/01/26
3538,12000,,,0,01/01/26
760,12000,,,4244,01/01/26
2534,12000,,,14679,01/01/26
2846,12000,,,0,01/01/26
1067,12000,,,262680,01/01/26
3184,12000,,,30,01/01/26
537,12000,,,3570,01/01/26
2609,12000,,,336,01/01/26
2733,12000,,,663823,01/01/26
3403,12000,,,200464,01/01/26
3500,12000,,,296375,01/01/26
3465,12000,,,0,01/01/26
2584,12000,,,33129,01/01/26
903,12000,,,10403,01/01/26
1158,12000,,,4731,01/01/26
2,12000,,,690,01/01/26
2629,12000,,,0,01/01/26
3341,12000,,,0,01/01/26
857,12000,,,1846,01/01/26
2034,12000,,,0,01/01/26
2499,12000,,,0,01/01/26
2881,12000,,,8439,01/01/26
2506,12000,,,40549,01/01/26
2210,12000,,,1643688,01/01/26
481,12000,,,454704,01/01/26
3306,12000,,,0,01/01/26
2208,12000,,,1558,01/01/26
3298,12000,,,330,01/01/26
2306,12000,,,12434170,01/01/26
2216,12000,,,17895,01/01/26
1720,12000,,,1579,01/01/26
21,12000,,,6256,01/01/26
3532,12000,,,0,01/01/26
3421,12000,,,28625,01/01/26
1319,12000,,,11313,01/01/26
436,12000,,,932481,01/01/26
2390,12000,,,15041,01/01/26
3328,12000,,,0,01/01/26
2245,12000,,,1797,01/01/26
480,12000,,,32768,01/01/26
3554,12000,,,0,01/01/26
3470,12000,,,72362,01/01/26
485,12000,,,69415,01/01/26
3395,12000,,,994,01/01/26
1,12000,,,208599,01/01/26
3490,12000,,,0,01/01/26
212,12000,,,87948,01/01/26
2225,12000,,,7581040,01/01/26
3467,12000,,,0,01/01/26
3379,12000,,,0,01/01/26
2307,12000,,,2945432,01/01/26
3529,12000,,,1360,01/01/26
2438,12000,,,16252,01/01/26
2673,12000,,,51853785,01/01/26
435,12000,,,0,01/01/26
2170,12000,,,169400,01/01/26
1312,12000,,,1141,01/01/26
1948,12000,,,785,01/01/26
2868,12000,,,25,01/01/26
3547,12000,,,0,01/01/26
3202,12000,,,537,01/01/26
2070,12000,,,0,01/01/26
3257,12000,,,2476,01/01/26
3231,12000,,,1792,01/01/26
3001,12000,,,437525,01/01/26
3479,12000,,,1073,01/01/26
3311,12000,,,80244,01/01/26
1788,12000,,,434,01/01/26
965,12000,,,56325,01/01/26
3027,12000,,,5800329,01/01/26
2807,12000,,,21633,01/01/26
3166,12000,,,0,01/01/26
2645,12000,,,15157,01/01/26
1973,12000,,,0,01/01/26
3116,12000,,,0,01/01/26
478,12000,,,1528,01/01/26
2830,12000,,,25,01/01/26
702,12000,,,182498,01/01/26
990,12000,,,987,01/01/26
2659,12000,,,16667,01/01/26
2682,12000,,,16330,01/01/26
3185,12000,,,0,01/01/26
2853,12000,,,3580,01/01/26
2590,12000,,,3878084,01/01/26
438,12000,,,0,01/01/26
2574,12000,,,1941,01/01/26
249,12000,,,744628,01/01/26
3494,12000,,,0,01/01/26
875,12000,,,1229,01/01/26
2443,12000,,,125565,01/01/26
236,12000,,,1819,01/01/26
598,12000,,,954,01/01/26
2587,12000,,,5249,01/01/26
779,12000,,,0,01/01/26
1326,12000,,,166090518,01/01/26
1143,12000,,,1490,01/01/26
2929,12000,,,574234,01/01/26
574,12000,,,0,01/01/26
3556,12000,,,0,01/01/26
330,12000,,,0,01/01/26
3527,12000,,,32690,01/01/26
503,12000,,,0,01/01/26
1818,12000,,,41,01/01/26
1581,12000,,,244577,01/01/26
1000,12000,,,494716031,01/01/26
1144,12000,,,4550,01/01/26
3017,12000,,,0,01/01/26
600,12000,,,121807,01/01/26
1281,12000,,,0,01/01/26
101,12000,,,44700,01/01/26
3296,12000,,,775,01/01/26
646,12000,,,71829,01/01/26
708,12000,,,49544,01/01/26
3388,12000,,,185518,01/01/26
650,12000,,,4218887,01/01/26
1291,12000,,,0,01/01/26
2252,12000,,,32313,01/01/26
170,12000,,,6729992,01/01/26
2650,12000,,,15997,01/01/26
1896,12000,,,10160,01/01/26
2374,12000,,,252,01/01/26
1747,12000,,,425,01/01/26
3300,12000,,,27981,01/01/26
2546,12000,,,1415714,01/01/26
3515,12000,,,1659,01/01/26
588,12000,,,73220,01/01/26
2722,12000,,,1271,01/01/26
3505,12000,,,0,01/01/26
3293,12000,,,0,01/01/26
1151,12000,,,3528,01/01/26
2995,12000,,,13560,01/01/26
2611,12000,,,111623,01/01/26
3415,12000,,,0,01/01/26
1481,12000,,,1220952363,01/01/26
3557,12000,,,0,01/01/26
121,12000,,,0,01/01/26
2490,12000,,,23702,01/01/26
3242,12000,,,0,01/01/26
3247,12000,,,5615,01/01/26
3508,12000,,,0,01/01/26
1115,12000,,,0,01/01/26
1376,12000,,,3006,01/01/26
2998,12000,,,791453,01/01/26
3511,12000,,,0,01/01/26
685,12000,,,0,01/01/26
2748,12000,,,10207,01/01/26
3436,12000,,,19227,01/01/26
2568,12000,,,0,01/01/26
1659,12000,,,0,01/01/26
1809,12000,,,1656,01/01/26
3561,12000,,,0,01/01/26
3271,12000,,,8397,01/01/26
3077,12000,,,0,01/01/26
2860,12000,,,19615,01/01/26
842,12000,,,3,01/01/26
1399,12000,,,4692,01/01/26
1370,12000,,,5944,01/01/26
2085,12000,,,16,01/01/26
415,12000,,,20782,01/01/26
1978,12000,,,25972563,01/01/26
2530,12000,,,0,01/01/26
3235,12000,,,0,01/01/26
2799,12000,,,0,01/01/26
3224,12000,,,19384,01/01/26
3318,12000,,,0,01/01/26
3468,12000,,,0,01/01/26
3550,12000,,,0,01/01/26
1966,12000,,,25241,01/01/26
3452,12000,,,0,01/01/26
356,12000,,,0,01/01/26
3349,12000,,,200139236,01/01/26
3013,12000,,,0,01/01/26
2707,12000,,,149026,01/01/26
2103,12000,,,4365,01/01/26
429,12000,,,68626,01/01/26
609,12000,,,530,01/01/26
3095,12000,,,0,01/01/26
1329,12000,,,276196,01/01/26
2065,12000,,,9788,01/01/26
1049,12000,,,6101,01/01/26
2964,12000,,,2142,01/01/26
841,12000,,,50755,01/01/26
2618,12000,,,24433,01/01/26
3466,12000,,,0,01/01/26
2494,12000,,,0,01/01/26
3446,12000,,,650,01/01/26
2518,12000,,,223244,01/01/26
3551,12000,,,0,01/01/26
1307,12000,,,8071,01/01/26
2802,12000,,,304,01/01/26
2763,12000,,,60572,01/01/26
804,12000,,,66,01/01/26
3099,12000,,,0,01/01/26
3279,12000,,,0,01/01/26
3548,12000,,,0,01/01/26
665,12000,,,17827,01/01/26
77,12000,,,160521,01/01/26
1637,12000,,,135202,01/01/26
3559,12000,,,0,01/01/26
3173,12000,,,1380,01/01/26
3473,12000,,,460693,01/01/26
567,12000,,,631432,01/01/26
493,12000,,,16050,01/01/26
1114,12000,,,240,01/01/26
2721,12000,,,7967,01/01/26
444,12000,,,182,01/01/26
3518,12000,,,0,01/01/26
2402,12000,,,0,01/01/26
3546,12000,,,0,01/01/26
538,12000,,,0,01/01/26
1343,12000,,,4253025,01/01/26
2275,12000,,,6057488,01/01/26
2790,12000,,,1362593,01/01/26
2564,12000,,,49325,01/01/26
2495,12000,,,10951,01/01/26
2880,12000,,,0,01/01/26
3416,12000,,,120,01/01/26
2914,12000,,,4653,01/01/26
902,12000,,,11534,01/01/26
1288,12000,,,3814,01/01/26
524,12000,,,22876,01/01/26
3517,12000,,,0,01/01/26
2796,12000,,,0,01/01/26
53,12000,,,63316,01/01/26
3124,12000,,,39903,01/01/26
3407,12000,,,0,01/01/26
1810,12000,,,1160582,01/01/26
256,12000,,,0,01/01/26
3136,12000,,,997,01/01/26
1927,12000,,,48947,01/01/26
3354,12000,,,2829601,01/01/26
3340,12000,,,852625,01/01/26
3245,12000,,,23130,01/01/26
604,12000,,,219389,01/01/26
3172,12000,,,5994,01/01/26
2440,12000,,,700212,01/01/26
2789,12000,,,126593,01/01/26
2268,12000,,,16648082,01/01/26
354,12000,,,22438017,01/01/26
2990,12000,,,204,01/01/26
3396,12000,,,10360,01/01/26
2816,12000,,,48456,01/01/26
2368,12000,,,0,01/01/26
3535,12000,,,0,01/01/26
2772,12000,,,11780,01/01/26
3330,12000,,,884,01/01/26
3450,12000,,,0,01/01/26
3413,12000,,,0,01/01/26
3324,12000,,,0,01/01/26
3545,12000,,,11014,01/01/26
3531,12000,,,10172,01/01/26
3194,12000,,,7554,01/01/26
817,12000,,,800,01/01/26
2905,12000,,,14227,01/01/26
2755,12000,,,1896,01/01/26
3542,12000,,,0,01/01/26
1680,12000,,,0,01/01/26
933,12000,,,36,01/01/26
963,12000,,,80580010,01/01/26
67,12000,,,8703,01/01/26
3482,12000,,,0,01/01/26
2289,12000,,,0,01/01/26
3255,12000,,,2479714,01/01/26
2982,12000,,,490,01/01/26
2877,12000,,,0,01/01/26
2900,12000,,,55347,01/01/26
3252,12000,,,10000,01/01/26
2312,12000,,,94392603,01/01/26
783,12000,,,5114,01/01/26
2559,12000,,,77683,01/01/26
2726,12000,,,0,01/01/26
2997,12000,,,24492,01/01/26
3303,12000,,,17623,01/01/26
3539,12000,,,0,01/01/26
3337,12000,,,0,01/01/26
1573,12000,,,108486,01/01/26
1052,12000,,,40746,01/01/26
2602,12000,,,143784,01/01/26
3525,12000,,,830,01/01/26
85,12000,,,1683,01/01/26
254,12000,,,220631,01/01/26
328,12000,,,3805772,01/01/26
3510,12000,,,0,01/01/26
3292,12000,,,3624708,01/01/26
2879,12000,,,0,01/01/26
1829,12000,,,53500,01/01/26
2838,12000,,,45567,01/01/26
3544,12000,,,0,01/01/26
3223,12000,,,78428,01/01/26
2883,12000,,,1479,01/01/26
2867,12000,,,26404,01/01/26
3524,12000,,,0,01/01/26
554,12000,,,24519,01/01/26
3512,12000,,,0,01/01/26
1765,12000,,,0,01/01/26
3540,12000,,,0,01/01/26
3333,12000,,,228,01/01/26
3294,12000,,,0,01/01/26
2557,12000,,,961,01/01/26
2996,12000,,,57423,01/01/26
2551,12000,,,63698,01/01/26
2766,12000,,,1903048,01/01/26
2119,12000,,,61145,01/01/26
2932,12000,,,0,01/01/26
3269,12000,,,494324,01/01/26
2015,12000,,,0,01/01/26
492,12000,,,1864,01/01/26
2776,12000,,,153,01/01/26
3522,12000,,,0,01/01/26
3314,12000,,,0,01/01/26
3417,12000,,,36132,01/01/26
3543,12000,,,0,01/01/26
705,12000,,,382842,01/01/26
575,12000,,,55,01/01/26
3390,12000,,,0,01/01/26
3523,12000,,,0,01/01/26
3138,12000,,,429628,01/01/26
2507,12000,,,0,01/01/26
3176,12000,,,0,01/01/26
695,12000,,,380,01/01/26
3507,12000,,,665,01/01/26
1745,12000,,,209,01/01/26
2664,12000,,,21904,01/01/26
3533,12000,,,0,01/01/26
843,12000,,,109250,01/01/26
3463,12000,,,0,01/01/26
3365,12000,,,339,01/01/26
1920,12000,,,7693,01/01/26
3161,12000,,,2619,01/01/26
3552,12000,,,0,01/01/26
1885,12000,,,225672,01/01/26
1781,12000,,,252,01/01/26
2995,13000,,,5501,01/01/26
2880,13000,,,0,01/01/26
1049,13000,,,5261,01/01/26
2846,13000,,,21,01/01/26
2998,13000,,,180425,01/01/26
2490,13000,,,0,01/01/26
1376,13000,,,70709,01/01/26
256,13000,,,1475,01/01/26
2748,13000,,,970560,01/01/26
2518,13000,,,234,01/01/26
3543,13000,,,0,01/01/26
3500,13000,,,12210,01/01/26
503,13000,,,0,01/01/26
1659,13000,,,0,01/01/26
1809,13000,,,470,01/01/26
2673,13000,,,9722292,01/01/26
3523,13000,,,0,01/01/26
3231,13000,,,0,01/01/26
2860,13000,,,5328,01/01/26
3463,13000,,,0,01/01/26
3292,13000,,,2913718,01/01/26
2070,13000,,,0,01/01/26
2789,13000,,,73106,01/01/26
3337,13000,,,0,01/01/26
2368,13000,,,0,01/01/26
990,13000,,,2732,01/01/26
1788,13000,,,1269,01/01/26
2216,13000,,,109258,01/01/26
817,13000,,,1236,01/01/26
3027,13000,,,1272808,01/01/26
438,13000,,,37409,01/01/26
3468,13000,,,0,01/01/26
2867,13000,,,250709,01/01/26
3235,13000,,,0,01/01/26
2645,13000,,,343518,01/01/26
554,13000,,,102535,01/01/26
875,13000,,,0,01/01/26
1343,13000,,,0,01/01/26
1765,13000,,,238,01/01/26
3349,13000,,,10954562,01/01/26
902,13000,,,0,01/01/26
1288,13000,,,30357,01/01/26
2289,13000,,,502578,01/01/26
2065,13000,,,50038,01/01/26
3124,13000,,,54049,01/01/26
3557,13000,,,0,01/01/26
841,13000,,,0,01/01/26
2932,13000,,,0,01/01/26
3269,13000,,,22342,01/01/26
3354,13000,,,2071192,01/01/26
3417,13000,,,4295,01/01/26
1307,13000,,,67808,01/01/26
2802,13000,,,0,01/01/26
2307,13000,,,1522,01/01/26
1144,13000,,,2517,01/01/26
1158,13000,,,1066,01/01/26
3548,13000,,,0,01/01/26
354,13000,,,572136208,01/01/26
646,13000,,,0,01/01/26
2726,13000,,,0,01/01/26
3559,13000,,,0,01/01/26
3077,13000,,,189,01/01/26
3257,13000,,,0,01/01/26
2879,13000,,,0,01/01/26
3479,13000,,,952,01/01/26
2602,13000,,,14366,01/01/26
170,13000,,,0,01/01/26
3552,13000,,,0,01/01/26
3494,13000,,,0,01/01/26
356,13000,,,147,01/01/26
436,13000,,,64901,01/01/26
588,13000,,,3654402,01/01/26
3365,13000,,,5225,01/01/26
3507,13000,,,97,01/01/26
3396,13000,,,0,01/01/26
1052,13000,,,0,01/01/26
3525,13000,,,0,01/01/26
2659,13000,,,0,01/01/26
2682,13000,,,39650,01/01/26
2208,13000,,,4,01/01/26
1291,13000,,,13,01/01/26
2830,13000,,,0,01/01/26
3161,13000,,,698,01/01/26
3298,13000,,,0,01/01/26
3544,13000,,,0,01/01/26
3194,13000,,,56961,01/01/26
2807,13000,,,169561,01/01/26
3518,13000,,,0,01/01/26
2530,13000,,,0,01/01/26
933,13000,,,190,01/01/26
1973,13000,,,123,01/01/26
2275,13000,,,4529171,01/01/26
3515,13000,,,272,01/01/26
3550,13000,,,0,01/01/26
524,13000,,,13701,01/01/26
3538,13000,,,0,01/01/26
3095,13000,,,0,01/01/26
492,13000,,,878,01/01/26
1143,13000,,,15219,01/01/26
3340,13000,,,243647,01/01/26
574,13000,,,0,01/01/26
3247,13000,,,0,01/01/26
3314,13000,,,0,01/01/26
3527,13000,,,319,01/01/26
2559,13000,,,0,01/01/26
2170,13000,,,654,01/01/26
2407,13000,,,954,01/01/26
702,13000,,,1234,01/01/26
1370,13000,,,0,01/01/26
2085,13000,,,0,01/01/26
3341,13000,,,0,01/01/26
101,13000,,,2660,01/01/26
1745,13000,,,0,01/01/26
3450,13000,,,0,01/01/26
85,13000,,,216,01/01/26
650,13000,,,513341,01/01/26
2252,13000,,,0,01/01/26
1885,13000,,,12570,01/01/26
2546,13000,,,2396516,01/01/26
3546,13000,,,0,01/01/26
3333,13000,,,0,01/01/26
3532,13000,,,128,01/01/26
963,13000,,,856690,01/01/26
598,13000,,,1175,01/01/26
3554,13000,,,0,01/01/26
3517,13000,,,0,01/01/26
537,13000,,,0,01/01/26
3395,13000,,,9656,01/01/26
2609,13000,,,0,01/01/26
2796,13000,,,0,01/01/26
485,13000,,,18003,01/01/26
2766,13000,,,3020233,01/01/26
3407,13000,,,0,01/01/26
121,13000,,,276505,01/01/26
1,13000,,,201900,01/01/26
3522,13000,,,0,01/01/26
2225,13000,,,8892,01/01/26
2733,13000,,,0,01/01/26
53,13000,,,4762,01/01/26
1326,13000,,,1009880,01/01/26
685,13000,,,1700,01/01/26
3466,13000,,,0,01/01/26
3446,13000,,,0,01/01/26
3245,13000,,,0,01/01/26
705,13000,,,14448,01/01/26
575,13000,,,0,01/01/26
604,13000,,,11305,01/01/26
3390,13000,,,0,01/01/26
2438,13000,,,1478,01/01/26
