"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
1326,А,20309,586967.0000,2,01/01/15
1326,А,30122,2.0000,2,01/01/15
1326,А,30220,139282.0000,2,01/01/15
1326,А,30221,0.0000,1,01/01/15
1326,А,30236,734856.0000,2,01/01/15
1326,А,30413,580153.0000,1,01/01/15
1326,А,30424,4306682.0000,1,01/01/15
1326,А,31203,4558047.0000,2,01/01/15
1326,А,31305,21157132.0000,2,01/01/15
1326,А,31402,0.0000,2,01/01/15
1326,А,31406,1687752.0000,2,01/01/15
1326,А,32006,6700000.0000,1,01/01/15
1326,А,32104,7022167.0000,1,01/01/15
1326,А,32105,393809.0000,1,01/01/15
1326,А,32106,1537685.0000,1,01/01/15
1326,А,32109,8119887.0000,1,01/01/15
1326,А,32204,5739803.0000,1,01/01/15
1326,А,32308,0.0000,1,01/01/15
1326,А,40503,419346.0000,2,01/01/15
1326,А,40701,10472260.0000,2,01/01/15
1326,А,40818,2.0000,2,01/01/15
1326,А,40903,10291.0000,2,01/01/15
1326,А,41402,0.0000,2,01/01/15
1326,А,42002,1124298.0000,2,01/01/15
1326,А,42007,5541974.0000,2,01/01/15
1326,А,42102,20565391.0000,2,01/01/15
1326,А,42104,16651746.0000,2,01/01/15
1326,А,42106,33999508.0000,2,01/01/15
1326,А,42304,7834235.0000,2,01/01/15
1326,А,42305,176394939.0000,2,01/01/15
1326,А,42315,10938.0000,2,01/01/15
1326,А,43701,878568.0000,2,01/01/15
1326,А,43703,204750.0000,2,01/01/15
1326,А,44003,0.0000,2,01/01/15
1326,А,45106,6895832.0000,1,01/01/15
1326,А,45201,3137156.0000,1,01/01/15
1326,А,45502,24203.0000,1,01/01/15
1326,А,45504,477613.0000,1,01/01/15
1326,А,45509,19363374.0000,1,01/01/15
1326,А,45615,32927444.0000,2,01/01/15
1326,А,45707,6632.0000,1,01/01/15
1326,А,45715,378.0000,2,01/01/15
1326,А,47801,46573.0000,1,01/01/15
1326,А,50105,0.0000,1,01/01/15
1326,А,50308,1513515.0000,1,01/01/15
1326,А,50905,0.0000,1,01/01/15
1326,А,51405,830375.0000,1,01/01/15
1326,А,52303,3439160.0000,2,01/01/15
1326,А,52305,13311536.0000,2,01/01/15
1326,А,52602,152875145.0000,2,01/01/15
1326,А,60202,375687.0000,1,01/01/15
1326,А,60306,11313.0000,1,01/01/15
1326,А,60307,876.0000,2,01/01/15
1326,А,61002,1421.0000,1,01/01/15
1326,А,61210,0.0000,1,01/01/15
1326,А,61212,0.0000,1,01/01/15
1326,В,90702,6.0000,1,01/01/15
1326,В,91203,3051.0000,1,01/01/15
1326,В,91316,42690795.0000,2,01/01/15
1326,В,91412,205997899.0000,1,01/01/15
1326,Г,93301,0.0000,1,01/01/15
1326,Г,93403,80101.0000,1,01/01/15
1326,Г,93411,4292160.0000,1,01/01/15
1326,Г,93502,0.0000,1,01/01/15
1326,Г,93511,273606.0000,1,01/01/15
1326,Г,96302,6932054.0000,2,01/01/15
1326,Г,96312,189843146.0000,2,01/01/15
1326,Г,96408,80101.0000,2,01/01/15
1326,Г,96507,0.0000,2,01/01/15
1326,Д,98020,8.0000,1,01/01/15
1326,Д,98040,384161447.2700,2,01/01/15
1326,Д,98053,0.0000,2,01/01/15
2726,А,47407,0.0000,2,01/01/15
2726,А,47416,4.0000,2,01/01/15
2726,А,60312,8352.0000,1,01/01/15
2726,А,60313,514.0000,2,01/01/15
2726,А,60323,209.0000,1,01/01/15
2726,А,70606,2112601.0000,1,01/01/15
2249,А,30110,131151.0000,1,01/01/15
2249,А,30118,43.0000,1,01/01/15
2249,А,30126,43.0000,2,01/01/15
2249,А,31902,0.0000,1,01/01/15
2249,А,32003,0.0000,1,01/01/15
2249,А,40817,151368.0000,2,01/01/15
2249,А,40911,0.0000,2,01/01/15
2249,А,42102,456582.0000,2,01/01/15
2249,А,45208,121200.0000,1,01/01/15
2249,А,45415,530.0000,2,01/01/15
2249,А,45812,11500.0000,1,01/01/15
2249,А,45915,1.0000,1,01/01/15
2249,А,60307,0.0000,2,01/01/15
2249,А,60312,105.0000,1,01/01/15
2249,А,61209,0.0000,1,01/01/15
2249,А,70609,10768.0000,1,01/01/15
2249,В,91317,54792.0000,2,01/01/15
2249,В,91508,1053.0000,2,01/01/15
1326,А,20208,41329616.0000,1,01/01/15
1326,А,30110,1237766.0000,1,01/01/15
1326,А,30204,7027462.0000,1,01/01/15
1326,А,30232,17454989.0000,2,01/01/15
1326,А,30233,13799091.0000,1,01/01/15
1326,А,30306,1015945041.0000,1,01/01/15
1326,А,31206,29000000.0000,2,01/01/15
1326,А,31219,112516800.0000,2,01/01/15
1326,А,31303,0.0000,2,01/01/15
1326,А,31403,0.0000,2,01/01/15
1326,А,31501,2085068.0000,2,01/01/15
1326,А,31503,0.0000,2,01/01/15
1326,А,32005,4450000.0000,1,01/01/15
1326,А,32311,170898.0000,2,01/01/15
1326,А,32901,74822155.0000,2,01/01/15
1326,А,40602,37312.0000,2,01/01/15
1326,А,40604,609.0000,2,01/01/15
1326,А,40805,1458.0000,2,01/01/15
1326,А,40901,2637486.0000,2,01/01/15
1326,А,41502,0.0000,2,01/01/15
1326,А,41503,28129.0000,2,01/01/15
1326,А,41702,1000.0000,2,01/01/15
1326,А,42107,2547810.0000,2,01/01/15
1326,А,42307,187.0000,2,01/01/15
1326,А,42504,504182.0000,2,01/01/15
1326,А,42505,26738.0000,2,01/01/15
1326,А,42601,143578.0000,2,01/01/15
