"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
101,А,10207,1558500.0000,2,07/01/11
101,А,10602,60200.0000,2,07/01/11
101,А,10701,22937.0000,2,07/01/11
101,А,10801,253510.0000,2,07/01/11
101,А,20202,226531.0000,1,07/01/11
101,А,20208,872.0000,1,07/01/11
101,А,20209,0.0000,1,07/01/11
101,А,30102,271861.0000,1,07/01/11
101,А,30110,8879.0000,1,07/01/11
101,А,30114,67345.0000,1,07/01/11
101,А,30202,82555.0000,1,07/01/11
101,А,30204,10536.0000,1,07/01/11
101,А,30221,0.0000,1,07/01/11
101,А,30232,0.0000,2,07/01/11
101,А,30233,0.0000,1,07/01/11
101,А,30301,2008178.0000,2,07/01/11
101,А,30302,2008178.0000,1,07/01/11
101,А,30402,600220.0000,1,07/01/11
101,А,30404,0.0000,1,07/01/11
101,А,30408,0.0000,2,07/01/11
101,А,30409,0.0000,1,07/01/11
101,А,30602,109.0000,1,07/01/11
101,А,31302,175000.0000,2,07/01/11
101,А,31303,100000.0000,2,07/01/11
101,А,31304,287000.0000,2,07/01/11
101,А,31502,0.0000,2,07/01/11
101,А,31503,993159.0000,2,07/01/11
101,А,31504,156966.0000,2,07/01/11
101,А,31902,1000000.0000,1,07/01/11
101,А,31903,0.0000,1,07/01/11
101,А,32002,0.0000,1,07/01/11
101,А,32003,100000.0000,1,07/01/11
101,А,32004,0.0000,1,07/01/11
101,А,32005,4000.0000,1,07/01/11
101,А,32007,200000.0000,1,07/01/11
101,А,40503,0.0000,2,07/01/11
101,А,40602,1.0000,2,07/01/11
101,А,40701,5144159.0000,2,07/01/11
101,А,40702,529174.0000,2,07/01/11
101,А,40703,35541.0000,2,07/01/11
101,А,40802,5326.0000,2,07/01/11
101,А,40807,555457.0000,2,07/01/11
101,А,40817,76955.0000,2,07/01/11
101,А,40820,13.0000,2,07/01/11
101,А,40903,0.0000,2,07/01/11
101,А,40911,4.0000,2,07/01/11
101,А,42005,221000.0000,2,07/01/11
101,А,42006,56000.0000,2,07/01/11
101,А,42103,0.0000,2,07/01/11
101,А,42104,38000.0000,2,07/01/11
101,А,42301,18396.0000,2,07/01/11
101,А,42304,12857.0000,2,07/01/11
101,А,42305,28389.0000,2,07/01/11
101,А,42306,104407.0000,2,07/01/11
101,А,43702,103080.0000,2,07/01/11
101,А,45201,0.0000,1,07/01/11
101,А,45203,5700.0000,1,07/01/11
101,А,45204,0.0000,1,07/01/11
101,А,45205,0.0000,1,07/01/11
101,А,45206,110000.0000,1,07/01/11
101,А,45207,9000.0000,1,07/01/11
101,А,45215,22033.0000,2,07/01/11
101,А,45506,11781.0000,1,07/01/11
101,А,45507,22129.0000,1,07/01/11
101,А,45509,0.0000,1,07/01/11
101,А,45515,2051.0000,2,07/01/11
101,А,45812,7999.0000,1,07/01/11
101,А,45815,172.0000,1,07/01/11
101,А,45818,8145.0000,2,07/01/11
101,А,45915,6.0000,1,07/01/11
101,А,45918,0.0000,2,07/01/11
101,А,47002,10860.0000,1,07/01/11
101,А,47302,199359.0000,1,07/01/11
101,А,47308,1994.0000,2,07/01/11
101,А,47403,0.0000,2,07/01/11
101,А,47404,25894.0000,1,07/01/11
101,А,47407,0.0000,2,07/01/11
101,А,47408,25444.0000,1,07/01/11
101,А,47411,6533.0000,2,07/01/11
101,А,47416,204.0000,2,07/01/11
101,А,47422,37.0000,2,07/01/11
101,А,47423,1385.0000,1,07/01/11
101,А,47425,12568.0000,2,07/01/11
101,А,47426,21976.0000,2,07/01/11
101,А,47427,2963.0000,1,07/01/11
101,А,50104,81362.0000,1,07/01/11
101,А,50105,327757.0000,1,07/01/11
101,А,50106,1714498.0000,1,07/01/11
101,А,50107,2132314.0000,1,07/01/11
101,А,50108,115602.0000,1,07/01/11
101,А,50109,15044.0000,1,07/01/11
101,А,50110,1436634.0000,1,07/01/11
101,А,50118,1367632.0000,1,07/01/11
101,А,50120,23897.0000,2,07/01/11
101,А,50121,41561.0000,1,07/01/11
101,А,50605,2232.0000,1,07/01/11
101,А,50606,162925.0000,1,07/01/11
101,А,50618,0.0000,1,07/01/11
101,А,50621,65909.0000,1,07/01/11
101,А,50706,10.0000,1,07/01/11
101,А,50719,10.0000,2,07/01/11
101,А,60301,1428.0000,2,07/01/11
101,А,60302,12372.0000,1,07/01/11
101,А,60305,181.0000,2,07/01/11
101,А,60306,0.0000,1,07/01/11
101,А,60307,0.0000,2,07/01/11
101,А,60308,135.0000,1,07/01/11
101,А,60309,0.0000,2,07/01/11
101,А,60310,3731.0000,1,07/01/11
101,А,60311,12984.0000,2,07/01/11
101,А,60312,10146.0000,1,07/01/11
101,А,60314,103.0000,1,07/01/11
101,А,60320,0.0000,2,07/01/11
101,А,60323,9851.0000,1,07/01/11
101,А,60324,12275.0000,2,07/01/11
101,А,60401,196361.0000,1,07/01/11
101,А,60404,3000.0000,1,07/01/11
101,А,60601,42262.0000,2,07/01/11
101,А,60701,19685.0000,1,07/01/11
101,А,61008,1535.0000,1,07/01/11
101,А,61009,0.0000,1,07/01/11
101,А,61210,0.0000,1,07/01/11
101,А,61403,73589.0000,1,07/01/11
101,А,70601,1328421.0000,2,07/01/11
101,А,70602,37383.0000,2,07/01/11
101,А,70603,714768.0000,2,07/01/11
101,А,70606,976867.0000,1,07/01/11
101,А,70607,53931.0000,1,07/01/11
101,А,70608,900216.0000,1,07/01/11
101,А,70611,54579.0000,1,07/01/11
101,А,70801,0.0000,2,07/01/11
101,В,90701,18.0000,1,07/01/11
101,В,90705,0.0000,1,07/01/11
101,В,90901,131142.0000,1,07/01/11
101,В,90902,16707.0000,1,07/01/11
101,В,91312,143495.0000,2,07/01/11
101,В,91314,287718.0000,2,07/01/11
101,В,91317,59300.0000,2,07/01/11
101,В,91414,288190.0000,1,07/01/11
101,В,91417,1010623.0000,1,07/01/11
101,В,91501,503.0000,1,07/01/11
101,В,91507,2225.0000,2,07/01/11
101,В,91604,6694.0000,1,07/01/11
101,В,91803,9.0000,1,07/01/11
101,Г,93001,936561.0000,1,07/01/11
101,Г,93002,282590.0000,1,07/01/11
101,Г,93202,0.0000,1,07/01/11
101,Г,93301,0.0000,1,07/01/11
101,Г,93302,0.0000,1,07/01/11
101,Г,93303,533822.0000,1,07/01/11
101,Г,93304,0.0000,1,07/01/11
101,Г,93305,1075812.0000,1,07/01/11
101,Г,93306,0.0000,1,07/01/11
101,Г,93307,440789.0000,1,07/01/11
101,Г,93308,0.0000,1,07/01/11
101,Г,93506,0.0000,1,07/01/11
101,Г,93507,0.0000,1,07/01/11
101,Г,93801,2498.0000,1,07/01/11
101,Г,94001,5777.0000,1,07/01/11
101,Г,95003,0.0000,1,07/01/11
101,Г,96001,936334.0000,2,07/01/11
101,Г,96002,282555.0000,2,07/01/11
101,Г,96202,0.0000,2,07/01/11
101,Г,96301,0.0000,2,07/01/11
101,Г,96302,0.0000,2,07/01/11
101,Г,96303,533440.0000,2,07/01/11
101,Г,96304,0.0000,2,07/01/11
101,Г,96305,1038804.0000,2,07/01/11
101,Г,96306,0.0000,2,07/01/11
101,Г,96307,0.0000,2,07/01/11
101,Г,96506,0.0000,2,07/01/11
101,Г,96507,446566.0000,2,07/01/11
101,Г,96508,0.0000,2,07/01/11
101,Г,96801,40150.0000,2,07/01/11
101,Г,97001,0.0000,2,07/01/11
101,Г,97103,0.0000,2,07/01/11
101,Д,98010,571497676.7500,1,07/01/11
101,Д,98050,570323600.7500,2,07/01/11
101,Д,98070,1174076.0000,2,07/01/11
101,В,99998,492738.0000,1,07/01/11
101,В,99999,1453886.0000,2,07/01/11
103,А,10208,1000000.0000,2,07/01/11
103,А,10603,201.0000,2,07/01/11
103,А,10605,627.0000,1,07/01/11
103,А,10701,130000.0000,2,07/01/11
103,А,10801,1023669.0000,2,07/01/11
103,А,20202,124182.0000,1,07/01/11
