"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
2,А,10207,71000.0000,2,01/01/10
2,А,10601,374.0000,2,01/01/10
2,А,10602,269000.0000,2,01/01/10
2,А,10701,12003.0000,2,01/01/10
2,А,10801,114982.0000,2,01/01/10
2,А,20202,27719.0000,1,01/01/10
2,А,20203,6.0000,1,01/01/10
2,А,20209,19798.0000,1,01/01/10
2,А,30102,20944.0000,1,01/01/10
2,А,30110,23375.0000,1,01/01/10
2,А,30114,16319.0000,1,01/01/10
2,А,30202,2336.0000,1,01/01/10
2,А,30204,1654.0000,1,01/01/10
2,А,30210,0.0000,1,01/01/10
2,А,30220,0.0000,2,01/01/10
2,А,30221,33.0000,1,01/01/10
2,А,30223,0.0000,2,01/01/10
2,А,30232,0.0000,2,01/01/10
2,А,30233,256.0000,1,01/01/10
2,А,30402,35.0000,1,01/01/10
2,А,31304,122403.0000,2,01/01/10
2,А,32004,118471.0000,1,01/01/10
2,А,32010,5222.0000,1,01/01/10
2,А,32201,454.0000,1,01/01/10
2,А,40601,2.0000,2,01/01/10
2,А,40701,4.0000,2,01/01/10
2,А,40702,261409.0000,2,01/01/10
2,А,40703,9375.0000,2,01/01/10
2,А,40802,11214.0000,2,01/01/10
2,А,40804,1.0000,2,01/01/10
2,А,40807,5157.0000,2,01/01/10
2,А,40817,32198.0000,2,01/01/10
2,А,40820,137.0000,2,01/01/10
2,А,40905,305.0000,2,01/01/10
2,А,40909,170.0000,2,01/01/10
2,А,40910,0.0000,2,01/01/10
2,А,40911,2.0000,2,01/01/10
2,А,40912,0.0000,2,01/01/10
2,А,40913,6.0000,2,01/01/10
2,А,42103,3820.0000,2,01/01/10
2,А,42104,15000.0000,2,01/01/10
2,А,42105,1643.0000,2,01/01/10
2,А,42301,7206.0000,2,01/01/10
2,А,42303,108201.0000,2,01/01/10
2,А,42304,0.0000,2,01/01/10
2,А,42305,139.0000,2,01/01/10
2,А,42306,10991.0000,2,01/01/10
2,А,42601,118.0000,2,01/01/10
2,А,45203,2200.0000,1,01/01/10
2,А,45204,21210.0000,1,01/01/10
2,А,45205,65139.0000,1,01/01/10
2,А,45206,121537.0000,1,01/01/10
2,А,45207,229835.0000,1,01/01/10
2,А,45208,616977.0000,1,01/01/10
2,А,45209,72212.0000,1,01/01/10
2,А,45215,291419.0000,2,01/01/10
2,А,45504,29.0000,1,01/01/10
2,А,45505,63.0000,1,01/01/10
2,А,45506,230.0000,1,01/01/10
2,А,45509,69.0000,1,01/01/10
2,А,45515,125.0000,2,01/01/10
2,А,45812,110372.0000,1,01/01/10
2,А,45815,2085.0000,1,01/01/10
2,А,45818,112432.0000,2,01/01/10
2,А,45915,6.0000,1,01/01/10
2,А,45918,3.0000,2,01/01/10
2,А,47404,11694.0000,1,01/01/10
2,А,47407,0.0000,2,01/01/10
2,А,47408,0.0000,1,01/01/10
2,А,47411,49.0000,2,01/01/10
2,А,47416,80.0000,2,01/01/10
2,А,47422,228.0000,2,01/01/10
2,А,47423,2091.0000,1,01/01/10
2,А,47425,3407.0000,2,01/01/10
2,А,47426,290.0000,2,01/01/10
2,А,47427,8.0000,1,01/01/10
2,А,47801,2188.0000,1,01/01/10
2,А,47804,2188.0000,2,01/01/10
2,А,50706,1876.0000,1,01/01/10
2,А,50719,1876.0000,2,01/01/10
2,А,52006,6000.0000,2,01/01/10
2,А,52407,46.0000,2,01/01/10
2,А,52501,0.0000,2,01/01/10
2,А,60301,238.0000,2,01/01/10
2,А,60302,1705.0000,1,01/01/10
2,А,60305,2.0000,2,01/01/10
2,А,60306,0.0000,1,01/01/10
2,А,60308,171.0000,1,01/01/10
2,А,60309,9.0000,2,01/01/10
2,А,60310,38.0000,1,01/01/10
2,А,60311,459.0000,2,01/01/10
2,А,60312,1877.0000,1,01/01/10
2,А,60313,40.0000,2,01/01/10
2,А,60314,0.0000,1,01/01/10
2,А,60323,3.0000,1,01/01/10
2,А,60324,1797.0000,2,01/01/10
2,А,60401,6245.0000,1,01/01/10
2,А,60601,3600.0000,2,01/01/10
2,А,60701,0.0000,1,01/01/10
2,А,60901,1.0000,1,01/01/10
2,А,60903,1.0000,2,01/01/10
2,А,61002,27.0000,1,01/01/10
2,А,61008,42.0000,1,01/01/10
2,А,61009,473.0000,1,01/01/10
2,А,61304,125.0000,2,01/01/10
2,А,61403,3579.0000,1,01/01/10
2,А,70601,667180.0000,2,01/01/10
2,А,70603,442849.0000,2,01/01/10
2,А,70605,17.0000,2,01/01/10
2,А,70606,621958.0000,1,01/01/10
2,А,70608,450934.0000,1,01/01/10
2,А,70610,8.0000,1,01/01/10
2,А,70611,7816.0000,1,01/01/10
2,В,90701,2.0000,1,01/01/10
2,В,90803,3046.0000,1,01/01/10
2,В,90901,265.0000,1,01/01/10
2,В,90902,391022.0000,1,01/01/10
2,В,91202,5.0000,1,01/01/10
2,В,91203,1.0000,1,01/01/10
2,В,91207,3.0000,1,01/01/10
2,В,91311,299.0000,2,01/01/10
2,В,91312,434279.0000,2,01/01/10
2,В,91315,12668.0000,2,01/01/10
2,В,91316,1415.0000,2,01/01/10
2,В,91317,17949.0000,2,01/01/10
2,В,91414,117307.0000,1,01/01/10
2,В,91418,2000.0000,1,01/01/10
2,В,91501,155.0000,1,01/01/10
2,В,91507,14619.0000,2,01/01/10
2,В,91604,94785.0000,1,01/01/10
2,В,91704,23949.0000,1,01/01/10
2,В,91802,64992.0000,1,01/01/10
2,Г,93001,4996.0000,1,01/01/10
2,Г,93303,29818.0000,1,01/01/10
2,Г,93304,0.0000,1,01/01/10
2,Г,93801,520.0000,1,01/01/10
2,Г,96001,5005.0000,2,01/01/10
2,Г,96303,30244.0000,2,01/01/10
2,Г,96304,0.0000,2,01/01/10
2,Г,96801,85.0000,2,01/01/10
2,Д,98010,4463120.0000,1,01/01/10
2,Д,98040,192363.0000,2,01/01/10
2,Д,98070,4270757.0000,2,01/01/10
2,В,99998,481229.0000,1,01/01/10
2,В,99999,697532.0000,2,01/01/10
101,А,10207,867750.0000,2,01/01/10
101,А,10602,60200.0000,2,01/01/10
101,А,10701,7782.0000,2,01/01/10
101,А,10801,60253.0000,2,01/01/10
101,А,20202,142804.0000,1,01/01/10
101,А,20209,0.0000,1,01/01/10
101,А,30102,216829.0000,1,01/01/10
101,А,30110,395509.0000,1,01/01/10
101,А,30202,21488.0000,1,01/01/10
101,А,30204,2175.0000,1,01/01/10
101,А,30210,0.0000,1,01/01/10
101,А,30213,1485.0000,1,01/01/10
101,А,30221,0.0000,1,01/01/10
101,А,30301,549022.0000,2,01/01/10
101,А,30302,549022.0000,1,01/01/10
101,А,30305,102023.0000,2,01/01/10
101,А,30306,102023.0000,1,01/01/10
101,А,30402,1101571.0000,1,01/01/10
101,А,30601,0.0000,2,01/01/10
101,А,30602,68568.0000,1,01/01/10
101,А,31201,0.0000,2,01/01/10
101,А,32002,0.0000,1,01/01/10
101,А,32003,0.0000,1,01/01/10
101,А,32004,30000.0000,1,01/01/10
101,А,40602,3.0000,2,01/01/10
101,А,40701,1274623.0000,2,01/01/10
101,А,40702,983339.0000,2,01/01/10
101,А,40703,1736.0000,2,01/01/10
101,А,40802,1066.0000,2,01/01/10
101,А,40807,1064491.0000,2,01/01/10
101,А,40817,22283.0000,2,01/01/10
101,А,40820,8.0000,2,01/01/10
101,А,40905,15.0000,2,01/01/10
101,А,40909,0.0000,2,01/01/10
101,А,40910,0.0000,2,01/01/10
101,А,40911,10.0000,2,01/01/10
101,А,40912,0.0000,2,01/01/10
101,А,40913,0.0000,2,01/01/10
101,А,42002,142500.0000,2,01/01/10
101,А,42005,231000.0000,2,01/01/10
101,А,42006,46000.0000,2,01/01/10
101,А,42105,19539.0000,2,01/01/10
101,А,42106,300.0000,2,01/01/10
101,А,42301,4200.0000,2,01/01/10
101,А,42302,28060.0000,2,01/01/10
