"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0","DT,D"
256,11000,,,480626,10/01/23
170,11000,,,6894997,10/01/23
2559,11000,,,829691,10/01/23
2168,11000,,,22976453,10/01/23
2802,11000,,,112548,10/01/23
485,11000,,,4447715,10/01/23
2998,11000,,,30787953,10/01/23
3294,11000,,,14561687,10/01/23
3470,11000,,,5353235,10/01/23
963,11000,,,172656658,10/01/23
2877,11000,,,135857,10/01/23
3535,11000,,,6218,07/01/23
3479,11000,,,1066178,10/01/23
902,11000,,,1745507,10/01/23
1326,11000,,,420902473,10/01/23
1948,11000,,,252164,10/01/23
2590,11000,,,44705664,10/01/23
2867,11000,,,1325543,10/01/23
3333,11000,,,3252785,10/01/23
212,11000,,,1556702,10/01/23
2368,11000,,,866554,10/01/23
2629,11000,,,2872293,10/01/23
3407,11000,,,1672970,10/01/23
3330,11000,,,1187751,10/01/23
2245,11000,,,49964,10/01/23
903,11000,,,445405,10/01/23
3223,11000,,,250012,10/01/23
537,11000,,,123879,10/01/23
2929,11000,,,9458857,10/01/23
3388,11000,,,6748260,10/01/23
2995,11000,,,425913,10/01/23
1557,11000,,,11257522,10/01/23
2307,11000,,,7386880,10/01/23
3194,11000,,,394074,10/01/23
3116,11000,,,22910,10/01/23
3421,11000,,,2198144,10/01/23
2275,11000,,,44072602,10/01/23
3511,11000,,,129998,10/01/23
3202,11000,,,478837,10/01/23
3293,11000,,,632887,10/01/23
1052,11000,,,370689,10/01/23
2846,11000,,,211450,10/01/23
121,11000,,,4910928,10/01/23
1481,11000,,,2720725949,10/01/23
444,11000,,,64167,10/01/23
2682,11000,,,290347,10/01/23
2048,11000,,,768095,10/01/23
2799,11000,,,524384,10/01/23
2738,11000,,,4932605,10/01/23
1151,11000,,,99712,10/01/23
3390,11000,,,399412,10/01/23
3413,11000,,,200025,10/01/23
249,11000,,,1550238,10/01/23
254,11000,,,2427753,10/01/23
2499,11000,,,119052,10/01/23
2772,11000,,,1044444,10/01/23
3136,11000,,,49016,10/01/23
3517,11000,,,4653,07/01/23
1949,11000,,,162707,10/01/23
1659,11000,,,438798,10/01/23
2905,11000,,,126728,10/01/23
2574,11000,,,156771,10/01/23
1399,11000,,,227770,10/01/23
2684,11000,,,397700,10/01/23
2883,11000,,,260302,10/01/23
524,11000,,,726832,10/01/23
3510,11000,,,752941,10/01/23
1049,11000,,,685158,10/01/23
1732,11000,,,52960,10/01/23
2876,11000,,,89315,10/01/23
3324,11000,,,71731,10/01/23
2070,11000,,,109056,10/01/23
3318,11000,,,5241,10/01/23
1158,11000,,,649027,10/01/23
708,11000,,,1037799,10/01/23
2216,11000,,,5854789,10/01/23
2402,11000,,,2355490,10/01/23
2390,11000,,,692233,10/01/23
3099,11000,,,1900394,10/01/23
3161,11000,,,465232,10/01/23
3292,11000,,,81939260,10/01/23
3436,11000,,,294885,10/01/23
2208,11000,,,901931,10/01/23
2860,11000,,,489352,10/01/23
2506,11000,,,1429447,10/01/23
2638,11000,,,842637,10/01/23
3543,11000,,,27929,10/01/23
436,11000,,,53658714,10/01/23
3494,11000,,,5880324,10/01/23
1920,11000,,,1344939,10/01/23
2807,11000,,,604507,10/01/23
2587,11000,,,1342816,10/01/23
933,11000,,,60218,10/01/23
2755,11000,,,1177590,10/01/23
2209,11000,,,222707591,10/01/23
3465,11000,,,3248685,10/01/23
2085,11000,,,24391,10/01/23
1745,11000,,,2788983,10/01/23
67,11000,,,1850928,10/01/23
575,11000,,,93860,10/01/23
600,11000,,,3251129,10/01/23
2766,11000,,,24160578,10/01/23
480,11000,,,1804031,10/01/23
2494,11000,,,377803,10/01/23
2816,11000,,,4367616,10/01/23
3124,11000,,,1451878,10/01/23
3475,11000,,,9024521,10/01/23
3017,11000,,,127500,10/01/23
3001,11000,,,3991934,10/01/23
1809,11000,,,118479,10/01/23
2997,11000,,,1509065,10/01/23
3271,11000,,,175073,10/01/23
705,11000,,,7412927,10/01/23
3415,11000,,,57158,10/01/23
3175,11000,,,331565,10/01/23
3027,11000,,,752814,10/01/23
3061,11000,,,951006,10/01/23
3490,11000,,,70098,10/01/23
3527,11000,,,439144,10/01/23
1067,11000,,,2497523,10/01/23
2990,11000,,,71520,10/01/23
1281,11000,,,155948,10/01/23
2,11000,,,126955,10/01/23
2210,11000,,,17754680,10/01/23
2900,11000,,,577142,10/01/23
2170,11000,,,1957879,10/01/23
2964,11000,,,224588,10/01/23
3512,11000,,,74070,10/01/23
429,11000,,,23635209,10/01/23
3172,11000,,,245653,10/01/23
3544,11000,,,2099,10/01/23
1829,11000,,,1618685,10/01/23
2996,11000,,,114224,10/01/23
3185,11000,,,1142018,10/01/23
3508,11000,,,30604,10/01/23
21,11000,,,163261,10/01/23
3173,11000,,,35699,10/01/23
3533,11000,,,6080,10/01/23
3467,11000,,,132739,10/01/23
3539,11000,,,650804,10/01/23
2576,11000,,,921870,10/01/23
3354,11000,,,17425733,10/01/23
1885,11000,,,5708899,10/01/23
2733,11000,,,9400280,10/01/23
3520,11000,,,5210,10/01/23
2152,11000,,,40076,10/01/23
3532,11000,,,1032,07/01/23
53,11000,,,1288172,10/01/23
1319,11000,,,1324468,10/01/23
2289,11000,,,22827858,10/01/23
3311,11000,,,15473953,10/01/23
77,11000,,,2174154,10/01/23
3341,11000,,,62734,10/01/23
1781,11000,,,78815,10/01/23
609,11000,,,529651,10/01/23
2602,11000,,,2578227,10/01/23
2838,11000,,,311747,10/01/23
1114,11000,,,45536,10/01/23
3540,11000,,,704921,10/01/23
2374,11000,,,69808,10/01/23
1573,11000,,,2703699,10/01/23
1307,11000,,,1643297,10/01/23
2881,11000,,,283909,10/01/23
665,11000,,,447317,10/01/23
3523,11000,,,43925,10/01/23
2546,11000,,,46429862,10/01/23
3403,11000,,,1499190,10/01/23
3463,11000,,,224933,10/01/23
3538,11000,,,155136,10/01/23
1143,11000,,,642494,10/01/23
841,11000,,,55054,10/01/23
650,11000,,,51405875,10/01/23
1143,12000,,,2075,10/01/23
1573,12000,,,49677,10/01/23
3099,12000,,,0,10/01/23
3161,12000,,,29,10/01/23
1288,12000,,,4157,10/01/23
1343,12000,,,605963,10/01/23
1920,12000,,,5283,10/01/23
2868,12000,,,0,10/01/23
2664,12000,,,12395,10/01/23
2790,12000,,,1249189,10/01/23
1376,12000,,,12605,10/01/23
2738,12000,,,42990,10/01/23
1370,12000,,,3206,10/01/23
1948,12000,,,605,10/01/23
2507,12000,,,856,10/01/23
2590,12000,,,833138,10/01/23
3242,12000,,,0,10/01/23
3257,12000,,,4685,10/01/23
1329,12000,,,73645,10/01/23
481,12000,,,61296,10/01/23
2534,12000,,,36880,10/01/23
2576,12000,,,0,10/01/23
3379,12000,,,0,10/01/23
2763,12000,,,9805,10/01/23
101,12000,,,80345,10/01/23
2368,12000,,,169,10/01/23
2407,12000,,,0,10/01/23
3407,12000,,,0,10/01/23
3337,12000,,,0,10/01/23
3311,12000,,,41700,10/01/23
3473,12000,,,127475,10/01/23
2883,12000,,,190,10/01/23
3454,12000,,,0,10/01/23
2684,12000,,,34606,10/01/23
3269,12000,,,32486,10/01/23
598,12000,,,832,10/01/23
3468,12000,,,1,10/01/23
609,12000,,,426,10/01/23
2997,12000,,,2182,10/01/23
3013,12000,,,0,10/01/23
2272,12000,,,4268263,10/01/23
2275,12000,,,2366401,10/01/23
2707,12000,,,59162,10/01/23
1158,12000,,,1029,10/01/23
1765,12000,,,0,10/01/23
2402,12000,,,500,10/01/23
3290,12000,,,7915,10/01/23
328,12000,,,936263,10/01/23
1291,12000,,,0,10/01/23
2241,12000,,,6047,10/01/23
588,12000,,,503337,10/01/23
1680,12000,,,4745,10/01/23
1966,12000,,,12537,10/01/23
2726,12000,,,0,10/01/23
2860,12000,,,12009,10/01/23
2506,12000,,,27688,10/01/23
3027,12000,,,4666,10/01/23
3166,12000,,,0,10/01/23
354,12000,,,10174242,10/01/23
2587,12000,,,7042,10/01/23
2998,12000,,,2653184,10/01/23
965,12000,,,45679,10/01/23
3176,12000,,,0,10/01/23
3465,12000,,,0,10/01/23
2682,12000,,,5973,10/01/23
3247,12000,,,1451,10/01/23
2799,12000,,,0,10/01/23
1326,12000,,,25241062,10/01/23
2996,12000,,,42935,10/01/23
3500,12000,,,236980,10/01/23
2609,12000,,,262,10/01/23
3173,12000,,,1094,10/01/23
3539,12000,,,0,10/01/23
990,12000,,,257,10/01/23
2309,12000,,,26475,10/01/23
2304,12000,,,0,10/01/23
2629,12000,,,0,10/01/23
1747,12000,,,1760,10/01/23
2152,12000,,,0,10/01/23
356,12000,,,24196,10/01/23
537,12000,,,1342,10/01/23
3510,12000,,,0,10/01/23
1732,12000,,,135,10/01/23
1781,12000,,,982,10/01/23
316,12000,,,9576754,10/01/23
817,12000,,,47,10/01/23
2440,12000,,,626901,10/01/23
2602,12000,,,107472,10/01/23
3194,12000,,,2032,10/01/23
3224,12000,,,27237,10/01/23
783,12000,,,7342,10/01/23
2070,12000,,,0,10/01/23
2564,12000,,,21479,10/01/23
3318,12000,,,0,10/01/23
1637,12000,,,62477,10/01/23
3415,12000,,,0,10/01/23
3314,12000,,,0,10/01/23
2085,12000,,,3,10/01/23
2103,12000,,,3212,10/01/23
3535,12000,,,0,07/01/23
67,12000,,,6171,10/01/23
478,12000,,,590,10/01/23
3533,12000,,,0,10/01/23
3467,12000,,,0,10/01/23
1151,12000,,,2787,10/01/23
1927,12000,,,1326,10/01/23
3508,12000,,,0,10/01/23
2490,12000,,,11135,10/01/23
3505,12000,,,0,10/01/23
1788,12000,,,388,10/01/23
2867,12000,,,17686,10/01/23
254,12000,,,52649,10/01/23
2659,12000,,,10930,10/01/23
3475,12000,,,39105,10/01/23
903,12000,,,6742,10/01/23
2929,12000,,,369,10/01/23
3341,12000,,,0,10/01/23
1049,12000,,,5212,10/01/23
3540,12000,,,0,10/01/23
1114,12000,,,0,10/01/23
3421,12000,,,22155,10/01/23
646,12000,,,32745,10/01/23
2252,12000,,,9827,10/01/23
3524,12000,,,0,10/01/23
2065,12000,,,6901,10/01/23
2879,12000,,,0,10/01/23
1052,12000,,,18712,10/01/23
843,12000,,,65860,10/01/23
3542,12000,,,0,10/01/23
3515,12000,,,7050,10/01/23
1,12000,,,1189116,10/01/23
2,12000,,,420,10/01/23
3522,12000,,,0,10/01/23
2170,12000,,,944,10/01/23
3306,12000,,,0,10/01/23
760,12000,,,716,10/01/23
2877,12000,,,0,10/01/23
2932,12000,,,0,10/01/23
3300,12000,,,14715,10/01/23
600,12000,,,92980,10/01/23
3184,12000,,,0,10/01/23
3231,12000,,,23621,10/01/23
2557,12000,,,31818,10/01/23
2518,12000,,,245985,10/01/23
480,12000,,,5122,10/01/23
3124,12000,,,39687,10/01/23
493,12000,,,13840,10/01/23
2853,12000,,,5592,10/01/23
2494,12000,,,0,10/01/23
3340,12000,,,653128,10/01/23
2816,12000,,,116934,10/01/23
3545,12000,,,0,10/01/23
3136,12000,,,640,10/01/23
1659,12000,,,8953,10/01/23
53,12000,,,22133,10/01/23
3017,12000,,,0,10/01/23
3349,12000,,,76198397,10/01/23
1319,12000,,,6562,10/01/23
695,12000,,,122,10/01/23
1949,12000,,,1963,10/01/23
2574,12000,,,1845,10/01/23
1399,12000,,,4091,10/01/23
85,12000,,,2230,10/01/23
77,12000,,,7565,10/01/23
2034,12000,,,6,10/01/23
574,12000,,,635,10/01/23
842,12000,,,0,10/01/23
2876,12000,,,40,10/01/23
875,12000,,,977,10/01/23
2307,12000,,,533683,10/01/23
2374,12000,,,0,10/01/23
3293,12000,,,0,10/01/23
3490,12000,,,0,10/01/23
2846,12000,,,373,10/01/23
3175,12000,,,4523,10/01/23
121,12000,,,0,10/01/23
1455,12000,,,7994,10/01/23
3463,12000,,,0,10/01/23
170,12000,,,1029973,10/01/23
1281,12000,,,0,10/01/23
2168,12000,,,883159,10/01/23
2807,12000,,,11808,10/01/23
2802,12000,,,34,10/01/23
2210,12000,,,1068515,10/01/23
3512,12000,,,0,10/01/23
2209,12000,,,5949296,10/01/23
841,12000,,,3146,10/01/23
554,12000,,,32268,10/01/23
804,12000,,,41,10/01/23
3479,12000,,,1579,10/01/23
1829,12000,,,13098,10/01/23
575,12000,,,3,10/01/23
2048,12000,,,1659,10/01/23
2551,12000,,,26121,10/01/23
2766,12000,,,25933,10/01/23
2015,12000,,,0,10/01/23
21,12000,,,4512,10/01/23
2611,12000,,,41394,10/01/23
2495,12000,,,24853,10/01/23
2306,12000,,,1178618,10/01/23
2880,12000,,,0,10/01/23
2443,12000,,,10302,10/01/23
1810,12000,,,727549,10/01/23
3532,12000,,,0,07/01/23
3388,12000,,,119771,10/01/23
524,12000,,,10778,10/01/23
3001,12000,,,30116,10/01/23
705,12000,,,1419561,10/01/23
3460,12000,,,0,10/01/23
779,12000,,,0,10/01/23
708,12000,,,53997,10/01/23
503,12000,,,0,10/01/23
665,12000,,,5260,10/01/23
3436,12000,,,6959,10/01/23
1818,12000,,,138,10/01/23
2638,12000,,,754,10/01/23
3245,12000,,,7288,10/01/23
3543,12000,,,0,10/01/23
436,12000,,,679823,10/01/23
2900,12000,,,14126,10/01/23
2618,12000,,,13850,10/01/23
435,12000,,,0,10/01/23
2755,12000,,,747,10/01/23
3294,12000,,,0,10/01/23
3470,12000,,,234107,10/01/23
3544,12000,,,0,10/01/23
444,12000,,,135,10/01/23
1745,12000,,,32828,10/01/23
3095,12000,,,0,10/01/23
2789,12000,,,481460,10/01/23
2119,12000,,,40373,10/01/23
902,12000,,,12783,10/01/23
1720,12000,,,2692,10/01/23
249,12000,,,6483,10/01/23
3518,12000,,,0,10/01/23
1000,12000,,,110565683,10/01/23
1581,12000,,,66,10/01/23
3279,12000,,,0,10/01/23
3396,12000,,,3474,10/01/23
2748,12000,,,3776,10/01/23
3354,12000,,,1105181,10/01/23
1144,12000,,,577,10/01/23
2830,12000,,,4,10/01/23
3330,12000,,,10969,10/01/23
3365,12000,,,7301,10/01/23
415,12000,,,6085,10/01/23
2568,12000,,,0,10/01/23
3223,12000,,,1874,10/01/23
492,12000,,,1381,10/01/23
236,12000,,,770,10/01/23
2530,12000,,,0,10/01/23
2905,12000,,,17638,10/01/23
2673,12000,,,6466989,10/01/23
438,12000,,,0,10/01/23
3541,12000,,,0,10/01/23
702,12000,,,47579,10/01/23
3525,12000,,,429,10/01/23
2761,12000,,,0,10/01/23
2838,12000,,,4109,10/01/23
1809,12000,,,1291,10/01/23
3116,12000,,,0,10/01/23
2796,12000,,,45,10/01/23
685,12000,,,0,10/01/23
3235,12000,,,0,10/01/23
3202,12000,,,283,10/01/23
3466,12000,,,0,10/01/23
2390,12000,,,12909,10/01/23
1307,12000,,,3726,10/01/23
3296,12000,,,641,10/01/23
256,12000,,,25,10/01/23
2982,12000,,,409,10/01/23
3527,12000,,,9755,10/01/23
1352,12000,,,0,10/01/23
3452,12000,,,0,10/01/23
2438,12000,,,11331,10/01/23
3450,12000,,,0,10/01/23
429,12000,,,24398,10/01/23
650,12000,,,2863440,10/01/23
963,12000,,,34588142,10/01/23
3328,12000,,,0,10/01/23
3185,12000,,,10189,10/01/23
3413,12000,,,0,10/01/23
3333,12000,,,1866,10/01/23
1885,12000,,,87112,10/01/23
3546,12000,,,0,10/01/23
567,12000,,,67320,10/01/23
2776,12000,,,266,10/01/23
2245,12000,,,1646,10/01/23
3446,12000,,,6353,10/01/23
2312,12000,,,13090414,10/01/23
3138,12000,,,49888,10/01/23
3271,12000,,,5312,10/01/23
3324,12000,,,0,10/01/23
3511,12000,,,0,10/01/23
2645,12000,,,10816,10/01/23
3292,12000,,,2934579,10/01/23
1481,12000,,,206120921,10/01/23
3523,12000,,,0,10/01/23
2546,12000,,,73288,10/01/23
3416,12000,,,35,10/01/23
857,12000,,,3751,10/01/23
2990,12000,,,140,10/01/23
1973,12000,,,0,10/01/23
933,12000,,,38,10/01/23
485,12000,,,45021,10/01/23
1046,12000,,,1208,10/01/23
2225,12000,,,1299246,10/01/23
330,12000,,,0,10/01/23
2722,12000,,,642,10/01/23
3172,12000,,,13794,10/01/23
3529,12000,,,9324,10/01/23
2650,12000,,,150,10/01/23
3390,12000,,,0,10/01/23
1354,12000,,,82732,10/01/23
3255,12000,,,783877,10/01/23
3303,12000,,,35756,10/01/23
212,12000,,,21634,10/01/23
2584,12000,,,9650,10/01/23
2733,12000,,,221681,10/01/23
3252,12000,,,15040,10/01/23
2499,12000,,,0,10/01/23
2772,12000,,,7209,10/01/23
3507,12000,,,680,10/01/23
3482,12000,,,0,10/01/23
3520,12000,,,0,10/01/23
3517,12000,,,0,07/01/23
1896,12000,,,3693,10/01/23
2289,12000,,,0,10/01/23
2995,12000,,,17215,10/01/23
3298,12000,,,400,10/01/23
2721,12000,,,3886,10/01/23
1557,12000,,,1208,10/01/23
538,12000,,,23,10/01/23
2914,12000,,,961,10/01/23
2216,12000,,,27436,10/01/23
1312,12000,,,179,10/01/23
2881,12000,,,350,10/01/23
3077,12000,,,0,10/01/23
604,12000,,,41423,10/01/23
2208,12000,,,7671,10/01/23
1978,12000,,,8312570,10/01/23
3061,12000,,,881,10/01/23
3403,12000,,,11137,10/01/23
3538,12000,,,0,10/01/23
1067,12000,,,123707,10/01/23
1115,12000,,,0,10/01/23
2559,12000,,,16164,10/01/23
2268,12000,,,5363253,10/01/23
3494,12000,,,1802,10/01/23
3395,12000,,,1137,10/01/23
2964,12000,,,2098,10/01/23
3417,12000,,,7314,10/01/23
3531,12000,,,8884,10/01/23
650,13000,,,279469,10/01/23
2209,13000,,,1679310,10/01/23
2755,13000,,,6317,10/01/23
3544,13000,,,0,10/01/23
2738,13000,,,0,10/01/23
1326,13000,,,304544,10/01/23
1927,13000,,,1632,10/01/23
3185,13000,,,112112,10/01/23
3396,13000,,,0,10/01/23
1370,13000,,,0,10/01/23
3255,13000,,,491879,10/01/23
2830,13000,,,0,10/01/23
2763,13000,,,0,10/01/23
2507,13000,,,5118,10/01/23
2590,13000,,,1598608,10/01/23
3303,13000,,,4203,10/01/23
3545,13000,,,0,10/01/23
3539,13000,,,0,10/01/23
2733,13000,,,42397,10/01/23
101,13000,,,2953,10/01/23
2407,13000,,,516,10/01/23
537,13000,,,0,10/01/23
3407,13000,,,101,10/01/23
3520,13000,,,0,10/01/23
3337,13000,,,0,10/01/23
1747,13000,,,0,10/01/23
3541,13000,,,0,10/01/23
524,13000,,,34110,10/01/23
2530,13000,,,33,10/01/23
3388,13000,,,192229,10/01/23
3454,13000,,,0,10/01/23
2034,13000,,,0,10/01/23
2995,13000,,,4679,10/01/23
817,13000,,,818,10/01/23
2876,13000,,,0,10/01/23
3194,13000,,,4750,10/01/23
2440,13000,,,0,10/01/23
3318,13000,,,0,10/01/23
685,13000,,,4,10/01/23
2241,13000,,,29046,10/01/23
3099,13000,,,0,10/01/23
2070,13000,,,0,10/01/23
1158,13000,,,1158,10/01/23
2726,13000,,,0,10/01/23
3235,13000,,,0,10/01/23
1312,13000,,,641,10/01/23
3161,13000,,,1911,10/01/23
3515,13000,,,24717,10/01/23
1115,13000,,,136,10/01/23
2268,13000,,,1379267,10/01/23
1920,13000,,,2374,10/01/23
841,13000,,,0,10/01/23
3176,13000,,,0,10/01/23
902,13000,,,0,10/01/23
3470,13000,,,0,10/01/23
3417,13000,,,0,10/01/23
965,13000,,,0,10/01/23
554,13000,,,101897,10/01/23
2877,13000,,,0,10/01/23
2853,13000,,,3344,10/01/23
478,13000,,,1524,10/01/23
3279,13000,,,0,10/01/23
21,13000,,,272,10/01/23
3124,13000,,,18039,10/01/23
2245,13000,,,0,10/01/23
2306,13000,,,0,10/01/23
2772,13000,,,0,10/01/23
2880,13000,,,0,10/01/23
85,13000,,,728,10/01/23
3017,13000,,,0,10/01/23
1319,13000,,,0,10/01/23
2152,13000,,,0,10/01/23
2574,13000,,,0,10/01/23
3311,13000,,,539258,10/01/23
3298,13000,,,0,10/01/23
842,13000,,,8865,10/01/23
609,13000,,,0,10/01/23
2997,13000,,,5550,10/01/23
3116,13000,,,0,10/01/23
3138,13000,,,0,10/01/23
3013,13000,,,0,10/01/23
646,13000,,,0,10/01/23
2846,13000,,,357,10/01/23
1455,13000,,,0,10/01/23
2506,13000,,,69,10/01/23
3415,13000,,,0,10/01/23
3416,13000,,,0,10/01/23
3290,13000,,,0,10/01/23
1067,13000,,,127890,10/01/23
1352,13000,,,679,10/01/23
2559,13000,,,0,10/01/23
436,13000,,,62878,10/01/23
3535,13000,,,0,07/01/23
435,13000,,,0,10/01/23
2664,13000,,,36,10/01/23
3538,13000,,,0,10/01/23
1281,13000,,,3232,10/01/23
2587,13000,,,10606,10/01/23
2103,13000,,,0,10/01/23
3294,13000,,,1013,10/01/23
3247,13000,,,0,10/01/23
444,13000,,,0,10/01/23
3231,13000,,,2,10/01/23
3467,13000,,,0,10/01/23
2766,13000,,,1703291,10/01/23
2650,13000,,,0,10/01/23
2015,13000,,,0,10/01/23
2490,13000,,,0,10/01/23
2551,13000,,,0,10/01/23
3518,13000,,,0,10/01/23
1581,13000,,,50377,10/01/23
3354,13000,,,1317784,10/01/23
492,13000,,,1336,10/01/23
2499,13000,,,0,10/01/23
2568,13000,,,0,10/01/23
3473,13000,,,6938,10/01/23
598,13000,,,191,10/01/23
1732,13000,,,67,10/01/23
2761,13000,,,0,10/01/23
3296,13000,,,4297,10/01/23
3224,13000,,,0,10/01/23
