"REGN,N,4,0","CODE,C,5","ITOGO,N,16,0","DT,D"
103,01000,286018,10/01/15
103,02000,0,10/01/15
103,10000,18623865,10/01/15
103,10001,1263951,10/01/15
103,10002,17359433,10/01/15
103,10003,481,10/01/15
103,11000,941199,10/01/15
103,11100,848825,10/01/15
103,11101,0,10/01/15
103,11102,0,10/01/15
103,11103,0,10/01/15
103,11104,0,10/01/15
103,11105,0,10/01/15
103,11106,0,10/01/15
103,11107,0,10/01/15
103,11108,0,10/01/15
103,11109,3265,10/01/15
103,11110,0,10/01/15
103,11111,3770,10/01/15
103,11112,684483,10/01/15
103,11113,0,10/01/15
103,11114,0,10/01/15
103,11115,96427,10/01/15
103,11116,0,10/01/15
103,11117,16,10/01/15
103,11118,60864,10/01/15
103,11119,0,10/01/15
103,11200,0,10/01/15
103,11201,0,10/01/15
103,11202,0,10/01/15
103,11203,0,10/01/15
103,11204,0,10/01/15
103,11205,0,10/01/15
103,11206,0,10/01/15
103,11207,0,10/01/15
103,11208,0,10/01/15
103,11209,0,10/01/15
103,11210,0,10/01/15
103,11211,0,10/01/15
103,11212,0,10/01/15
103,11213,0,10/01/15
103,11214,0,10/01/15
103,11215,0,10/01/15
103,11216,0,10/01/15
103,11217,0,10/01/15
103,11300,7826,10/01/15
103,11301,0,10/01/15
103,11302,7692,10/01/15
103,11303,134,10/01/15
103,11400,0,10/01/15
103,11401,0,10/01/15
103,11402,0,10/01/15
103,11403,0,10/01/15
103,11500,44325,10/01/15
103,11501,0,10/01/15
103,11502,0,10/01/15
103,11503,0,10/01/15
103,11504,25330,10/01/15
103,11505,18995,10/01/15
103,11506,0,10/01/15
103,11507,0,10/01/15
103,11508,0,10/01/15
103,11600,40223,10/01/15
103,11601,0,10/01/15
103,11602,0,10/01/15
103,11603,40223,10/01/15
103,11604,0,10/01/15
103,11605,0,10/01/15
103,11606,0,10/01/15
103,11607,0,10/01/15
103,11608,0,10/01/15
103,12000,322752,10/01/15
103,12100,43062,10/01/15
103,12101,276,10/01/15
103,12102,42786,10/01/15
103,12200,256052,10/01/15
103,12201,256052,10/01/15
103,12300,22498,10/01/15
103,12301,22498,10/01/15
103,12400,1140,10/01/15
103,12401,0,10/01/15
103,12402,0,10/01/15
103,12403,0,10/01/15
103,12404,1140,10/01/15
103,12405,0,10/01/15
103,12406,0,10/01/15
103,12407,0,10/01/15
103,13000,5519,10/01/15
103,13100,5519,10/01/15
103,13101,0,10/01/15
103,13102,0,10/01/15
103,13103,0,10/01/15
103,13104,272,10/01/15
103,13105,5247,10/01/15
103,13106,0,10/01/15
103,13107,0,10/01/15
103,13108,0,10/01/15
103,13200,0,10/01/15
103,13201,0,10/01/15
103,14000,0,10/01/15
103,14100,0,10/01/15
103,14101,0,10/01/15
103,14102,0,10/01/15
103,14103,0,10/01/15
103,14104,0,10/01/15
103,14200,0,10/01/15
103,14201,0,10/01/15
103,14202,0,10/01/15
103,14203,0,10/01/15
103,14204,0,10/01/15
103,14300,0,10/01/15
103,14301,0,10/01/15
103,14302,0,10/01/15
103,14303,0,10/01/15
103,14304,0,10/01/15
103,14400,0,10/01/15
103,14401,0,10/01/15
103,14402,0,10/01/15
103,14403,0,10/01/15
103,14404,0,10/01/15
103,15000,17016378,10/01/15
103,15100,17016238,10/01/15
103,15101,0,10/01/15
103,15102,17016238,10/01/15
103,15103,0,10/01/15
103,15200,140,10/01/15
103,15201,0,10/01/15
103,15202,140,10/01/15
103,15203,0,10/01/15
103,15204,0,10/01/15
103,16000,337536,10/01/15
103,16100,0,10/01/15
103,16101,0,10/01/15
103,16200,9712,10/01/15
103,16201,0,10/01/15
103,16202,0,10/01/15
103,16203,9712,10/01/15
103,16300,327824,10/01/15
103,16301,0,10/01/15
103,16302,0,10/01/15
103,16303,0,10/01/15
103,16304,4760,10/01/15
103,16305,323064,10/01/15
103,16306,0,10/01/15
103,17000,481,10/01/15
103,17100,0,10/01/15
103,17101,0,10/01/15
103,17102,0,10/01/15
103,17103,0,10/01/15
103,17200,0,10/01/15
103,17201,0,10/01/15
103,17202,0,10/01/15
103,17203,0,10/01/15
103,17300,481,10/01/15
103,17301,0,10/01/15
103,17302,1,10/01/15
103,17303,0,10/01/15
103,17304,0,10/01/15
103,17305,129,10/01/15
103,17306,351,10/01/15
103,17307,0,10/01/15
103,20000,18451905,10/01/15
103,20001,545974,10/01/15
103,20002,17789647,10/01/15
103,20003,2226,10/01/15
103,20100,18337847,10/01/15
103,21000,215012,10/01/15
103,21100,11983,10/01/15
103,21101,0,10/01/15
103,21102,11983,10/01/15
103,21103,0,10/01/15
103,21104,0,10/01/15
103,21200,0,10/01/15
103,21201,0,10/01/15
103,21202,0,10/01/15
103,21203,0,10/01/15
103,21204,0,10/01/15
103,21205,0,10/01/15
103,21206,0,10/01/15
103,21207,0,10/01/15
103,21208,0,10/01/15
103,21209,0,10/01/15
103,21210,0,10/01/15
103,21211,0,10/01/15
103,21212,0,10/01/15
103,21213,0,10/01/15
103,21214,0,10/01/15
103,21300,0,10/01/15
103,21301,0,10/01/15
103,21302,0,10/01/15
103,21303,0,10/01/15
103,21304,0,10/01/15
103,21305,0,10/01/15
103,21306,0,10/01/15
103,21307,0,10/01/15
103,21308,0,10/01/15
103,21309,0,10/01/15
103,21310,0,10/01/15
103,21311,0,10/01/15
103,21312,0,10/01/15
103,21313,0,10/01/15
103,21314,0,10/01/15
103,21315,0,10/01/15
103,21316,0,10/01/15
103,21317,0,10/01/15
