"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
101,А,10207,1558500.0000,2,01/01/12
101,А,10602,60200.0000,2,01/01/12
101,А,10603,2632.0000,2,01/01/12
101,А,10605,9834.0000,1,01/01/12
101,А,10701,22937.0000,2,01/01/12
101,А,10801,253510.0000,2,01/01/12
101,А,20202,529955.0000,1,01/01/12
101,А,20208,6902.0000,1,01/01/12
101,А,20209,0.0000,1,01/01/12
101,А,30102,140228.0000,1,01/01/12
101,А,30110,8637.0000,1,01/01/12
101,А,30114,709956.0000,1,01/01/12
101,А,30202,67470.0000,1,01/01/12
101,А,30204,28425.0000,1,01/01/12
101,А,30210,0.0000,1,01/01/12
101,А,30221,0.0000,1,01/01/12
101,А,30226,654.0000,2,01/01/12
101,А,30232,362.0000,2,01/01/12
101,А,30233,978.0000,1,01/01/12
101,А,30301,1999366.0000,2,01/01/12
101,А,30302,1999366.0000,1,01/01/12
101,А,30402,1701501.0000,1,01/01/12
101,А,30404,0.0000,1,01/01/12
101,А,30408,0.0000,2,01/01/12
101,А,30409,0.0000,1,01/01/12
101,А,30602,4.0000,1,01/01/12
101,А,31302,0.0000,2,01/01/12
101,А,31303,0.0000,2,01/01/12
101,А,31502,0.0000,2,01/01/12
101,А,31503,0.0000,2,01/01/12
101,А,31504,1608028.0000,2,01/01/12
101,А,31903,0.0000,1,01/01/12
101,А,31904,550000.0000,1,01/01/12
101,А,32002,0.0000,1,01/01/12
101,А,32003,0.0000,1,01/01/12
101,А,32007,0.0000,1,01/01/12
101,А,32202,0.0000,1,01/01/12
101,А,32203,0.0000,1,01/01/12
101,А,32204,1731705.0000,1,01/01/12
101,А,32211,19999.0000,2,01/01/12
101,А,32901,1847169.0000,2,01/01/12
101,А,32902,1283116.0000,1,01/01/12
101,А,40602,0.0000,2,01/01/12
101,А,40701,4075970.0000,2,01/01/12
101,А,40702,1576717.0000,2,01/01/12
101,А,40703,65949.0000,2,01/01/12
101,А,40802,3639.0000,2,01/01/12
101,А,40807,815401.0000,2,01/01/12
101,А,40817,138790.0000,2,01/01/12
101,А,40820,2590.0000,2,01/01/12
101,А,40903,0.0000,2,01/01/12
101,А,40911,28.0000,2,01/01/12
101,А,42005,14000.0000,2,01/01/12
101,А,42006,281000.0000,2,01/01/12
101,А,42104,0.0000,2,01/01/12
101,А,42301,10901.0000,2,01/01/12
101,А,42303,4385.0000,2,01/01/12
101,А,42304,81608.0000,2,01/01/12
101,А,42305,74788.0000,2,01/01/12
101,А,42306,15425.0000,2,01/01/12
101,А,42605,250.0000,2,01/01/12
101,А,43702,676604.0000,2,01/01/12
101,А,44002,117937.0000,2,01/01/12
101,А,45201,0.0000,1,01/01/12
101,А,45204,0.0000,1,01/01/12
101,А,45205,0.0000,1,01/01/12
101,А,45206,115000.0000,1,01/01/12
101,А,45215,6150.0000,2,01/01/12
101,А,45505,500.0000,1,01/01/12
101,А,45506,13594.0000,1,01/01/12
101,А,45507,21082.0000,1,01/01/12
101,А,45509,5.0000,1,01/01/12
101,А,45515,1315.0000,2,01/01/12
101,А,45812,7999.0000,1,01/01/12
101,А,45815,6640.0000,1,01/01/12
101,А,45818,14639.0000,2,01/01/12
101,А,45915,0.0000,1,01/01/12
101,А,45918,0.0000,2,01/01/12
101,А,47002,1461576.0000,1,01/01/12
101,А,47008,18643.0000,2,01/01/12
101,А,47403,0.0000,2,01/01/12
101,А,47404,182843.0000,1,01/01/12
101,А,47407,0.0000,2,01/01/12
101,А,47408,0.0000,1,01/01/12
101,А,47411,3027.0000,2,01/01/12
101,А,47416,143.0000,2,01/01/12
101,А,47422,10.0000,2,01/01/12
101,А,47423,16568.0000,1,01/01/12
101,А,47425,68.0000,2,01/01/12
101,А,47426,11049.0000,2,01/01/12
101,А,47427,862.0000,1,01/01/12
101,А,50104,0.0000,1,01/01/12
101,А,50105,0.0000,1,01/01/12
101,А,50106,641013.0000,1,01/01/12
101,А,50107,1162286.0000,1,01/01/12
101,А,50110,0.0000,1,01/01/12
101,А,50118,1753733.0000,1,01/01/12
101,А,50120,67303.0000,2,01/01/12
101,А,50121,10715.0000,1,01/01/12
101,А,50205,0.0000,1,01/01/12
101,А,50211,689578.0000,1,01/01/12
101,А,50218,131054.0000,1,01/01/12
101,А,50220,9833.0000,2,01/01/12
101,А,50221,2632.0000,1,01/01/12
101,А,50605,2232.0000,1,01/01/12
101,А,50606,162919.0000,1,01/01/12
101,А,50621,98294.0000,1,01/01/12
101,А,50706,10.0000,1,01/01/12
101,А,50719,10.0000,2,01/01/12
101,А,60301,1611.0000,2,01/01/12
101,А,60302,3056.0000,1,01/01/12
101,А,60305,0.0000,2,01/01/12
101,А,60306,2.0000,1,01/01/12
101,А,60308,0.0000,1,01/01/12
101,А,60309,0.0000,2,01/01/12
101,А,60310,3921.0000,1,01/01/12
101,А,60311,3390.0000,2,01/01/12
101,А,60312,10682.0000,1,01/01/12
101,А,60313,924.0000,2,01/01/12
101,А,60314,340.0000,1,01/01/12
101,А,60322,0.0000,2,01/01/12
101,А,60323,10918.0000,1,01/01/12
101,А,60324,11158.0000,2,01/01/12
101,А,60401,206385.0000,1,01/01/12
101,А,60404,3000.0000,1,01/01/12
101,А,60601,57022.0000,2,01/01/12
101,А,60701,18829.0000,1,01/01/12
101,А,61002,0.0000,1,01/01/12
101,А,61008,1601.0000,1,01/01/12
101,А,61009,0.0000,1,01/01/12
101,А,61210,0.0000,1,01/01/12
101,А,61403,98186.0000,1,01/01/12
101,А,70601,4903095.0000,2,01/01/12
101,А,70602,41722.0000,2,01/01/12
101,А,70603,2564125.0000,2,01/01/12
101,А,70606,4673315.0000,1,01/01/12
101,А,70607,100136.0000,1,01/01/12
101,А,70608,2595169.0000,1,01/01/12
101,А,70611,69824.0000,1,01/01/12
101,В,90701,10.0000,1,01/01/12
101,В,90705,0.0000,1,01/01/12
101,В,90901,131234.0000,1,01/01/12
101,В,90902,32991.0000,1,01/01/12
101,В,91312,96129.0000,2,01/01/12
101,В,91314,2072674.0000,2,01/01/12
101,В,91317,27.0000,2,01/01/12
101,В,91414,192987.0000,1,01/01/12
101,В,91417,497857.0000,1,01/01/12
101,В,91501,1596.0000,1,01/01/12
101,В,91507,3487.0000,2,01/01/12
101,В,91604,7658.0000,1,01/01/12
101,В,91803,9.0000,1,01/01/12
101,Г,93001,2921982.0000,1,01/01/12
101,Г,93002,1807610.0000,1,01/01/12
101,Г,93202,0.0000,1,01/01/12
101,Г,93301,0.0000,1,01/01/12
101,Г,93302,0.0000,1,01/01/12
101,Г,93303,0.0000,1,01/01/12
101,Г,93306,0.0000,1,01/01/12
101,Г,93307,0.0000,1,01/01/12
101,Г,93506,0.0000,1,01/01/12
101,Г,93507,0.0000,1,01/01/12
101,Г,93801,15333.0000,1,01/01/12
101,Г,94001,0.0000,1,01/01/12
101,Г,95003,0.0000,1,01/01/12
101,Г,96001,2937136.0000,2,01/01/12
101,Г,96002,1807789.0000,2,01/01/12
101,Г,96202,0.0000,2,01/01/12
101,Г,96301,0.0000,2,01/01/12
101,Г,96302,0.0000,2,01/01/12
101,Г,96303,0.0000,2,01/01/12
101,Г,96306,0.0000,2,01/01/12
101,Г,96307,0.0000,2,01/01/12
101,Г,96506,0.0000,2,01/01/12
101,Г,96507,0.0000,2,01/01/12
101,Г,96801,0.0000,2,01/01/12
101,Г,97001,0.0000,2,01/01/12
101,Г,97103,0.0000,2,01/01/12
101,Д,98010,19799346.7500,1,01/01/12
101,Д,98050,19190770.7500,2,01/01/12
101,Д,98070,608576.0000,2,01/01/12
101,В,99998,2172317.0000,1,01/01/12
101,В,99999,864342.0000,2,01/01/12
103,А,10208,1000000.0000,2,01/01/12
103,А,10603,206.0000,2,01/01/12
103,А,10701,130000.0000,2,01/01/12
103,А,10801,1023669.0000,2,01/01/12
103,А,20202,111353.0000,1,01/01/12
103,А,20207,0.0000,1,01/01/12
103,А,20209,0.0000,1,01/01/12
103,А,30102,1195624.0000,1,01/01/12
103,А,30110,17946.0000,1,01/01/12
103,А,30114,1020877.0000,1,01/01/12
103,А,30126,1761.0000,2,01/01/12
103,А,30202,31719.0000,1,01/01/12
