"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0","DT,D"
3138,11000,,,1180316,07/01/23
705,11000,,,4093221,07/01/23
2559,11000,,,493835,07/01/23
3271,11000,,,108647,07/01/23
3328,11000,,,2609067,07/01/23
21,11000,,,102106,07/01/23
3175,11000,,,222876,07/01/23
2568,11000,,,64081,07/01/23
1307,11000,,,1036509,07/01/23
665,11000,,,294603,07/01/23
2534,11000,,,1568207,07/01/23
2932,11000,,,77736,07/01/23
1343,11000,,,4788696,07/01/23
3466,11000,,,186311399,07/01/23
3349,11000,,,129400358,07/01/23
3540,11000,,,510730,07/01/23
481,11000,,,755294,07/01/23
1927,11000,,,1562455,07/01/23
3519,11000,,,21717,07/01/23
1896,11000,,,283070,07/01/23
2881,11000,,,173698,07/01/23
1158,11000,,,411832,07/01/23
2722,11000,,,41442,07/01/23
3306,11000,,,8921,07/01/23
1745,11000,,,2000150,07/01/23
429,11000,,,16307380,07/01/23
2721,11000,,,219399,07/01/23
2997,11000,,,874020,07/01/23
3252,11000,,,5247355,07/01/23
574,11000,,,53182,07/01/23
1659,11000,,,299895,07/01/23
2879,11000,,,3187740,07/01/23
2245,11000,,,31070,07/01/23
3330,11000,,,693366,07/01/23
3523,11000,,,22568,07/01/23
3333,11000,,,2040266,07/01/23
702,11000,,,651222,07/01/23
990,11000,,,88582,07/01/23
485,11000,,,2817372,07/01/23
1966,11000,,,1566098,07/01/23
2846,11000,,,136273,07/01/23
2838,11000,,,171607,07/01/23
2208,11000,,,588486,07/01/23
2618,11000,,,1773932,07/01/23
170,11000,,,4506038,07/01/23
2530,11000,,,44510,07/01/23
3525,11000,,,1495180,07/01/23
3290,11000,,,1029547,07/01/23
1948,11000,,,150232,07/01/23
2682,11000,,,187001,07/01/23
3522,11000,,,960805,07/01/23
598,11000,,,83981,07/01/23
2272,11000,,,62657969,07/01/23
1573,11000,,,1671665,07/01/23
1788,11000,,,49951,07/01/23
3341,11000,,,35204,07/01/23
3247,11000,,,269219,07/01/23
2306,11000,,,11454435,07/01/23
1747,11000,,,46973,07/01/23
3510,11000,,,470832,07/01/23
503,11000,,,8698,07/01/23
3545,11000,,,1928629,07/01/23
415,11000,,,5516564,07/01/23
3231,11000,,,43359,07/01/23
3465,11000,,,2023813,07/01/23
3255,11000,,,10440326,07/01/23
1818,11000,,,27414,07/01/23
53,11000,,,830517,07/01/23
2368,11000,,,527061,07/01/23
1115,11000,,,118323,07/01/23
650,11000,,,32398095,07/01/23
3242,11000,,,4166,07/01/23
2210,11000,,,10990721,07/01/23
1312,11000,,,73913,07/01/23
1765,11000,,,60678,07/01/23
2268,11000,,,23697060,07/01/23
3173,11000,,,23689,07/01/23
902,11000,,,1125083,07/01/23
2900,11000,,,372533,07/01/23
609,11000,,,339450,07/01/23
2152,11000,,,22252,07/01/23
3454,11000,,,591376,07/01/23
3500,11000,,,1712961,07/01/23
256,11000,,,297178,07/01/23
3161,11000,,,291948,07/01/23
1399,11000,,,147211,07/01/23
760,11000,,,238665,07/01/23
2070,11000,,,64910,07/01/23
3407,11000,,,1021530,07/01/23
524,11000,,,393389,07/01/23
2995,11000,,,273823,07/01/23
3490,11000,,,21680,07/01/23
478,11000,,,191412,07/01/23
3013,11000,,,846043,07/01/23
600,11000,,,1959782,07/01/23
2776,11000,,,581542,07/01/23
1370,11000,,,120986,07/01/23
843,11000,,,1664867,07/01/23
3482,11000,,,2079855,07/01/23
3475,11000,,,5761471,07/01/23
3245,11000,,,575371,07/01/23
3116,11000,,,13835,07/01/23
817,11000,,,97368,07/01/23
3473,11000,,,824953,07/01/23
3508,11000,,,17595,07/01/23
2587,11000,,,847511,07/01/23
2707,11000,,,7290305,07/01/23
1000,11000,,,767045502,07/01/23
3515,11000,,,835368,07/01/23
1829,11000,,,1051429,07/01/23
2763,11000,,,6110417,07/01/23
2880,11000,,,882648,07/01/23
708,11000,,,664866,07/01/23
2438,11000,,,142355,07/01/23
1151,11000,,,63344,07/01/23
3511,11000,,,78317,07/01/23
2755,11000,,,750193,07/01/23
3452,11000,,,7060,07/01/23
2684,11000,,,259610,07/01/23
2629,11000,,,1497834,07/01/23
3543,11000,,,16869,07/01/23
249,11000,,,932448,07/01/23
804,11000,,,30981,07/01/23
121,11000,,,2842645,07/01/23
2914,11000,,,1358008,07/01/23
3223,11000,,,129979,07/01/23
695,11000,,,48793,07/01/23
2990,11000,,,45837,07/01/23
3001,11000,,,2438766,07/01/23
2877,11000,,,85088,07/01/23
1581,11000,,,1798749,07/01/23
3436,11000,,,192391,07/01/23
3531,11000,,,656838,07/01/23
1978,11000,,,167892857,07/01/23
3257,11000,,,80283,07/01/23
3396,11000,,,784355,07/01/23
554,11000,,,3429346,07/01/23
3099,11000,,,1184687,07/01/23
3535,11000,,,6218,07/01/23
3470,11000,,,3458533,07/01/23
2,11000,,,72102,07/01/23
2590,11000,,,27587483,07/01/23
842,11000,,,209994,07/01/23
3077,11000,,,325301,07/01/23
2241,11000,,,2349979,07/01/23
2440,11000,,,6591527,07/01/23
3512,11000,,,42322,07/01/23
492,11000,,,135557,07/01/23
1046,11000,,,31089,07/01/23
2802,11000,,,70096,07/01/23
85,11000,,,50258,07/01/23
857,11000,,,175984,07/01/23
435,11000,,,512494,07/01/23
2853,11000,,,93943,07/01/23
3061,11000,,,631057,07/01/23
2557,11000,,,12017314,07/01/23
538,11000,,,53612,07/01/23
933,11000,,,36533,07/01/23
2499,11000,,,78487,07/01/23
2733,11000,,,5767761,07/01/23
3413,11000,,,125790,07/01/23
2551,11000,,,1615112,07/01/23
903,11000,,,277346,07/01/23
2772,11000,,,658499,07/01/23
2289,11000,,,14884499,07/01/23
1809,11000,,,75756,07/01/23
1810,11000,,,9222243,07/01/23
2065,11000,,,150839,07/01/23
3417,11000,,,346940,07/01/23
2576,11000,,,608078,07/01/23
2761,11000,,,4989,07/01/23
3294,11000,,,10865610,07/01/23
2796,11000,,,51209,07/01/23
2738,11000,,,3101776,07/01/23
3546,11000,,,0,07/01/23
2168,11000,,,14424477,07/01/23
3527,11000,,,266954,07/01/23
3479,11000,,,684468,07/01/23
3460,11000,,,52837,07/01/23
3533,11000,,,3055,07/01/23
3524,11000,,,215941,07/01/23
3542,11000,,,572751,07/01/23
3415,11000,,,33925,07/01/23
2034,11000,,,36259,07/01/23
2726,11000,,,2888,07/01/23
2495,11000,,,5002149,07/01/23
1973,11000,,,135489,07/01/23
1326,11000,,,253772498,07/01/23
2996,11000,,,72789,07/01/23
3017,11000,,,83800,07/01/23
2645,11000,,,318504,07/01/23
2905,11000,,,77902,07/01/23
3517,11000,,,4653,07/01/23
2085,11000,,,15990,07/01/23
2048,11000,,,528819,07/01/23
3395,11000,,,559747,07/01/23
3403,11000,,,953486,07/01/23
3421,11000,,,1344801,07/01/23
1920,11000,,,857948,07/01/23
1329,11000,,,547916,07/01/23
3269,11000,,,816745,07/01/23
1291,11000,,,59229,07/01/23
3379,11000,,,45111,07/01/23
2518,11000,,,6667453,07/01/23
3311,11000,,,9915656,07/01/23
3235,11000,,,1245322,07/01/23
1281,11000,,,100764,07/01/23
2816,11000,,,2775676,07/01/23
438,11000,,,178231,07/01/23
2868,11000,,,129072,07/01/23
3354,11000,,,11695665,07/01/23
1557,11000,,,9054960,07/01/23
3463,11000,,,134154,07/01/23
3467,11000,,,61835,07/01/23
3507,11000,,,20768,07/01/23
2602,11000,,,1602244,07/01/23
1781,11000,,,49227,07/01/23
2998,11000,,,19890438,07/01/23
2252,11000,,,208693,07/01/23
2638,11000,,,537066,07/01/23
3416,11000,,,227810,07/01/23
3538,11000,,,90689,07/01/23
646,11000,,,677642,07/01/23
3027,11000,,,389892,07/01/23
3529,11000,,,749324,07/01/23
2374,11000,,,51961,07/01/23
841,11000,,,32854,07/01/23
2574,11000,,,97541,07/01/23
3337,11000,,,1480715,07/01/23
2790,11000,,,9849780,07/01/23
2664,11000,,,354116,07/01/23
1288,11000,,,346772,07/01/23
67,11000,,,1207535,07/01/23
2225,11000,,,4573155,07/01/23
2309,11000,,,7294878,07/01/23
2982,11000,,,223164,07/01/23
2490,11000,,,2312075,07/01/23
588,11000,,,3578169,07/01/23
3365,11000,,,809070,07/01/23
2209,11000,,,138743002,07/01/23
2507,11000,,,1022238,07/01/23
3314,11000,,,30038,07/01/23
3194,11000,,,237205,07/01/23
2119,11000,,,671404,07/01/23
779,11000,,,71376,07/01/23
1114,11000,,,28383,07/01/23
2307,11000,,,4291336,07/01/23
356,11000,,,424335,07/01/23
1067,11000,,,1471288,07/01/23
2673,11000,,,117981662,07/01/23
1885,11000,,,3703259,07/01/23
2390,11000,,,425719,07/01/23
1354,11000,,,16522970,07/01/23
604,11000,,,185604,07/01/23
2807,11000,,,397913,07/01/23
480,11000,,,1147771,07/01/23
2564,11000,,,150462,07/01/23
1144,11000,,,171261,07/01/23
2929,11000,,,5991460,07/01/23
2216,11000,,,3469735,07/01/23
2860,11000,,,307553,07/01/23
2402,11000,,,1440243,07/01/23
101,11000,,,3577998,07/01/23
3166,11000,,,1230502,07/01/23
2103,11000,,,208607,07/01/23
2170,11000,,,633183,07/01/23
3124,11000,,,891645,07/01/23
3468,11000,,,136699,07/01/23
3388,11000,,,4080489,07/01/23
2494,11000,,,253418,07/01/23
2748,11000,,,14880021,07/01/23
1376,11000,,,481524,07/01/23
2876,11000,,,52504,07/01/23
330,11000,,,94086,07/01/23
3544,11000,,,262,07/01/23
2659,11000,,,201002,07/01/23
3532,11000,,,1032,07/01/23
537,11000,,,78861,07/01/23
1732,11000,,,32616,07/01/23
3541,11000,,,16174,07/01/23
3296,11000,,,157437,07/01/23
1680,11000,,,602579,07/01/23
3184,11000,,,23138,07/01/23
3539,11000,,,355327,07/01/23
2015,11000,,,325933,07/01/23
77,11000,,,1245188,07/01/23
354,12000,,,5936019,07/01/23
990,12000,,,99,07/01/23
121,12000,,,0,07/01/23
2673,12000,,,3613470,07/01/23
1312,12000,,,104,07/01/23
1885,12000,,,51986,07/01/23
2576,12000,,,0,07/01/23
3173,12000,,,725,07/01/23
2900,12000,,,9186,07/01/23
609,12000,,,119,07/01/23
695,12000,,,65,07/01/23
3340,12000,,,436510,07/01/23
2990,12000,,,84,07/01/23
2611,12000,,,27407,07/01/23
3500,12000,,,181163,07/01/23
3161,12000,,,29,07/01/23
2168,12000,,,393117,07/01/23
705,12000,,,836118,07/01/23
2559,12000,,,10252,07/01/23
2070,12000,,,0,07/01/23
3490,12000,,,0,07/01/23
554,12000,,,23293,07/01/23
3224,12000,,,9630,07/01/23
665,12000,,,3540,07/01/23
3166,12000,,,0,07/01/23
3116,12000,,,0,07/01/23
963,12000,,,21293872,07/01/23
3324,12000,,,0,07/01/23
598,12000,,,502,07/01/23
842,12000,,,0,07/01/23
1000,12000,,,61627655,07/01/23
2546,12000,,,38516,07/01/23
2880,12000,,,0,07/01/23
2534,12000,,,19787,07/01/23
444,12000,,,131,07/01/23
3466,12000,,,0,07/01/23
3522,12000,,,0,07/01/23
3473,12000,,,94875,07/01/23
1927,12000,,,930,07/01/23
3415,12000,,,0,07/01/23
2,12000,,,240,07/01/23
2650,12000,,,65,07/01/23
3017,12000,,,0,07/01/23
2645,12000,,,9013,07/01/23
3027,12000,,,4081,07/01/23
492,12000,,,981,07/01/23
3395,12000,,,1006,07/01/23
2802,12000,,,24,07/01/23
2225,12000,,,840572,07/01/23
2374,12000,,,0,07/01/23
1455,12000,,,4909,07/01/23
1288,12000,,,2199,07/01/23
3511,12000,,,0,07/01/23
3176,12000,,,0,07/01/23
2629,12000,,,0,07/01/23
249,12000,,,4410,07/01/23
702,12000,,,30187,07/01/23
3518,12000,,,0,07/01/23
650,12000,,,1717543,07/01/23
2816,12000,,,70192,07/01/23
1765,12000,,,0,07/01/23
783,12000,,,4655,07/01/23
2390,12000,,,8527,07/01/23
3001,12000,,,19033,07/01/23
2738,12000,,,33200,07/01/23
3416,12000,,,35,07/01/23
2638,12000,,,504,07/01/23
3531,12000,,,6059,07/01/23
3527,12000,,,6010,07/01/23
328,12000,,,579934,07/01/23
3013,12000,,,0,07/01/23
3290,12000,,,4910,07/01/23
3482,12000,,,0,07/01/23
2860,12000,,,7175,07/01/23
3475,12000,,,18251,07/01/23
3533,12000,,,0,07/01/23
101,12000,,,49065,07/01/23
3293,12000,,,0,07/01/23
481,12000,,,9540,07/01/23
3388,12000,,,80951,07/01/23
1896,12000,,,2179,07/01/23
2881,12000,,,200,07/01/23
236,12000,,,356,07/01/23
1720,12000,,,1844,07/01/23
1732,12000,,,90,07/01/23
67,12000,,,4264,07/01/23
857,12000,,,2007,07/01/23
841,12000,,,1941,07/01/23
2574,12000,,,1187,07/01/23
212,12000,,,12030,07/01/23
1329,12000,,,46250,07/01/23
3255,12000,,,437115,07/01/23
1818,12000,,,115,07/01/23
316,12000,,,6861311,07/01/23
2551,12000,,,18276,07/01/23
2867,12000,,,11157,07/01/23
1949,12000,,,1273,07/01/23
3538,12000,,,0,07/01/23
2530,12000,,,0,07/01/23
478,12000,,,386,07/01/23
3396,12000,,,1601,07/01/23
2609,12000,,,163,07/01/23
2929,12000,,,169,07/01/23
3535,12000,,,0,07/01/23
2402,12000,,,500,07/01/23
3245,12000,,,5399,07/01/23
3349,12000,,,47747838,07/01/23
1343,12000,,,369784,07/01/23
3470,12000,,,171112,07/01/23
3540,12000,,,0,07/01/23
3508,12000,,,0,07/01/23
2587,12000,,,4576,07/01/23
2034,12000,,,6,07/01/23
1049,12000,,,3532,07/01/23
2272,12000,,,2338376,07/01/23
2876,12000,,,0,07/01/23
2763,12000,,,5191,07/01/23
2659,12000,,,7698,07/01/23
2241,12000,,,4210,07/01/23
2905,12000,,,17563,07/01/23
2440,12000,,,408323,07/01/23
1319,12000,,,3415,07/01/23
3095,12000,,,0,07/01/23
85,12000,,,2092,07/01/23
3403,12000,,,6377,07/01/23
3337,12000,,,0,07/01/23
3184,12000,,,0,07/01/23
1920,12000,,,4197,07/01/23
1747,12000,,,920,07/01/23
2733,12000,,,144258,07/01/23
3379,12000,,,0,07/01/23
2557,12000,,,28353,07/01/23
779,12000,,,0,07/01/23
2368,12000,,,112,07/01/23
933,12000,,,29,07/01/23
3365,12000,,,4060,07/01/23
3269,12000,,,19555,07/01/23
3520,12000,,,0,07/01/23
3194,12000,,,1369,07/01/23
3450,12000,,,0,07/01/23
3185,12000,,,10725,07/01/23
2506,12000,,,23768,07/01/23
804,12000,,,24,07/01/23
438,12000,,,0,07/01/23
902,12000,,,7047,07/01/23
3354,12000,,,701458,07/01/23
1557,12000,,,926,07/01/23
2883,12000,,,90,07/01/23
3463,12000,,,0,07/01/23
3138,12000,,,37960,07/01/23
2796,12000,,,30,07/01/23
2877,12000,,,0,07/01/23
2807,12000,,,7771,07/01/23
2252,12000,,,6831,07/01/23
3525,12000,,,429,07/01/23
600,12000,,,47674,07/01/23
2776,12000,,,194,07/01/23
436,12000,,,493313,07/01/23
3175,12000,,,3279,07/01/23
2216,12000,,,17190,07/01/23
3460,12000,,,0,07/01/23
567,12000,,,44042,07/01/23
3413,12000,,,0,07/01/23
3061,12000,,,104,07/01/23
2490,12000,,,7355,07/01/23
77,12000,,,2256,07/01/23
2499,12000,,,0,07/01/23
2684,12000,,,27241,07/01/23
3543,12000,,,0,07/01/23
3330,12000,,,9248,07/01/23
3300,12000,,,11509,07/01/23
2119,12000,,,23433,07/01/23
2245,12000,,,1127,07/01/23
1481,12000,,,121704463,07/01/23
2307,12000,,,313832,07/01/23
3172,12000,,,9378,07/01/23
2789,12000,,,341146,07/01/23
2407,12000,,,0,07/01/23
1352,12000,,,0,07/01/23
2602,12000,,,68183,07/01/23
2208,12000,,,5609,07/01/23
1978,12000,,,5017596,07/01/23
1052,12000,,,8968,07/01/23
3257,12000,,,2977,07/01/23
1948,12000,,,386,07/01/23
1370,12000,,,1789,07/01/23
3279,12000,,,0,07/01/23
3468,12000,,,0,07/01/23
2494,12000,,,0,07/01/23
2726,12000,,,0,07/01/23
2495,12000,,,19786,07/01/23
1973,12000,,,0,07/01/23
1637,12000,,,38976,07/01/23
1326,12000,,,14569472,07/01/23
2590,12000,,,511330,07/01/23
1829,12000,,,5389,07/01/23
3077,12000,,,0,07/01/23
3512,12000,,,0,07/01/23
3544,12000,,,0,07/01/23
3532,12000,,,0,07/01/23
1158,12000,,,751,07/01/23
1573,12000,,,35234,07/01/23
2853,12000,,,3892,07/01/23
1745,12000,,,22582,07/01/23
3421,12000,,,15294,07/01/23
3465,12000,,,0,07/01/23
3247,12000,,,1250,07/01/23
3252,12000,,,12950,07/01/23
3296,12000,,,450,07/01/23
2790,12000,,,744973,07/01/23
415,12000,,,4040,07/01/23
1151,12000,,,1817,07/01/23
538,12000,,,0,07/01/23
1,12000,,,850397,07/01/23
3311,12000,,,27917,07/01/23
2772,12000,,,4801,07/01/23
1115,12000,,,0,07/01/23
3523,12000,,,0,07/01/23
1966,12000,,,7866,07/01/23
2268,12000,,,3401918,07/01/23
2065,12000,,,4307,07/01/23
604,12000,,,24706,07/01/23
2998,12000,,,1051334,07/01/23
1581,12000,,,60,07/01/23
3407,12000,,,0,07/01/23
1781,12000,,,696,07/01/23
1399,12000,,,3152,07/01/23
760,12000,,,503,07/01/23
3436,12000,,,4569,07/01/23
3328,12000,,,0,07/01/23
2568,12000,,,0,07/01/23
2932,12000,,,0,07/01/23
817,12000,,,47,07/01/23
3524,12000,,,0,07/01/23
1376,12000,,,9547,07/01/23
2996,12000,,,29769,07/01/23
3303,12000,,,20241,07/01/23
3298,12000,,,400,07/01/23
2085,12000,,,3,07/01/23
3306,12000,,,0,07/01/23
646,12000,,,22894,07/01/23
1046,12000,,,704,07/01/23
1788,12000,,,283,07/01/23
3541,12000,,,0,07/01/23
1680,12000,,,2939,07/01/23
574,12000,,,635,07/01/23
3510,12000,,,0,07/01/23
3545,12000,,,0,07/01/23
2309,12000,,,5438,07/01/23
588,12000,,,328415,07/01/23
3314,12000,,,0,07/01/23
3390,12000,,,0,07/01/23
2879,12000,,,0,07/01/23
2518,12000,,,137020,07/01/23
1114,12000,,,0,07/01/23
2289,12000,,,0,07/01/23
3136,12000,,,440,07/01/23
1281,12000,,,0,07/01/23
2914,12000,,,698,07/01/23
254,12000,,,32273,07/01/23
2761,12000,,,0,07/01/23
3446,12000,,,3922,07/01/23
1354,12000,,,57377,07/01/23
2152,12000,,,0,07/01/23
1143,12000,,,1600,07/01/23
2618,12000,,,9837,07/01/23
3546,12000,,,0,07/01/23
524,12000,,,10178,07/01/23
2995,12000,,,14553,07/01/23
2564,12000,,,13585,07/01/23
685,12000,,,0,07/01/23
3479,12000,,,834,07/01/23
2443,12000,,,1909,07/01/23
3099,12000,,,0,07/01/23
1307,12000,,,2278,07/01/23
2275,12000,,,1449743,07/01/23
2103,12000,,,3111,07/01/23
2170,12000,,,890,07/01/23
2682,12000,,,5311,07/01/23
875,12000,,,645,07/01/23
2748,12000,,,2415,07/01/23
3519,12000,,,0,07/01/23
3292,12000,,,1954511,07/01/23
708,12000,,,35163,07/01/23
3505,12000,,,0,07/01/23
2584,12000,,,4495,07/01/23
3341,12000,,,0,07/01/23
503,12000,,,0,07/01/23
2997,12000,,,160,07/01/23
2722,12000,,,443,07/01/23
2048,12000,,,1207,07/01/23
2964,12000,,,1109,07/01/23
2438,12000,,,6281,07/01/23
3529,12000,,,3991,07/01/23
435,12000,,,0,07/01/23
2664,12000,,,6810,07/01/23
2755,12000,,,621,07/01/23
2015,12000,,,0,07/01/23
3452,12000,,,0,07/01/23
1659,12000,,,7256,07/01/23
2830,12000,,,2,07/01/23
3235,12000,,,0,07/01/23
3242,12000,,,0,07/01/23
1067,12000,,,94531,07/01/23
485,12000,,,29617,07/01/23
2312,12000,,,7826488,07/01/23
3417,12000,,,3419,07/01/23
3202,12000,,,233,07/01/23
3454,12000,,,0,07/01/23
3271,12000,,,2713,07/01/23
256,12000,,,3,07/01/23
2838,12000,,,2968,07/01/23
3507,12000,,,539,07/01/23
480,12000,,,3667,07/01/23
170,12000,,,705916,07/01/23
21,12000,,,3885,07/01/23
3318,12000,,,0,07/01/23
965,12000,,,33800,07/01/23
1144,12000,,,422,07/01/23
843,12000,,,44483,07/01/23
493,12000,,,9583,07/01/23
3124,12000,,,21386,07/01/23
3542,12000,,,0,07/01/23
575,12000,,,3,07/01/23
2707,12000,,,40235,07/01/23
3515,12000,,,3941,07/01/23
330,12000,,,0,07/01/23
3517,12000,,,0,07/01/23
537,12000,,,599,07/01/23
429,12000,,,15822,07/01/23
2721,12000,,,2782,07/01/23
2306,12000,,,744004,07/01/23
1291,12000,,,0,07/01/23
3539,12000,,,0,07/01/23
2799,12000,,,0,07/01/23
2982,12000,,,277,07/01/23
3231,12000,,,15901,07/01/23
2209,12000,,,3271377,07/01/23
2507,12000,,,53,07/01/23
53,12000,,,14427,07/01/23
2766,12000,,,22084,07/01/23
2304,12000,,,0,07/01/23
903,12000,,,4219,07/01/23
356,12000,,,24196,07/01/23
3333,12000,,,1331,07/01/23
1809,12000,,,872,07/01/23
1810,12000,,,498204,07/01/23
2210,12000,,,772009,07/01/23
3223,12000,,,349,07/01/23
3494,12000,,,1446,07/01/23
3294,12000,,,0,07/01/23
3467,12000,,,0,07/01/23
2846,12000,,,359,07/01/23
3255,13000,,,314169,07/01/23
121,13000,,,98474,07/01/23
650,13000,,,192247,07/01/23
3546,13000,,,0,07/01/23
3223,13000,,,0,07/01/23
2789,13000,,,110174,07/01/23
2807,13000,,,11357,07/01/23
3354,13000,,,930453,07/01/23
3494,13000,,,0,07/01/23
2838,13000,,,0,07/01/23
3416,13000,,,0,07/01/23
1143,13000,,,7,07/01/23
1352,13000,,,405,07/01/23
1781,13000,,,643,07/01/23
170,13000,,,0,07/01/23
2070,13000,,,0,07/01/23
843,13000,,,119060,07/01/23
2860,13000,,,668,07/01/23
665,13000,,,0,07/01/23
3245,13000,,,0,07/01/23
875,13000,,,0,07/01/23
3475,13000,,,0,07/01/23
3099,13000,,,0,07/01/23
3535,13000,,,0,07/01/23
3349,13000,,,4082118,07/01/23
2494,13000,,,0,07/01/23
1049,13000,,,3431,07/01/23
1326,13000,,,183953,07/01/23
1000,13000,,,19705587,07/01/23
236,13000,,,0,07/01/23
3017,13000,,,0,07/01/23
3505,13000,,,956,07/01/23
2748,13000,,,29736,07/01/23
1376,13000,,,55857,07/01/23
2905,13000,,,0,07/01/23
3303,13000,,,3963,07/01/23
3298,13000,,,0,07/01/23
1158,13000,,,586,07/01/23
2085,13000,,,0,07/01/23
3306,13000,,,0,07/01/23
2802,13000,,,2843,07/01/23
2997,13000,,,1648,07/01/23
85,13000,,,603,07/01/23
857,13000,,,754,07/01/23
1455,13000,,,0,07/01/23
503,13000,,,0,07/01/23
3365,13000,,,24374,07/01/23
567,13000,,,0,07/01/23
2755,13000,,,5274,07/01/23
2304,13000,,,645585,07/01/23
3176,13000,,,0,07/01/23
3390,13000,,,0,07/01/23
2245,13000,,,0,07/01/23
1115,13000,,,93,07/01/23
3194,13000,,,909,07/01/23
702,13000,,,394,07/01/23
902,13000,,,0,07/01/23
2673,13000,,,3410467,07/01/23
1557,13000,,,7059,07/01/23
2761,13000,,,0,07/01/23
3173,13000,,,2194,07/01/23
2210,13000,,,74470,07/01/23
695,13000,,,87161,07/01/23
3294,13000,,,605,07/01/23
3507,13000,,,45,07/01/23
2796,13000,,,0,07/01/23
2618,13000,,,329832,07/01/23
1581,13000,,,30696,07/01/23
3290,13000,,,0,07/01/23
1948,13000,,,0,07/01/23
817,13000,,,554,07/01/23
3460,13000,,,0,07/01/23
101,13000,,,1566,07/01/23
3508,13000,,,0,07/01/23
3519,13000,,,0,07/01/23
842,13000,,,5350,07/01/23
2272,13000,,,1431535,07/01/23
2645,13000,,,60561,07/01/23
330,13000,,,0,07/01/23
2659,13000,,,30,07/01/23
2964,13000,,,2996,07/01/23
1720,13000,,,3544,07/01/23
1573,13000,,,0,07/01/23
3403,13000,,,0,07/01/23
3061,13000,,,0,07/01/23
2015,13000,,,0,07/01/23
77,13000,,,18976,07/01/23
2306,13000,,,0,07/01/23
2664,13000,,,36,07/01/23
3510,13000,,,0,07/01/23
1818,13000,,,0,07/01/23
2119,13000,,,0,07/01/23
3379,13000,,,0,07/01/23
1,13000,,,633459,07/01/23
3450,13000,,,0,07/01/23
2867,13000,,,6121,07/01/23
354,13000,,,38294310,07/01/23
2830,13000,,,0,07/01/23
2506,13000,,,59,07/01/23
2868,13000,,,39719,07/01/23
1281,13000,,,954,07/01/23
2816,13000,,,3905,07/01/23
254,13000,,,34670,07/01/23
1966,13000,,,0,07/01/23
3202,13000,,,0,07/01/23
2065,13000,,,0,07/01/23
2846,13000,,,357,07/01/23
3138,13000,,,0,07/01/23
3271,13000,,,7062,07/01/23
3318,13000,,,0,07/01/23
2252,13000,,,0,07/01/23
3328,13000,,,0,07/01/23
2559,13000,,,0,07/01/23
3257,13000,,,0,07/01/23
3436,13000,,,105,07/01/23
3013,13000,,,0,07/01/23
436,13000,,,36435,07/01/23
3396,13000,,,0,07/01/23
3224,13000,,,0,07/01/23
1343,13000,,,0,07/01/23
2170,13000,,,4766,07/01/23
481,13000,,,1752,07/01/23
2650,13000,,,0,07/01/23
