"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
2726,А,47407,0.0000,2,10/01/14
2726,А,47416,0.0000,2,10/01/14
2726,А,60312,1253.0000,1,10/01/14
2726,А,60313,0.0000,2,10/01/14
2726,А,60323,236.0000,1,10/01/14
2726,А,70606,1412610.0000,1,10/01/14
2249,А,30110,36129.0000,1,10/01/14
2249,А,30118,1583.0000,1,10/01/14
2249,А,32003,320000.0000,1,10/01/14
2249,А,40817,46201.0000,2,10/01/14
2249,А,40911,0.0000,2,10/01/14
2249,А,45208,71725.0000,1,10/01/14
2249,А,45415,434.0000,2,10/01/14
2249,А,45812,11500.0000,1,10/01/14
2249,А,45915,1.0000,1,10/01/14
2249,А,60312,97.0000,1,10/01/14
2249,А,61209,0.0000,1,10/01/14
2249,А,70609,4997.0000,1,10/01/14
2249,В,91317,14296.0000,2,10/01/14
2249,В,91508,1141.0000,2,10/01/14
1326,А,20309,232141.0000,2,10/01/14
1326,А,30122,4.0000,2,10/01/14
1326,А,30220,693838.0000,2,10/01/14
1326,А,30221,1.0000,1,10/01/14
1326,А,30236,2928637.0000,2,10/01/14
1326,А,30413,268860.0000,1,10/01/14
1326,А,30424,1689184.0000,1,10/01/14
1326,А,31305,29856392.0000,2,10/01/14
1326,А,31402,8245000.0000,2,10/01/14
1326,А,31406,1930908.0000,2,10/01/14
1326,А,32006,5500000.0000,1,10/01/14
1326,А,32105,2997240.0000,1,10/01/14
1326,А,32106,1166505.0000,1,10/01/14
1326,А,32109,5874391.0000,1,10/01/14
1326,А,32308,1595250.0000,1,10/01/14
1326,А,40503,242100.0000,2,10/01/14
1326,А,40701,10077467.0000,2,10/01/14
1326,А,40818,2.0000,2,10/01/14
1326,А,40903,29280.0000,2,10/01/14
1326,А,41402,0.0000,2,10/01/14
1326,А,42002,152429.0000,2,10/01/14
1326,А,42007,4208266.0000,2,10/01/14
1326,А,42102,25033230.0000,2,10/01/14
1326,А,42104,13144987.0000,2,10/01/14
1326,А,42106,20070395.0000,2,10/01/14
1326,А,42304,7240476.0000,2,10/01/14
1326,А,42305,112645343.0000,2,10/01/14
1326,А,42315,10719.0000,2,10/01/14
1326,А,43701,2522249.0000,2,10/01/14
1326,А,43703,0.0000,2,10/01/14
1326,А,44003,0.0000,2,10/01/14
1326,А,45106,7089936.0000,1,10/01/14
1326,А,45201,4255734.0000,1,10/01/14
1326,А,45502,26855.0000,1,10/01/14
1326,А,45504,663514.0000,1,10/01/14
1326,А,45509,16555007.0000,1,10/01/14
1326,А,45615,14751085.0000,2,10/01/14
1326,А,45707,6103.0000,1,10/01/14
1326,А,45715,228.0000,2,10/01/14
1326,А,47801,32983.0000,1,10/01/14
1326,А,50105,0.0000,1,10/01/14
1326,А,50308,1024513.0000,1,10/01/14
1326,А,50905,7.0000,1,10/01/14
1326,А,51405,90555.0000,1,10/01/14
1326,А,51410,0.0000,2,10/01/14
1326,А,52303,412115.0000,2,10/01/14
1326,А,52305,18471678.0000,2,10/01/14
1326,А,52602,25072163.0000,2,10/01/14
1326,А,60202,375687.0000,1,10/01/14
1326,А,60306,10326.0000,1,10/01/14
1326,А,60307,434.0000,2,10/01/14
1326,А,61002,1579.0000,1,10/01/14
1326,А,61210,0.0000,1,10/01/14
1326,А,61212,0.0000,1,10/01/14
1326,В,90702,6.0000,1,10/01/14
1326,В,91203,2821.0000,1,10/01/14
1326,В,91316,61905688.0000,2,10/01/14
1326,В,91412,57015649.0000,1,10/01/14
1326,Г,93301,1629895.0000,1,10/01/14
1326,Г,93403,0.0000,1,10/01/14
1326,Г,93411,46.0000,1,10/01/14
1326,Г,93502,117825.0000,1,10/01/14
1326,Г,96302,1302644.0000,2,10/01/14
1326,Г,96408,0.0000,2,10/01/14
1326,Г,96507,370671.0000,2,10/01/14
1326,Д,98020,8.0000,1,10/01/14
1326,Д,98040,45574597984.0000,2,10/01/14
1326,Д,98053,0.0000,2,10/01/14
2726,А,30221,0.0000,1,10/01/14
2726,А,32005,58000.0000,1,10/01/14
2726,А,47427,1118.0000,1,10/01/14
2726,А,60901,4781.0000,1,10/01/14
2726,А,61403,26353.0000,1,10/01/14
2249,А,10701,10000.0000,2,10/01/14
2249,А,20209,0.0000,1,10/01/14
2249,А,20303,0.0000,1,10/01/14
2249,А,20305,0.0000,1,10/01/14
2249,А,30305,693042.0000,2,10/01/14
2249,А,40702,646432.0000,2,10/01/14
2249,А,45815,6450.0000,1,10/01/14
2249,А,45918,1.0000,2,10/01/14
2249,А,47407,0.0000,2,10/01/14
2249,А,47411,8894.0000,2,10/01/14
2249,А,47415,30.0000,1,10/01/14
2249,А,47422,12.0000,2,10/01/14
2249,А,47425,416.0000,2,10/01/14
2249,А,47427,0.0000,1,10/01/14
2249,А,50105,21449.0000,1,10/01/14
2249,А,60301,87.0000,2,10/01/14
2249,А,60306,0.0000,1,10/01/14
2249,А,60401,19206.0000,1,10/01/14
2249,А,61702,1120.0000,1,10/01/14
2249,А,70606,306310.0000,1,10/01/14
2249,А,70615,1120.0000,2,10/01/14
2249,В,90901,131207.0000,1,10/01/14
2249,В,91004,0.0000,2,10/01/14
2249,Г,99996,0.0000,1,10/01/14
1326,А,20208,29394902.0000,1,10/01/14
1326,А,30110,1182829.0000,1,10/01/14
1326,А,30204,5381812.0000,1,10/01/14
1326,А,30232,6747109.0000,2,10/01/14
1326,А,30233,4407745.0000,1,10/01/14
1326,А,30306,768079868.0000,1,10/01/14
1326,А,31206,18000000.0000,2,10/01/14
1326,А,31303,27386933.0000,2,10/01/14
1326,А,31403,686933.0000,2,10/01/14
1326,А,31501,2332905.0000,2,10/01/14
1326,А,31503,2377542.0000,2,10/01/14
1326,А,32005,9339387.0000,1,10/01/14
1326,А,32311,29762.0000,2,10/01/14
1326,А,32901,97023996.0000,2,10/01/14
1326,А,40602,29265.0000,2,10/01/14
1326,А,40805,1458.0000,2,10/01/14
1326,А,40901,3180496.0000,2,10/01/14
1326,А,41502,0.0000,2,10/01/14
1326,А,41503,30000.0000,2,10/01/14
1326,А,41702,4600.0000,2,10/01/14
1326,А,42107,2396450.0000,2,10/01/14
1326,А,42307,156582.0000,2,10/01/14
1326,А,42504,3095155.0000,2,10/01/14
1326,А,42505,26738.0000,2,10/01/14
1326,А,42601,105160.0000,2,10/01/14
1326,А,44005,0.0000,2,10/01/14
1326,А,44607,3500000.0000,1,10/01/14
1326,А,45101,0.0000,1,10/01/14
1326,А,45205,41696245.0000,1,10/01/14
1326,А,47001,1648691.0000,1,10/01/14
1326,А,47008,44225.0000,2,10/01/14
1326,А,47103,4353361.0000,1,10/01/14
1326,А,47423,6378201.0000,1,10/01/14
1326,А,47425,19531926.0000,2,10/01/14
1326,А,47427,5289970.0000,1,10/01/14
1326,А,47431,3271365.0000,1,10/01/14
1326,А,50207,167178.0000,1,10/01/14
1326,А,50208,586140.0000,1,10/01/14
1326,А,50209,3937523.0000,1,10/01/14
1326,А,50211,6565792.0000,1,10/01/14
1326,А,50218,24483473.0000,1,10/01/14
1326,А,50408,650.0000,2,10/01/14
1326,А,50605,0.0000,1,10/01/14
1326,А,50606,1227264.0000,1,10/01/14
1326,А,50620,255648.0000,2,10/01/14
1326,А,50719,347.0000,2,10/01/14
1326,А,50720,186471.0000,2,10/01/14
1326,А,51402,119443.0000,1,10/01/14
1326,А,52304,6928369.0000,2,10/01/14
1326,А,60103,6654184.0000,1,10/01/14
1326,А,60106,447000.0000,1,10/01/14
1326,А,60312,3850881.0000,1,10/01/14
1326,А,61008,31710.0000,1,10/01/14
1326,А,61209,0.0000,1,10/01/14
1326,А,61213,0.0000,1,10/01/14
1326,А,61601,0.0000,1,10/01/14
1326,А,70603,655687160.0000,2,10/01/14
1326,В,90701,56.0000,1,10/01/14
1326,В,91202,1753.0000,1,10/01/14
1326,В,91501,531114.0000,1,10/01/14
1326,В,91508,1693.0000,2,10/01/14
1326,В,91803,701224.0000,1,10/01/14
1326,В,99999,4925783359.0000,2,10/01/14
1326,Г,93302,2975047.0000,1,10/01/14
1326,Г,93404,0.0000,1,10/01/14
1326,Г,93710,756106.0000,1,10/01/14
1326,Г,96311,42.0000,2,10/01/14
1326,Г,96701,0.0000,2,10/01/14
1326,Г,96703,0.0000,2,10/01/14
1326,Г,96704,74126.0000,2,10/01/14
1326,Г,99996,857335413.0000,1,10/01/14
