"NOM,N,4,0","PRSTR,N,4,0","CODE,C,5","NAME,C,254","NAME1,C,254"
1055,10,33209,"в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1056,10,33210,"в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1057,10,33211,в негосударственных финансовых организациях,
1058,10,33212,в негосударственных коммерческих организациях,
1059,10,33213,в негосударственных некоммерческих организациях,
1060,10,33214,в юридических лицах - нерезидентах,
1061,10,33215,в кредитных организациях,
1062,10,33216,в банках-нерезидентах,
1063,10,33217,в Банке России,
1064,10,33218,индивидуальным предпринимателям,
1065,10,33219,гражданам (физическим лицам),
1066,10,33220,физическим лицам - нерезидентам,
1067,120,33200,Итого по символам 33201 - 33220,
1068,20,,3. По денежным средствам на счетах:,
1069,10,33301,в Банке России,
1070,10,33302,в кредитных организациях,
1071,10,33303,в банках-нерезидентах,
1072,120,33300,Итого по символам 33301 - 33303,
1073,20,,4. По депозитам размещенным:,
1074,10,33401,в Банке России,
1075,10,33402,в кредитных организациях,
1076,10,33403,в банках-нерезидентах,
1077,120,33400,Итого по символам 33401 - 33403,
1078,20,,"5. По вложениям в долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток (кроме векселей):",
1079,10,33501,Российской Федерации,
1080,10,33502,субъектов Российской Федерации и органов местного самоуправления,
1081,10,33503,Банка России,
1082,10,33504,кредитных организаций,
1083,10,33505,прочих резидентов,
1084,10,33506,иностранных государств,
1085,10,33507,банков-нерезидентов,
1086,10,33508,прочих нерезидентов,
1087,120,33500,Итого по символам 33501 - 33508,
1088,20,,"6. По вложениям в долговые ценные бумаги, имеющиеся в наличии для продажи (кроме векселей):",
1089,10,33601,Российской Федерации,
1090,10,33602,субъектов Российской Федерации и органов местного самоуправления,
1091,10,33603,Банка России,
1092,10,33604,кредитных организаций,
1093,10,33605,прочих резидентов,
1094,10,33606,иностранных государств,
1095,10,33607,банков-нерезидентов,
1096,10,33608,прочих нерезидентов,
1097,120,33600,Итого по символам 33601 - 33608,
1098,20,,"7. По вложениям в долговые ценные бумаги, удерживаемые до погашения (кроме векселей):",
1099,10,33701,Российской Федерации,
1100,10,33702,субъектов Российской Федерации и органов местного самоуправления,
1101,10,33703,Банка России,
1102,10,33704,кредитных организаций,
1103,10,33705,прочих резидентов,
1104,10,33706,иностранных государств,
1105,10,33707,банков-нерезидентов,
1106,10,33708,прочих нерезидентов,
1107,120,33700,Итого по символам 33701 - 33708,
1108,20,,8. По вложениям в учтенные векселя:,
1109,10,33801,органов федеральной власти,
1110,10,33802,органов власти субъектов Российской Федерации и органов местного самоуправления,
1111,10,33803,кредитных организаций,
1112,10,33804,прочих резидентов,
1113,10,33805,органов государственной власти иностранных государств,
1114,10,33806,органов местной власти иностранных государств,
1115,10,33807,банков-нерезидентов,
1116,10,33808,прочих нерезидентов,
1117,120,33800,Итого по символам 33801 - 33808,
1118,120,33000,Итого по разделу 3,
1119,20,,"Раздел 4. Премии, уменьшающие процентные доходы",
1120,20,,"1. По предоставленным кредитам и кредитам, права требования по которым приобретены:",
1121,10,34101,Минфину России,
1122,10,34102,финансовым органам субъектов Российской Федерации и органов местного самоуправления,
1123,10,34103,государственным внебюджетным фондам Российской Федерации,
1124,10,34104,внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления,
1125,10,34105,"финансовым организациям, находящимся в федеральной собственности",
1126,10,34106,"коммерческим организациям, находящимся в федеральной собственности",
1127,10,34107,"некоммерческим организациям, находящимся в федеральной собственности",
1128,10,34108,"финансовым организациям, находящимся в государственной (кроме федеральной) собственности",
1129,10,34109,"коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1130,10,34110,"некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1131,10,34111,негосударственным финансовым организациям,
1132,10,34112,негосударственным коммерческим организациям,
1133,10,34113,негосударственным некоммерческим организациям,
1134,10,34114,индивидуальным предпринимателям,
1135,10,34115,гражданам (физическим лицам),
1136,10,34116,юридическим лицам - нерезидентам,
1137,10,34117,физическим лицам - нерезидентам,
1138,10,34118,кредитным организациям,
1139,10,34119,банкам-нерезидентам,
1140,10,34120,иностранным государствам,
1141,120,34100,Итого по символам 34101 - 34120,
1142,20,,"2. По прочим размещенным средствам, в том числе по прочим приобретенным правам требования:",
1143,10,34201,в Минфине России,
1144,10,34202,в финансовых органах субъектов Российской Федерации и органах местного самоуправления,
1145,10,34203,в государственных внебюджетных фондах Российской Федерации,
1146,10,34204,во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления,
1147,10,34205,"в финансовых организациях, находящихся в федеральной собственности",
1148,10,34206,"в коммерческих организациях, находящихся в федеральной собственности",
1149,10,34207,"в некоммерческих организациях, находящихся в федеральной собственности",
1150,10,34208,"в финансовых организациях, находящихся в государственной (кроме федеральной) собственности",
1151,10,34209,"в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1152,10,34210,"в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1153,10,34211,в негосударственных финансовых организациях,
1154,10,34212,в негосударственных коммерческих организациях,
1155,10,34213,в негосударственных некоммерческих организациях,
1156,10,34214,в юридических лицах - нерезидентах,
1157,10,34215,в кредитных организациях,
1158,10,34216,в банках-нерезидентах,
1159,10,34217,в Банке России,
1160,10,34218,индивидуальным предпринимателям,
1161,10,34219,гражданам (физическим лицам),
1162,10,34220,физическим лицам - нерезидентам,
1163,120,34200,Итого по символам 34201 - 34220,
1164,20,,"3. По вложениям в долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток (кроме векселей)",
1165,10,34301,Российской Федерации,
1166,10,34302,субъектов Российской Федерации и органов местного самоуправления,
1167,10,34303,Банка России,
1168,10,34304,кредитных организаций,
1169,10,34305,прочих резидентов,
1170,10,34306,иностранных государств,
1171,10,34307,банков-нерезидентов,
1172,10,34308,прочих нерезидентов,
1173,120,34300,Итого по символам 34301 - 34308,
1174,20,,"4. По вложениям в долговые ценные бумаги, имеющиеся в наличии для продажи (кроме векселей)",
1175,10,34401,Российской Федерации,
1176,10,34402,субъектов Российской Федерации и органов местного самоуправления,
1177,10,34403,Банка России,
1178,10,34404,кредитных организаций,
1179,10,34405,прочих резидентов,
1180,10,34406,иностранных государств,
1181,10,34407,банков-нерезидентов,
1182,10,34408,прочих нерезидентов,
1183,120,34400,Итого по символам 34401 - 34408,
1184,20,,"5. По вложениям в долговые ценные бумаги, удерживаемые до погашения (кроме векселей):",
1185,10,34501,Российской Федерации,
1186,10,34502,субъектов Российской Федерации и органов местного самоуправления,
1187,10,34503,Банка России,
1188,10,34504,кредитных организаций,
1189,10,34505,прочих резидентов,
1190,10,34506,иностранных государств,
1191,10,34507,банков-нерезидентов,
1192,10,34508,прочих нерезидентов,
1193,120,34500,Итого по символам 34501 - 34508,
1194,20,,6. По вложениям в учтенные векселя:,
1195,10,34601,органов федеральной власти,
1196,10,34602,органов власти субъектов Российской Федерации и органов местного самоуправления,
1197,10,34603,кредитных организаций,
1198,10,34604,прочих резидентов,
1199,10,34605,органов государственной власти иностранных государств,
1200,10,34606,органов местной власти иностранных государств,
1201,10,34607,банков-нерезидентов,
1202,10,34608,прочих нерезидентов,
1203,120,34600,Итого по символам 34601 - 34608,
1204,120,34000,Итого по разделу 4,
1205,20,,"Раздел 5. Корректировки, уменьшающие процентные доходы, на разницу между процентными доходами за отчетный период, рассчитанными в соответствии с применением ставки дисконтирования, и процентными доходами, начисленными без применения ставки дисконтировани",я
1206,20,,"1. По предоставленным кредитам и кредитам, права требования по которым приобретены:",
1207,10,35101,Минфину России,
1208,10,35102,финансовым органам субъектов Российской Федерации и органов местного самоуправления,
1209,10,35103,государственным внебюджетным фондам Российской Федерации,
1210,10,35104,внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления,
1211,10,35105,"финансовым организациям, находящимся в федеральной собственности",
1212,10,35106,"коммерческим организациям, находящимся в федеральной собственности",
1213,10,35107,"некоммерческим организациям, находящимся в федеральной собственности",
1214,10,35108,"финансовым организациям, находящимся в государственной (кроме федеральной) собственности",
1215,10,35109,"коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1216,10,35110,"некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1217,10,35111,негосударственным финансовым организациям,
1218,10,35112,негосударственным коммерческим организациям,
1219,10,35113,негосударственным некоммерческим организациям,
1220,10,35114,индивидуальным предпринимателям,
1221,10,35115,гражданам (физическим лицам),
1222,10,35116,юридическим лицам - нерезидентам,
1223,10,35117,физическим лицам - нерезидентам,
1224,10,35118,кредитным организациям,
1225,10,35119,банкам-нерезидентам,
1226,10,35120,иностранным государствам,
1227,120,35100,Итого по символам 35101 - 35120,
1228,20,,"2. По прочим размещенным средствам, в том числе по прочим приобретенным правам требования:",
1229,10,35201,в Минфине России,
1230,10,35202,в финансовых органах субъектов Российской Федерации и органов местного самоуправления,
1231,10,35203,в государственных внебюджетных фондах Российской Федерации,
1232,10,35204,во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления,
1233,10,35205,"в финансовых организациях, находящихся в федеральной собственности",
1234,10,35206,"в коммерческих организациях, находящихся в федеральной собственности",
1235,10,35207,"в некоммерческих организациях, находящихся в федеральной собственности",
1236,10,35208,"в финансовых организациях, находящихся в государственной (кроме федеральной) собственности",
1237,10,35209,"в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1238,10,35210,"в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1239,10,35211,в негосударственных финансовых организациях,
1240,10,35212,в негосударственных коммерческих организациях,
1241,10,35213,в негосударственных некоммерческих организациях,
1242,10,35214,в юридических лицах - нерезидентах,
1243,10,35215,в кредитных организациях,
1244,10,35216,в банках-нерезидентах,
1245,10,35217,в Банке России,
1246,10,35218,индивидуальным предпринимателям,
1247,10,35219,гражданам (физическим лицам),
1248,10,35220,физическим лицам - нерезидентам,
1249,120,35200,Итого по символам 35201 - 35220,
1250,20,,3. По денежным средствам на счетах:,
1251,10,35301,в Банке России,
1252,10,35302,в кредитных организациях,
1253,10,35303,в банках-нерезидентах,
1254,120,35300,Итого по символам 35301 - 35303,
1255,20,,4. По депозитам размещенным:,
1256,10,35401,в Банке России,
1257,10,35402,в кредитных организациях,
1258,10,35403,в банках-нерезидентах,
1259,120,35400,Итого по символам 35401 - 35403,
1260,20,,"5. По вложениям в долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток (кроме векселей):",
1261,10,35501,Российской Федерации,
1262,10,35502,субъектов Российской Федерации и органов местного самоуправления,
1263,10,35503,Банка России,
1264,10,35504,кредитных организаций,
1265,10,35505,прочих резидентов,
1266,10,35506,иностранных государств,
1267,10,35507,банков-нерезидентов,
1268,10,35508,прочих нерезидентов,
1269,120,35500,Итого по символам 35501 - 35508,
1270,20,,"6. По вложениям в долговые ценные бумаги, имеющиеся в наличии для продажи (кроме векселей):",
1271,10,35601,Российской Федерации,
1272,10,35602,субъектов Российской Федерации и органов местного самоуправления,
1273,10,35603,Банка России,
1274,10,35604,кредитных организаций,
1275,10,35605,прочих резидентов,
1276,10,35606,иностранных государств,
1277,10,35607,банков-нерезидентов,
1278,10,35608,прочих нерезидентов,
1279,120,35600,Итого по символам 35601 - 35608,
1280,20,,"7. По вложениям в долговые ценные бумаги, удерживаемые до погашения (кроме векселей):",
1281,10,35701,Российской Федерации,
1282,10,35702,субъектов Российской Федерации и органов местного самоуправления,
1283,10,35703,Банка России,
1284,10,35704,кредитных организаций,
1285,10,35705,прочих резидентов,
1286,10,35706,иностранных государств,
1287,10,35707,банков-нерезидентов,
1288,10,35708,прочих нерезидентов,
1289,120,35700,Итого по символам 35701 - 35708,
1290,20,,8. По вложениям в учтенные векселя:,
1291,10,35801,органов федеральной власти,
1292,10,35802,органов власти субъектов Российской Федерации и органов местного самоуправления,
1293,10,35803,кредитных организаций,
1294,10,35804,прочих резидентов,
1295,10,35805,органов государственной власти иностранных государств,
1296,10,35806,органов местной власти иностранных государств,
1297,10,35807,банков-нерезидентов,
1298,10,35808,прочих нерезидентов,
1299,120,35800,Итого по символам 35801 - 35808,
1300,120,35000,Итого по разделу 5,
1301,20,,"Раздел 6. Корректировки, увеличивающие процентные расходы, на разницу между процентными расходами за отчетный период, рассчитанными в соответствии с применением ставки дисконтирования, и процентными расходами, начисленными без применения ставки дисконтир",ования
1302,20,,1. По полученным кредитам:,
1303,10,36101,от Банка России,
1304,10,36102,от кредитных организаций,
1305,10,36103,от банков-нерезидентов,
1306,10,36104,от иностранных государств,
1307,10,36105,от других кредиторов,
1308,120,36100,Итого по символам 36101 - 36105,
1309,20,,2. По денежным средствам на банковских счетах клиентов - юридических лиц:,
1310,10,36201,"финансовых организаций, находящихся в федеральной собственности",
1311,10,36202,"коммерческих организаций, находящихся в федеральной собственности",
1312,10,36203,"некоммерческих организаций, находящихся в федеральной собственности",
1313,10,36204,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
1314,10,36205,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1315,10,36206,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1316,10,36207,негосударственных финансовых организаций,
1317,10,36208,негосударственных коммерческих организаций,
1318,10,36209,негосударственных некоммерческих организаций,
1319,10,36210,кредитных организаций,
1320,10,36211,банков-нерезидентов,
1321,10,36212,индивидуальных предпринимателей,
1322,10,36213,юридических лиц - нерезидентов,
1323,120,36200,Итого по символам 36201 - 36213,
1324,20,,3. По привлеченным депозитам юридических лиц:,
1325,10,36301,Федерального казначейства,
1326,10,36302,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
1327,10,36303,государственных внебюджетных фондов Российской Федерации,
1328,10,36304,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
1329,10,36305,"финансовых организаций, находящихся в федеральной собственности",
1330,10,36306,"коммерческих организаций, находящихся в федеральной собственности",
1331,10,36307,"некоммерческих организаций, находящихся в федеральной собственности",
1332,10,36308,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
1333,10,36309,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1334,10,36310,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1335,10,36311,негосударственных финансовых организаций,
1336,10,36312,негосударственных коммерческих организаций,
1337,10,36313,негосударственных некоммерческих организаций,
1338,10,36314,юридических лиц - нерезидентов,
1339,10,36315,кредитных организаций,
1340,10,36316,банков-нерезидентов,
1341,10,36317,Банка России,
1342,10,36318,индивидуальных предпринимателей,
1343,120,36300,Итого по символам 36301 - 36318,
1344,20,,4. По прочим привлеченным средствам юридических лиц:,
1345,10,36401,Минфина России,
1346,10,36402,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
1347,10,36403,государственных внебюджетных фондов Российской Федерации,
1348,10,36404,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
1349,10,36405,"финансовых организаций, находящихся в федеральной собственности",
1350,10,36406,"коммерческих организаций, находящихся в федеральной собственности",
1351,10,36407,"некоммерческих организаций, находящихся в федеральной собственности",
1352,10,36408,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
1353,10,36409,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1354,10,36410,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
1355,10,36411,негосударственных финансовых организаций,
1356,10,36412,негосударственных коммерческих организаций,
1357,10,36413,негосударственных некоммерческих организаций,
1358,10,36414,юридических лиц - нерезидентов,
1359,10,36415,кредитных организаций,
1360,10,36416,банков-нерезидентов,
1361,10,36417,Банка России,
1362,10,36418,индивидуальных предпринимателей,
1363,120,36400,Итого по символам 36401 - 36418,
1364,20,,5. По денежным средствам на банковских счетах клиентов - физических лиц:,
1365,10,36501,граждан Российской Федерации,
1366,10,36502,нерезидентов,
1367,120,36500,"Итого по символам 36501, 36502",
1368,20,,6. По привлеченным депозитам клиентов - физических лиц:,
1369,10,36601,граждан Российской Федерации,
1370,10,36602,нерезидентов,
1371,120,36600,"Итого по символам 36601, 36602",
1372,20,,7. По прочим привлеченным средствам клиентов - физических лиц:,
1373,10,36701,граждан Российской Федерации,
1374,10,36702,нерезидентов,
1375,120,36700,"Итого по символам 36701, 36702",
1376,20,,8. По выпущенным долговым ценным бумагам:,
1377,10,36801,по облигациям,
1378,10,36802,по депозитным сертификатам,
1379,10,36803,по сберегательным сертификатам,
1380,10,36804,по векселям,
1381,10,36805,по прочим выпущенным долговым ценным бумагам,
1382,120,36800,Итого по символам 36801 - 36805,
1383,120,36000,Итого по разделу 6,
1384,20,,Раздел 7. Расходы по формированию резервов на возможные потери,
1385,20,,"1. По предоставленным кредитам и кредитам, права требования по которым приобретены:",
1386,10,37101,Минфину России,
1387,10,37102,финансовым органам субъектов Российской Федерации и органов местного самоуправления,
1388,10,37103,государственным внебюджетным фондам Российской Федерации,
1389,10,37104,внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления,
1390,10,37105,"финансовым организациям, находящимся в федеральной собственности",
1391,10,37106,"коммерческим организациям, находящимся в федеральной собственности",
1392,10,37107,"некоммерческим организациям, находящимся в федеральной собственности",
1393,10,37108,"финансовым организациям, находящимся в государственной (кроме федеральной) собственности",
1394,10,37109,"коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1395,10,37110,"некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1396,10,37111,негосударственным финансовым организациям,
1397,10,37112,негосударственным коммерческим организациям,
1398,10,37113,негосударственным некоммерческим организациям,
1399,10,37114,индивидуальным предпринимателям,
1400,10,37115,гражданам (физическим лицам),
1401,10,37116,юридическим лицам - нерезидентам,
1402,10,37117,физическим лицам - нерезидентам,
1403,10,37118,кредитным организациям,
1404,10,37119,банкам-нерезидентам,
1405,10,37120,иностранным государствам,
1406,120,37100,Итого по символам 37101 - 37120,
1407,20,,"2. По прочим размещенным средствам, в том числе по прочим приобретенным правам требования:",
1408,10,37201,в Минфине России,
1409,10,37202,в финансовых органах субъектов Российской Федерации и органов местного самоуправления,
1410,10,37203,в государственных внебюджетных фондах Российской Федерации,
1411,10,37204,во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления,
1412,10,37205,"в финансовых организациях, находящихся в федеральной собственности",
1413,10,37206,"в коммерческих организациях, находящихся в федеральной собственности",
1414,10,37207,"в некоммерческих организациях, находящихся в федеральной собственности",
1415,10,37208,"в финансовых организациях, находящихся в государственной (кроме федеральной) собственности",
1416,10,37209,"в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1417,10,37210,"в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1418,10,37211,в негосударственных финансовых организациях,
1419,10,37212,в негосударственных коммерческих организациях,
1420,10,37213,в негосударственных некоммерческих организациях,
1421,10,37214,в юридических лицах - нерезидентах,
1422,10,37215,в кредитных организациях,
1423,10,37216,в банках-нерезидентах,
1424,10,37217,в Банке России,
1425,10,37218,индивидуальным предпринимателям,
1426,10,37219,гражданам (физическим лицам),
1427,10,37220,физическим лицам - нерезидентам,
1428,120,37200,Итого по символам 37201 - 37220,
1429,20,,3. По денежным средствам на счетах:,
1430,10,37301,в Банке России,
1431,10,37302,в кредитных организациях,
1432,10,37303,в банках-нерезидентах,
1433,120,37300,Итого по символам 37301 - 37303,
1434,20,,4. По депозитам размещенным:,
1435,10,37401,в Банке России,
1436,10,37402,в кредитных организациях,
1437,10,37403,в банках-нерезидентах,
1438,120,37400,Итого по символам 37401 - 37403,
1439,20,,"5. По вложениям в долговые ценные бумаги, имеющиеся в наличии для продажи (кроме векселей):",
1440,10,37501,Российской Федерации,
1441,10,37502,субъектов Российской Федерации и органов местного самоуправления,
1442,10,37503,Банка России,
1443,10,37504,кредитных организаций,
1444,10,37505,прочих резидентов,
1445,10,37506,иностранных государств,
1446,10,37507,банков-нерезидентов,
1447,10,37508,прочих нерезидентов,
1448,120,37500,Итого по символам 37501 - 37508,
1449,20,,"6. По вложениям в долговые ценные бумаги, удерживаемые до погашения (кроме векселей):",
1450,10,37601,Российской Федерации,
1451,10,37602,субъектов Российской Федерации и органов местного самоуправления,
1452,10,37603,Банка России,
1453,10,37604,кредитных организаций,
1454,10,37605,прочих резидентов,
1455,10,37606,иностранных государств,
1456,10,37607,банков-нерезидентов,
1457,10,37608,прочих нерезидентов,
1458,120,37600,Итого по символам 37601 - 37608,
1459,20,,7. По вложениям в учтенные векселя:,
1460,10,37701,органов федеральной власти,
1461,10,37702,органов власти субъектов Российской Федерации и органов местного самоуправления,
1462,10,37703,кредитных организаций,
1463,10,37704,прочих резидентов,
1464,10,37705,органов государственной власти иностранных государств,
1465,10,37706,органов местной власти иностранных государств,
1466,10,37707,банков-нерезидентов,
1467,10,37708,прочих нерезидентов,
1468,120,37700,Итого по символам 37701 - 37708,
1469,120,37000,Итого по разделу 7,
1470,120,10003,"""Всего по Части 3 """"Процентные расходы, расходы от корректировок и расходы по формированию резервов на возможные потери"""" (разделы 1 - 7)""",
1471,20,,Часть 4. Операционные расходы,
1472,20,,Раздел 1. Расходы от операций с предоставленными кредитами и прочими размещенными средствами,
1473,20,,"1. По предоставленным кредитам и кредитам, права требования по которым приобретены:",
1474,10,41101,Минфину России,
1475,10,41102,финансовым органам субъектов Российской Федерации и органов местного самоуправления,
1476,10,41103,государственным внебюджетным фондам Российской Федерации,
1477,10,41104,внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления,
1478,10,41105,"финансовым организациям, находящимся в федеральной собственности",
1479,10,41106,"коммерческим организациям, находящимся в федеральной собственности",
1480,10,41107,"некоммерческим организациям, находящимся в федеральной собственности",
1481,10,41108,"финансовым организациям, находящимся в государственной (кроме федеральной) собственности",
1482,10,41109,"коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1483,10,41110,"некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности",
1484,10,41111,негосударственным финансовым организациям,
1485,10,41112,негосударственным коммерческим организациям,
1486,10,41113,негосударственным некоммерческим организациям,
1487,10,41114,индивидуальным предпринимателям,
1488,10,41115,гражданам (физическим лицам),
1489,10,41116,юридическим лицам - нерезидентам,
1490,10,41117,физическим лицам - нерезидентам,
1491,10,41118,кредитным организациям,
1492,10,41119,банкам-нерезидентам,
1493,10,41120,иностранным государствам,
1494,120,41100,Итого по символам 41101 - 41120,
1495,20,,"2. По прочим размещенным средствам, в том числе по прочим приобретенным правам требования:",
1496,10,41201,в Минфине России,
1497,10,41202,в финансовых органах субъектов Российской Федерации и органов местного самоуправления,
1498,10,41203,в государственных внебюджетных фондах Российской Федерации,
1499,10,41204,во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления,
1500,10,41205,"в финансовых организациях, находящихся в федеральной собственности",
1501,10,41206,"в коммерческих организациях, находящихся в федеральной собственности",
1502,10,41207,"в некоммерческих организациях, находящихся в федеральной собственности",
1503,10,41208,"в финансовых организациях, находящихся в государственной (кроме федеральной) собственности",
1504,10,41209,"в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1505,10,41210,"в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности",
1506,10,41211,в негосударственных финансовых организациях,
1507,10,41212,в негосударственных коммерческих организациях,
1508,10,41213,в негосударственных некоммерческих организациях,
1509,10,41214,в юридических лицах - нерезидентах,
1510,10,41215,в кредитных организациях,
1511,10,41216,в банках-нерезидентах,
1512,10,41217,в Банке России,
1513,10,41218,индивидуальным предпринимателям,
1514,10,41219,гражданам (физическим лицам),
1515,10,41220,физическим лицам - нерезидентам,
1516,120,41200,Итого по символам 41201 - 41220,
1517,20,,3. По депозитам размещенным:,
1518,10,41301,в Банке России,
1519,10,41302,в кредитных организациях,
1520,10,41303,в банках-нерезидентах,
1521,120,41300,Итого по символам 41301 - 41303,
1522,120,41000,Итого по разделу 1,
