"NOM,N,4,0","PRSTR,N,4,0","CODE,C,5","NAME,C,254","NAME1,C,254"
548,10,23401,кредитных организаций,
549,10,23402,прочих резидентов,
550,10,23403,банков-нерезидентов,
551,10,23404,прочих нерезидентов,
552,120,23400,Итого по символам 23401 - 23404,
553,20,,5. Дивиденды от вложений в акции:,
554,10,23501,кредитных организаций,
555,10,23502,других организаций - резидентов,
556,10,23503,банков-нерезидентов,
557,10,23504,других организаций - нерезидентов,
558,120,23500,Итого по символам 23501 - 23504,
559,20,,6. Дивиденды от вложений в акции дочерних и зависимых обществ:,
560,10,23601,кредитных организаций,
561,10,23602,других организаций - резидентов,
562,10,23603,банков-нерезидентов,
563,10,23604,других организаций - нерезидентов,
564,120,23600,Итого по символам 23601 - 23604,
565,20,,"7. Доходы от участия в дочерних и зависимых хозяйственных обществах, кроме акционерных:",
566,10,23701,кредитных организациях,
567,10,23702,других организациях - резидентах,
568,10,23703,банках-нерезидентах,
569,10,23704,других организациях - нерезидентах,
570,120,23700,Итого по символам 23701 - 23704,
571,20,,"8. Доходы от участия в хозяйственных обществах, кроме акционерных:",
572,10,23801,кредитных организациях,
573,10,23802,других организациях - резидентах,
574,10,23803,банках-нерезидентах,
575,10,23804,других организациях - нерезидентах,
576,120,23800,Итого по символам 23801 - 23804,
577,20,,9. Доходы от операций с приобретенными долевыми ценными бумагами дочерних и зависимых хозяйственных обществ и паевых инвестиционных фондов:,
578,10,23901,кредитных организаций,
579,10,23902,других организаций - резидентов,
580,10,23903,банков - нерезидентов,
581,10,23904,других организаций - нерезидентов,
582,120,23900,Итого по символам 23901 - 23904,
583,120,23000,Итого по разделу 3,
584,20,,"Раздел 4. Доходы от операций с полученными кредитами, а также с прочими привлеченными средствами и выпущенными долговыми ценными бумагами",
585,20,,1. По полученным кредитам:,
586,10,24101,от Банка России,
587,10,24102,от кредитных организаций,
588,10,24103,от банков-нерезидентов,
589,10,24104,от иностранных государств,
590,10,24105,от других кредиторов,
591,120,24100,Итого по символам 24101 - 24105,
592,20,,2. По привлеченным депозитам юридических лиц:,
593,10,24201,Федерального казначейства,
594,10,24202,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
595,10,24203,государственных внебюджетных фондов Российской Федерации,
596,10,24204,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
597,10,24205,"финансовых организаций, находящихся в федеральной собственности",
598,10,24206,"коммерческих организаций, находящихся в федеральной собственности",
599,10,24207,"некоммерческих организаций, находящихся в федеральной собственности",
600,10,24208,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
601,10,24209,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
602,10,24210,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
603,10,24211,негосударственных финансовых организаций,
604,10,24212,негосударственных коммерческих организаций,
605,10,24213,негосударственных некоммерческих организаций,
606,10,24214,юридических лиц - нерезидентов,
607,10,24215,кредитных организаций,
608,10,24216,банков-нерезидентов,
609,10,24217,Банка России,
610,10,24218,индивидуальных предпринимателей,
611,120,24200,Итого по символам 24201 - 24218,
612,20,,3. По прочим привлеченным средствам юридических лиц:,
613,10,24301,Минфина России,
614,10,24302,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
615,10,24303,государственных внебюджетных фондов Российской Федерации,
616,10,24304,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
617,10,24305,"финансовых организаций, находящихся в федеральной собственности",
618,10,24306,"коммерческих организаций, находящихся в федеральной собственности",
619,10,24307,"некоммерческих организаций, находящихся в федеральной собственности",
620,10,24308,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
621,10,24309,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
622,10,24310,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
623,10,24311,негосударственных финансовых организаций,
624,10,24312,негосударственных коммерческих организаций,
625,10,24313,негосударственных некоммерческих организаций,
626,10,24314,юридических лиц - нерезидентов,
627,10,24315,кредитных организаций,
628,10,24316,банков-нерезидентов,
629,10,24317,Банка России,
630,10,24318,индивидуальных предпринимателей,
631,120,24300,Итого по символам 24301 - 24318,
632,20,,4. По привлеченным депозитам клиентов - физических лиц:,
633,10,24401,граждан Российской Федерации,
634,10,24402,нерезидентов,
635,120,24400,"Итого по символам 24401, 24402",
636,20,,5. По прочим привлеченным средствам клиентов - физических лиц:,
637,10,24501,граждан Российской Федерации,
638,10,24502,нерезидентов,
639,120,24500,"Итого по символам 24501, 24502",
640,20,,6. По выпущенным долговым ценным бумагам:,
641,10,24601,по облигациям,
642,10,24602,по депозитным сертификатам,
643,10,24603,по сберегательным сертификатам,
644,10,24604,по векселям,
645,10,24605,по прочим выпущенным долговым ценным бумагам,
646,120,24600,Итого по символам 24601 - 24605,
647,120,24000,Итого по разделу 4,
648,20,,"Раздел 5. Доходы от операций с производными финансовыми инструментами и от применения встроенных производных финансовых инструментов, не отделяемых от основного договора",
649,20,,"1. От операций с производными финансовыми инструментами, базовым (базисным) активом которых является иностранная валюта:",
650,10,25101,фьючерсы,
651,10,25102,форварды,
652,10,25103,опционы,
653,10,25104,свопы,
654,10,25105,прочие производные финансовые инструменты,
655,120,25100,Итого по символам 25101 - 25105,
656,20,,"2. От операций с производными финансовыми инструментами, базисным (базовым) активом которых являются процентные ставки:",
657,10,25201,фьючерсы,
658,10,25202,форварды,
659,10,25203,опционы,
660,10,25204,свопы,
661,10,25205,прочие производные финансовые инструменты,
662,120,25200,Итого по символам 25201 - 25205,
663,20,,"3. От операций с производными финансовыми инструментами, базисным (базовым) активом которых являются ценные бумаги:",
664,10,25301,фьючерсы,
665,10,25302,форварды,
666,10,25303,опционы,
667,10,25304,свопы,
668,10,25305,прочие производные финансовые инструменты,
669,120,25300,Итого по символам 25301 - 25305,
670,20,,"4. От операций с производными финансовыми инструментами, базисным (базовым) активом которых являются драгоценные металлы:",
671,10,25401,фьючерсы,
672,10,25402,форварды,
673,10,25403,опционы,
674,10,25404,свопы,
675,10,25405,прочие производные финансовые инструменты,
676,120,25400,Итого по символам 25401 - 25405,
677,20,,"5. От операций с производными финансовыми инструментами, базисным (базовым) активом которых являются другие базисные (базовые) активы:",
678,10,25501,фьючерсы,
679,10,25502,форварды,
680,10,25503,опционы,
681,10,25504,свопы,
682,10,25505,прочие производные финансовые инструменты,
683,120,25500,Итого по символам 25501 - 25505,
684,20,,"6. От применения встроенных производных инструментов, неотделяемых от основного договора (балансовый счет N 70605, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70705):",
685,10,25601,"доходы от применения встроенных производных инструментов, неотделяемых от основного договора",
686,120,25000,Итого по разделу 5,
687,20,,Раздел 6. Доходы от операций с иностранной валютой и драгоценными металлами и их переоценки,
688,20,,1. Доходы от операций купли-продажи иностранной валюты в наличной форме:,
689,10,26101,долларов США,
690,10,26102,Евро,
691,10,26103,Фунтов стерлингов Соединенного королевства,
692,10,26104,Швейцарских франков,
693,10,26105,Японских иен,
694,10,26106,других валют,
695,120,26100,Итого по символам 26101 - 26106,
696,20,,2. Доходы от операций купли-продажи иностранной валюты в безналичной форме:,
697,10,26201,долларов США,
698,10,26202,Евро,
699,10,26203,Фунтов стерлингов Соединенного королевства,
700,10,26204,Швейцарских франков,
701,10,26205,Японских иен,
702,10,26206,других валют,
703,120,26200,Итого по символам 26201 - 26206,
704,20,,"3. Доходы от переоценки средств в иностранной валюте (балансовый счет N 70603, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70703):",
705,10,26301,по долларам США,
706,10,26302,по Евро,
707,10,26303,по Фунтам стерлингов Соединенного королевства,
708,10,26304,по Швейцарским франкам,
709,10,26305,по Японским иенам,
710,10,26306,по другим валютам,
711,120,26300,Итого по символам 26301 - 26306,
712,20,,4. Доходы от операций купли-продажи драгоценных металлов:,
713,10,26401,Золота,
714,10,26402,Серебра,
715,10,26403,Платины,
716,10,26404,Палладия,
717,10,26405,Других драгоценных металлов,
718,120,26400,Итого по символам 26401 - 26405,
719,20,,"5. Доходы от переоценки драгоценных металлов (балансовый счет N 70604, при составлении годовой бухгалтерской (финансовой) отчетности - балансовый счет N 70704):",
720,10,26501,Золота,
721,10,26502,Серебра,
722,10,26503,Платины,
723,10,26504,Палладия,
724,10,26505,Других драгоценных металлов,
725,120,26500,Итого по символам 26501 - 26505,
726,120,26000,Итого по разделу 6,
727,20,,Раздел 7. Комиссионные и аналогичные доходы,
728,20,,1. От открытия и ведения банковских счетов:,
729,10,27101,кредитных организаций и банков-нерезидентов,
730,10,27102,"юридических лиц и юридических лиц - нерезидентов, кроме кредитных организаций и банков-нерезидентов",
731,10,27103,индивидуальных предпринимателей,
732,10,27104,граждан (физических лиц) и физических лиц - нерезидентов,
733,120,27100,Итого по символам 27101 - 27104,
734,20,,2. От расчетного и кассового обслуживания:,
735,10,27201,кредитных организаций и банков-нерезидентов,
736,10,27202,"юридических лиц и юридических лиц - нерезидентов, кроме кредитных организаций и банков-нерезидентов",
737,10,27203,индивидуальных предпринимателей,
738,10,27204,граждан (физических лиц) и физических лиц - нерезидентов,
739,120,27200,Итого по символам 27201 - 27204,
740,20,,3. От операций с валютными ценностями:,
741,10,27301,с кредитными организациями и банками-нерезидентами,
742,10,27302,"с юридическими лицами и юридическими лицами - нерезидентами, кроме кредитных организаций и банков-нерезидентов",
743,10,27303,с индивидуальными предпринимателями,
744,10,27304,с гражданами (физическими лицами) и физическими лицами - нерезидентами,
745,120,27300,Итого по символам 27301 - 27304,
746,20,,4. От осуществления переводов денежных средств:,
747,10,27401,по банковским счетам по поручению кредитных организаций и банков-нерезидентов,
748,10,27402,"по банковским счетам по поручению юридических лиц и юридических лиц - нерезидентов, кроме кредитных организаций и банков-нерезидентов",
749,10,27403,по банковским счетам по поручению индивидуальных предпринимателей,
750,10,27404,по банковским счетам по поручению граждан (физических лиц) и физических лиц - нерезидентов,
751,10,27405,"без открытия банковских счетов, в том числе электронных денежных средств, кредитными организациями и банками-нерезидентами",
752,10,27406,"без открытия банковских счетов, в том числе электронных денежных средств, юридическими лицами и юридическими лицами - нерезидентами, кроме кредитных организаций и банков-нерезидентов",
753,10,27407,"без открытия банковских счетов, в том числе электронных денежных средств, индивидуальными предпринимателями",
754,10,27408,"без открытия банковских счетов, в том числе электронных денежных средств, гражданами (физическими лицами) и физическими лицами - нерезидентами",
755,10,27409,прочие доходы от оказания услуг платежной инфраструктуры,
756,120,27400,Итого по символам 27401 - 27409,
757,20,,5. От операций по выдаче банковских гарантий и поручительств:,
758,10,27501,с кредитными организациями и банками-нерезидентами,
759,10,27502,"с юридическими лицами и юридическими лицами - нерезидентами, кроме кредитных организаций и банков-нерезидентов",
760,10,27503,с индивидуальными предпринимателями,
761,10,27504,с гражданами (физическими лицами) и физическими лицами - нерезидентами,
762,120,27500,Итого по символам 27501 - 27504,
763,20,,6. От оказания посреднических услуг по брокерским и аналогичным договорам:,
764,10,27601,кредитным организациям и банкам-нерезидентам,
765,10,27602,"юридическим лицам и юридическим лицам - нерезидентам, кроме кредитных организаций и банков-нерезидентов",
766,10,27603,индивидуальным предпринимателям,
767,10,27604,гражданам (физическим лицам) и физическим лицам - нерезидентам,
768,120,27600,Итого по символам 27601 - 27604,
769,20,,7. От операций доверительного управления имуществом:,
770,10,27701,кредитных организаций и банков-нерезидентов,
771,10,27702,"юридических лиц и юридических лиц - нерезидентов, кроме кредитных организаций и банков-нерезидентов",
772,10,27703,индивидуальных предпринимателей,
773,10,27704,граждан (физических лиц) и физических лиц - нерезидентов,
774,120,27700,Итого по символам 27701 - 27704,
775,20,,8. От оказания консультационных и информационных услуг:,
776,10,27801,кредитным организациям и банкам-нерезидентам,
777,10,27802,"юридическим лицам и юридическим лицам - нерезидентам, кроме кредитных организаций и банков-нерезидентов",
778,10,27803,индивидуальным предпринимателям,
779,10,27804,гражданам (физическим лицам) и физическим лицам - нерезидентам,
780,120,27800,Итого по символам 27801 - 27804,
781,20,,9. От других операций:,
782,10,27901,с кредитными организациями и банками-нерезидентами,
783,10,27902,"с юридическими лицами и юридическими лицами - нерезидентами, кроме кредитных организаций и банков-нерезидентов",
784,10,27903,с индивидуальными предпринимателями,
785,10,27904,с гражданами (физическими лицами) и физическими лицами - нерезидентами,
786,10,27900,Итого по символам 27901 - 27904,
787,120,27000,Итого по разделу 7,
788,20,,Раздел 8. Другие операционные доходы,
789,20,,"1. Доходы от переоценки обязательств и требований, оцениваемых по справедливой стоимости через прибыль или убыток, по прочим операциям:",
790,10,28101,доходы от переоценки обязательств по возврату проданных или переданных ценных бумаг,
791,10,28102,"доходы от переоценки обязательств по выплате денежных средств, основанных на акциях",
792,10,28103,доходы от переоценки других обязательств по прочим операциям,
793,10,28104,доходы от переоценки требований по возврату переданных ценных бумаг,
794,120,28100,Итого по символам 28101 - 28104,
795,20,,2. Доходы от восстановления (уменьшения) сумм резервов на возможные потери:,
796,10,28201,"по активам, переданным в доверительное управление",
797,10,28202,по условным обязательствам кредитного характера,
798,10,28203,по операциям финансовой аренды (лизинга),
799,10,28204,"по другим активам, в том числе требованиям, и прочим операциям, не приносящим процентный доход",
800,120,28200,Итого по символам 28201 - 28204,
801,20,,3. Доходы от аренды:,
802,10,28301,доходы от предоставления в аренду специальных помещений и сейфов для хранения документов и ценностей,
803,10,28302,доходы от сдачи имущества в аренду,
804,10,28303,доходы от операций финансовой аренды (лизинга),
805,120,28300,Итого по символам 28301 - 28303,
806,20,,"4. Неустойки (штрафы, пени):",
807,10,28401,по операциям привлечения и предоставления (размещения) денежных средств,
808,10,28402,по другим банковским операциям и сделкам,
809,120,28400,"Итого по символам 28401, 28402",
810,20,,"5. Доходы по операциям с недвижимостью, временно неиспользуемой в основной деятельности:",
811,10,28501,"доходы от выбытия (реализации) недвижимости, временно неиспользуемой в основной деятельности",
812,10,28502,"доходы от сдачи в аренду недвижимости, временно неиспользуемой в основной деятельности",
813,10,28503,"доходы от восстановления убытков от обесценения недвижимости, временно неиспользуемой в основной деятельности",
814,10,28504,"доходы от изменения справедливой стоимости недвижимости, временно неиспользуемой в основной деятельности",
815,120,28500,Итого по символам 28501 - 28504,
816,20,,"6. Доходы по операциям с долгосрочными активами, предназначенными для продажи:",
817,10,28601,"доходы от выбытия (реализации) долгосрочных активов, предназначенных для продажи",
818,10,28602,"доходы от последующего увеличения справедливой стоимости долгосрочных активов, предназначенных для продажи",
819,120,28600,"Итого по символам 28601, 28602",
820,20,,"7. Доходы по операциям с имуществом, полученным по договорам отступного, залога:",
821,10,28701,"доходы от выбытия (реализации) средств труда, полученных по договорам отступного, залога, назначение которых не определено",
822,10,28702,"доходы от выбытия (реализации) предметов труда, полученных по договорам отступного, залога, назначение которых не определено",
823,10,28703,"доходы от последующего увеличения справедливой стоимости средств труда, полученных по договорам отступного, залога, назначение которых не определено",
824,10,28704,"доходы от восстановления снижения стоимости предметов труда, полученных по договорам отступного, залога, назначение которых не определено",
825,120,28700,Итого по символам 28701 - 28704,
826,20,,8. Прочие операционные доходы:,
827,10,28801,доходы от передачи активов в доверительное управление,
828,10,28802,"доходы прошлых лет, выявленные в отчетном году",
829,10,28803,прочие доходы,
830,120,28800,Итого по символам 28801 - 28803,
831,120,28000,Итого по разделу 8,
832,20,,"Раздел 9. Доходы, связанные с операциями по обеспечению деятельности кредитной организации",
833,20,,1. Доходы по операциям с основными средствами и нематериальными активами:,
834,10,29101,доходы от выбытия (реализации) основных средств,
835,10,29102,доходы от выбытия (реализации) нематериальных активов,
836,10,29103,доходы от выбытия (реализации) прочего имущества,
837,10,29104,доходы от восстановления убытков от обесценения основных средств,
838,10,29105,доходы от восстановления убытков от обесценения нематериальных активов,
839,10,29106,доходы от дооценки основных средств после их уценки,
840,10,29107,доходы от дооценки нематериальных активов после их уценки,
841,120,29100,Итого по символам 29101 - 29107,
842,20,,2. Доходы от корректировки обязательств по выплате вознаграждений работникам и по оплате страховых взносов:,
843,10,29201,по выплате вознаграждений работникам со сроком исполнения в течение годового отчетного периода и в течение 12 месяцев после окончания годового отчетного периода,
844,10,29202,"по выплате вознаграждений работникам по окончании трудовой деятельности, ограниченных фиксируемыми платежами",
845,10,29203,"по выплате вознаграждений работникам по окончании трудовой деятельности, не ограниченных фиксируемыми платежами, от оказания работниками услуг в предшествующих периодах и возникающие при их исполнении",
846,10,29204,"процентный доход, возникающий при определении величины обязательств по выплате долгосрочных вознаграждений работникам по окончании трудовой деятельности, не ограниченных фиксируемыми платежами",
847,10,29205,по прочим выплатам вознаграждений работникам со сроком исполнения свыше 12 месяцев после окончания годового отчетного периода,
848,10,29206,по выходным пособиям со сроком исполнения свыше 12 месяцев после окончания годового отчетного периода,
849,10,29207,по оплате страховых взносов с выплат вознаграждений работникам со сроком исполнения в течение годового отчетного периода и в течение 12 месяцев после окончания годового отчетного периода,
850,10,29208,по оплате страховых взносов с выплат вознаграждений работникам со сроком исполнения свыше 12 месяцев после окончания годового отчетного периода,
851,120,29200,Итого по символам 29201 - 29208,
852,20,,3. Доходы от восстановления сумм резервов - оценочных обязательств некредитного характера:,
853,10,29301,по не урегулированным спорам и не завершенным на отчетную дату судебным разбирательствам,
854,10,29302,"по не разрешенным разногласиям по уплате неустойки (штрафов, пени)",
855,10,29303,по закрытию подразделения кредитной организации,
856,10,29304,по прочим резервам - оценочным обязательствам некредитного характера,
857,120,29300,Итого по символам 29301 - 29304,
858,20,,"4. Прочие доходы, связанные с операциями по обеспечению деятельности кредитной организации:",
859,10,29401,"неустойки (штрафы, пени) по прочим (хозяйственным) операциям",
860,10,29402,доходы от безвозмездно полученного имущества,
861,10,29403,"поступления в возмещение причиненных убытков, в том числе страховое возмещение от страховщиков",
862,10,29404,доходы от оприходования излишков имущества,
863,10,29405,доходы от оприходования излишков денежной наличности,
864,10,29406,доходы от списания обязательств и невостребованной кредиторской задолженности,
865,10,29407,"другие доходы, относимые к прочим, в том числе носящие разовый, случайный характер",
866,120,29400,Итого по символам 29401 - 29407,
867,120,29000,Итого по разделу 9,
868,120,10002,"""Всего по Части 2 """"Операционные доходы"""" (разделы 1 - 9)""",
869,120,19999,Всего доходов (части 1 - 2),
870,20,,"Часть 3. Процентные расходы, расходы от корректировок и расходы по формированию резервов на возможные потери",
871,20,,Раздел 1. Процентные расходы,
872,20,,1. По полученным кредитам:,
873,10,31101,от Банка России,
874,10,31102,от кредитных организаций,
875,10,31103,от банков-нерезидентов,
876,10,31104,от иностранных государств,
877,10,31105,от других кредиторов,
878,120,31100,Итого по символам 31101 - 31105,
879,20,,2. По денежным средствам на банковских счетах клиентов - юридических лиц:,
880,10,31201,"финансовых организаций, находящихся в федеральной собственности",
881,10,31202,"коммерческих организаций, находящихся в федеральной собственности",
882,10,31203,"некоммерческих организаций, находящихся в федеральной собственности",
883,10,31204,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
884,10,31205,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
885,10,31206,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
886,10,31207,негосударственных финансовых организаций,
887,10,31208,негосударственных коммерческих организаций,
888,10,31209,негосударственных некоммерческих организаций,
889,10,31210,кредитных организаций,
890,10,31211,банков-нерезидентов,
891,10,31212,индивидуальных предпринимателей,
892,10,31213,юридических лиц - нерезидентов,
893,120,31200,Итого по символам 31201 - 31213,
894,20,,3. По привлеченным депозитам юридических лиц:,
895,10,31301,Федерального казначейства,
896,10,31302,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
897,10,31303,государственных внебюджетных фондов Российской Федерации,
898,10,31304,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
899,10,31305,"финансовых организаций, находящихся в федеральной собственности",
900,10,31306,"коммерческих организаций, находящихся в федеральной собственности",
901,10,31307,"некоммерческих организаций, находящихся в федеральной собственности",
902,10,31308,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
903,10,31309,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
904,10,31310,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
905,10,31311,негосударственных финансовых организаций,
906,10,31312,негосударственных коммерческих организаций,
907,10,31313,негосударственных некоммерческих организаций,
908,10,31314,юридических лиц - нерезидентов,
909,10,31315,кредитных организаций,
910,10,31316,банков-нерезидентов,
911,10,31317,Банка России,
912,10,31318,индивидуальных предпринимателей,
913,120,31300,Итого по символам 31301 - 31318,
914,20,,4. По прочим привлеченным средствам юридических лиц:,
915,10,31401,Минфина России,
916,10,31402,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
917,10,31403,государственных внебюджетных фондов Российской Федерации,
918,10,31404,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
919,10,31405,"финансовых организаций, находящихся в федеральной собственности",
920,10,31406,"коммерческих организаций, находящихся в федеральной собственности",
921,10,31407,"некоммерческих организаций, находящихся в федеральной собственности",
922,10,31408,"финансовых организаций, находящихся в государственной (кроме федеральной) собственности",
923,10,31409,"коммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
924,10,31410,"некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности",
925,10,31411,негосударственных финансовых организаций,
926,10,31412,негосударственных коммерческих организаций,
927,10,31413,негосударственных некоммерческих организаций,
928,10,31414,юридических лиц - нерезидентов,
929,10,31415,кредитных организаций,
930,10,31416,банков-нерезидентов,
931,10,31417,Банка России,
932,10,31418,индивидуальных предпринимателей,
933,120,31400,Итого по символам 31401 - 31418,
934,20,,5. По денежным средствам на банковских счетах клиентов - физических лиц:,
935,10,31501,граждан Российской Федерации,
936,10,31502,нерезидентов,
937,120,31500,"Итого по символам 31501, 31502",
938,20,,6. По привлеченным депозитам клиентов - физических лиц:,
939,10,31601,граждан Российской Федерации,
940,10,31602,нерезидентов,
941,120,31600,"Итого по символам 31601, 31602",
942,20,,7. По прочим привлеченным средствам клиентов - физических лиц:,
943,10,31701,граждан Российской Федерации,
944,10,31702,нерезидентов,
945,120,31700,"Итого по символам 31701, 31702",
946,20,,8. По выпущенным долговым ценным бумагам:,
947,10,31801,по облигациям,
948,10,31802,по депозитным сертификатам,
949,10,31803,по сберегательным сертификатам,
950,10,31804,по векселям,
951,10,31805,по прочим выпущенным долговым ценным бумагам,
952,120,31800,Итого по символам 31801 - 31805,
953,20,,9. По размещенным средствам в иностранной валюте в банках-нерезидентах по отрицательным процентным ставкам:,
954,10,31901,По денежным средствам на счетах,
955,10,31902,По депозитам размещенным,
956,10,31903,По прочим размещенным средствам,
957,120,31900,Итого по символам 31901 - 31903,
958,120,31000,Итого по разделу 1,
959,20,,"Раздел 2. Комиссионные расходы и затраты по сделке, увеличивающие процентные расходы",
960,20,,1. По полученным кредитам:,
961,10,32101,от Банка России,
962,10,32102,от кредитных организаций,
963,10,32103,от банков-нерезидентов,
964,10,32104,от иностранных государств,
965,10,32105,от других кредиторов,
966,120,32100,Итого по символам 32101 - 32105,
967,20,,2. По привлеченным депозитам юридических лиц:,
968,10,32201,Федерального казначейства,
969,10,32202,финансовых органов субъектов Российской Федерации и органов местного самоуправления,
970,10,32203,государственных внебюджетных фондов Российской Федерации,
971,10,32204,внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления,
972,10,32205,"финансовых организаций, находящихся в федеральной собственности",
