"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
1326,А,20309,770937.0000,2,04/01/17
1326,А,30220,2085032.0000,2,04/01/17
1326,А,30221,122891.0000,1,04/01/17
1326,А,30236,1120147.0000,2,04/01/17
1326,А,30413,313278.0000,1,04/01/17
1326,А,30424,1414677.0000,1,04/01/17
1326,А,31305,1169134.0000,2,04/01/17
1326,А,31402,0.0000,2,04/01/17
1326,А,31406,0.0000,2,04/01/17
1326,А,31505,2330446.0000,2,04/01/17
1326,А,32104,0.0000,1,04/01/17
1326,А,32105,1400202.0000,1,04/01/17
1326,А,32204,7465959.0000,1,04/01/17
1326,А,32308,622867.0000,1,04/01/17
1326,А,408.2,374864438.0000,2,04/01/17
1326,А,40903,20055.0000,2,04/01/17
1326,А,41402,865965.0000,2,04/01/17
1326,А,42002,1655600.0000,2,04/01/17
1326,А,42007,6794846.0000,2,04/01/17
1326,А,42102,32168468.0000,2,04/01/17
1326,А,42104,21705794.0000,2,04/01/17
1326,А,42106,3500619.0000,2,04/01/17
1326,А,42108,103956.0000,2,04/01/17
1326,А,42304,12420655.0000,2,04/01/17
1326,А,42305,216405253.0000,2,04/01/17
1326,А,42315,9819.0000,2,04/01/17
1326,А,43701,24101.0000,2,04/01/17
1326,А,45105,3361.0000,1,04/01/17
1326,А,45106,6668125.0000,1,04/01/17
1326,А,45201,4160569.0000,1,04/01/17
1326,А,45502,14089.0000,1,04/01/17
1326,А,45504,323105.0000,1,04/01/17
1326,А,45509,11048302.0000,1,04/01/17
1326,А,45615,24233654.0000,2,04/01/17
1326,А,45707,10311.0000,1,04/01/17
1326,А,45715,3154.0000,2,04/01/17
1326,А,45906,0.0000,1,04/01/17
1326,А,47801,910.0000,1,04/01/17
1326,А,50105,0.0000,1,04/01/17
1326,А,50308,20741951.0000,1,04/01/17
1326,А,50905,0.0000,1,04/01/17
1326,А,52303,2263321.0000,2,04/01/17
1326,А,52305,8848225.0000,2,04/01/17
1326,А,52602,62992195.0000,2,04/01/17
1326,А,60202,2829170.0000,1,04/01/17
1326,А,60306,46177.0000,1,04/01/17
1326,А,60307,266.0000,2,04/01/17
1326,А,61002,7012.0000,1,04/01/17
1326,А,61210,0.0000,1,04/01/17
1326,А,61212,0.0000,1,04/01/17
