"REGN,N,4,0","CODE,C,5","ITOGO,N,16,0","DT,D"
103,01000,327176,07/01/15
103,02000,0,07/01/15
103,10000,12880955,07/01/15
103,10001,901822,07/01/15
103,10002,11978859,07/01/15
103,10003,274,07/01/15
103,11000,659193,07/01/15
103,11100,584828,07/01/15
103,11101,0,07/01/15
103,11102,0,07/01/15
103,11103,0,07/01/15
103,11104,0,07/01/15
103,11105,0,07/01/15
103,11106,0,07/01/15
103,11107,0,07/01/15
103,11108,0,07/01/15
103,11109,1694,07/01/15
103,11110,0,07/01/15
103,11111,821,07/01/15
103,11112,458700,07/01/15
103,11113,0,07/01/15
103,11114,0,07/01/15
103,11115,76387,07/01/15
103,11116,0,07/01/15
103,11117,10,07/01/15
103,11118,47216,07/01/15
103,11119,0,07/01/15
103,11200,0,07/01/15
103,11201,0,07/01/15
103,11202,0,07/01/15
103,11203,0,07/01/15
103,11204,0,07/01/15
103,11205,0,07/01/15
103,11206,0,07/01/15
103,11207,0,07/01/15
103,11208,0,07/01/15
103,11209,0,07/01/15
103,11210,0,07/01/15
103,11211,0,07/01/15
103,11212,0,07/01/15
103,11213,0,07/01/15
103,11214,0,07/01/15
103,11215,0,07/01/15
103,11216,0,07/01/15
103,11217,0,07/01/15
103,11300,4689,07/01/15
103,11301,0,07/01/15
103,11302,4588,07/01/15
103,11303,101,07/01/15
103,11400,0,07/01/15
103,11401,0,07/01/15
103,11402,0,07/01/15
103,11403,0,07/01/15
103,11500,29453,07/01/15
103,11501,0,07/01/15
103,11502,0,07/01/15
103,11503,0,07/01/15
103,11504,20565,07/01/15
103,11505,8888,07/01/15
103,11506,0,07/01/15
103,11507,0,07/01/15
103,11508,0,07/01/15
103,11600,40223,07/01/15
103,11601,0,07/01/15
103,11602,0,07/01/15
103,11603,40223,07/01/15
103,11604,0,07/01/15
103,11605,0,07/01/15
103,11606,0,07/01/15
103,11607,0,07/01/15
103,11608,0,07/01/15
103,12000,242629,07/01/15
103,12100,26663,07/01/15
103,12101,167,07/01/15
103,12102,26496,07/01/15
103,12200,199038,07/01/15
103,12201,199038,07/01/15
103,12300,16164,07/01/15
103,12301,16164,07/01/15
103,12400,764,07/01/15
103,12401,0,07/01/15
103,12402,0,07/01/15
103,12403,0,07/01/15
103,12404,764,07/01/15
103,12405,0,07/01/15
103,12406,0,07/01/15
103,12407,0,07/01/15
103,13000,2936,07/01/15
103,13100,2936,07/01/15
103,13101,0,07/01/15
103,13102,0,07/01/15
103,13103,0,07/01/15
103,13104,0,07/01/15
103,13105,2936,07/01/15
103,13106,0,07/01/15
103,13107,0,07/01/15
103,13108,0,07/01/15
103,13200,0,07/01/15
103,13201,0,07/01/15
103,14000,0,07/01/15
103,14100,0,07/01/15
103,14101,0,07/01/15
103,14102,0,07/01/15
103,14103,0,07/01/15
103,14104,0,07/01/15
103,14200,0,07/01/15
103,14201,0,07/01/15
103,14202,0,07/01/15
103,14203,0,07/01/15
103,14204,0,07/01/15
103,14300,0,07/01/15
103,14301,0,07/01/15
103,14302,0,07/01/15
103,14303,0,07/01/15
103,14304,0,07/01/15
103,14400,0,07/01/15
103,14401,0,07/01/15
103,14402,0,07/01/15
103,14403,0,07/01/15
103,14404,0,07/01/15
103,15000,11711888,07/01/15
103,15100,11711795,07/01/15
103,15101,0,07/01/15
103,15102,11711795,07/01/15
103,15103,0,07/01/15
103,15200,93,07/01/15
103,15201,0,07/01/15
103,15202,93,07/01/15
103,15203,0,07/01/15
103,15204,0,07/01/15
103,16000,264035,07/01/15
103,16100,0,07/01/15
103,16101,0,07/01/15
103,16200,6418,07/01/15
103,16201,0,07/01/15
103,16202,0,07/01/15
103,16203,6418,07/01/15
103,16300,257617,07/01/15
103,16301,0,07/01/15
103,16302,0,07/01/15
103,16303,0,07/01/15
103,16304,0,07/01/15
103,16305,257617,07/01/15
103,16306,0,07/01/15
103,17000,274,07/01/15
103,17100,0,07/01/15
103,17101,0,07/01/15
103,17102,0,07/01/15
103,17103,0,07/01/15
103,17200,0,07/01/15
103,17201,0,07/01/15
103,17202,0,07/01/15
103,17203,0,07/01/15
103,17300,274,07/01/15
103,17301,0,07/01/15
103,17302,1,07/01/15
103,17303,0,07/01/15
103,17304,0,07/01/15
103,17305,39,07/01/15
103,17306,234,07/01/15
103,17307,0,07/01/15
103,20000,12720041,07/01/15
103,20001,420781,07/01/15
103,20002,12131518,07/01/15
103,20003,1480,07/01/15
103,20100,12553779,07/01/15
103,21000,144942,07/01/15
103,21100,7186,07/01/15
103,21101,0,07/01/15
103,21102,7186,07/01/15
103,21103,0,07/01/15
103,21104,0,07/01/15
103,21200,0,07/01/15
103,21201,0,07/01/15
103,21202,0,07/01/15
103,21203,0,07/01/15
103,21204,0,07/01/15
103,21205,0,07/01/15
103,21206,0,07/01/15
103,21207,0,07/01/15
103,21208,0,07/01/15
103,21209,0,07/01/15
103,21210,0,07/01/15
103,21211,0,07/01/15
103,21212,0,07/01/15
103,21213,0,07/01/15
103,21214,0,07/01/15
103,21300,0,07/01/15
103,21301,0,07/01/15
103,21302,0,07/01/15
103,21303,0,07/01/15
103,21304,0,07/01/15
103,21305,0,07/01/15
103,21306,0,07/01/15
103,21307,0,07/01/15
103,21308,0,07/01/15
