"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
101,А,10207,1558500.0000,2,07/01/12
101,А,10602,60200.0000,2,07/01/12
101,А,10603,19852.0000,2,07/01/12
101,А,10605,26538.0000,1,07/01/12
101,А,10701,29786.0000,2,07/01/12
101,А,10801,383634.0000,2,07/01/12
101,А,20202,1374033.0000,1,07/01/12
101,А,20208,23835.0000,1,07/01/12
101,А,20209,65254.0000,1,07/01/12
101,А,30102,84372.0000,1,07/01/12
101,А,30110,27539.0000,1,07/01/12
101,А,30114,183990.0000,1,07/01/12
101,А,30202,62252.0000,1,07/01/12
101,А,30204,29276.0000,1,07/01/12
101,А,30210,0.0000,1,07/01/12
101,А,30221,0.0000,1,07/01/12
101,А,30226,654.0000,2,07/01/12
101,А,30232,0.0000,2,07/01/12
101,А,30233,1100.0000,1,07/01/12
101,А,30301,8865106.0000,2,07/01/12
101,А,30302,8865106.0000,1,07/01/12
101,А,30402,2386.0000,1,07/01/12
101,А,30404,0.0000,1,07/01/12
101,А,30408,0.0000,2,07/01/12
101,А,30409,0.0000,1,07/01/12
101,А,30602,280.0000,1,07/01/12
101,А,30607,0.0000,2,07/01/12
101,А,31302,0.0000,2,07/01/12
101,А,31303,0.0000,2,07/01/12
101,А,31501,0.0000,2,07/01/12
101,А,31502,0.0000,2,07/01/12
101,А,31503,102963.0000,2,07/01/12
101,А,31902,0.0000,1,07/01/12
101,А,31903,1500000.0000,1,07/01/12
101,А,32002,0.0000,1,07/01/12
101,А,32003,0.0000,1,07/01/12
101,А,32201,0.0000,1,07/01/12
101,А,32202,0.0000,1,07/01/12
101,А,32203,400000.0000,1,07/01/12
101,А,32211,0.0000,2,07/01/12
101,А,32901,306915.0000,2,07/01/12
101,А,32902,87490.0000,1,07/01/12
101,А,40602,0.0000,2,07/01/12
101,А,40701,6089445.0000,2,07/01/12
101,А,40702,500462.0000,2,07/01/12
101,А,40703,108224.0000,2,07/01/12
101,А,40802,11568.0000,2,07/01/12
101,А,40807,686547.0000,2,07/01/12
101,А,40817,465438.0000,2,07/01/12
101,А,40820,1126.0000,2,07/01/12
101,А,40903,0.0000,2,07/01/12
101,А,40911,22.0000,2,07/01/12
101,А,42005,8000.0000,2,07/01/12
101,А,42006,281000.0000,2,07/01/12
101,А,42105,0.0000,2,07/01/12
101,А,42107,90.0000,2,07/01/12
101,А,42301,11567.0000,2,07/01/12
101,А,42303,3297.0000,2,07/01/12
101,А,42304,210532.0000,2,07/01/12
101,А,42305,207587.0000,2,07/01/12
101,А,42306,74739.0000,2,07/01/12
101,А,42604,500.0000,2,07/01/12
101,А,42605,250.0000,2,07/01/12
101,А,43702,3655516.0000,2,07/01/12
101,А,45201,0.0000,1,07/01/12
101,А,45206,252740.0000,1,07/01/12
101,А,45215,16014.0000,2,07/01/12
101,А,45505,4269.0000,1,07/01/12
101,А,45506,26806.0000,1,07/01/12
101,А,45507,53011.0000,1,07/01/12
101,А,45509,0.0000,1,07/01/12
101,А,45515,1729.0000,2,07/01/12
101,А,45812,7999.0000,1,07/01/12
101,А,45815,6710.0000,1,07/01/12
101,А,45818,14707.0000,2,07/01/12
101,А,45912,0.0000,1,07/01/12
101,А,45915,0.0000,1,07/01/12
101,А,47002,892218.0000,1,07/01/12
101,А,47008,23338.0000,2,07/01/12
101,А,47403,0.0000,2,07/01/12
101,А,47404,52407.0000,1,07/01/12
101,А,47405,39866.0000,2,07/01/12
101,А,47407,0.0000,2,07/01/12
101,А,47408,45.0000,1,07/01/12
101,А,47411,4706.0000,2,07/01/12
101,А,47416,151.0000,2,07/01/12
101,А,47422,15.0000,2,07/01/12
101,А,47423,974.0000,1,07/01/12
101,А,47425,185.0000,2,07/01/12
101,А,47426,20853.0000,2,07/01/12
101,А,47427,711.0000,1,07/01/12
101,А,50205,883957.0000,1,07/01/12
101,А,50206,57050.0000,1,07/01/12
101,А,50207,2445584.0000,1,07/01/12
