"REGN,N,4,0","PLAN,C,1","NUM_SC,C,5","ITOGO,N,33,4","A_P,C,1","DT,D"
1720,А,10601,30466.0000,2,01/01/14
1720,А,10602,2190.0000,2,01/01/14
1720,А,10801,191787.0000,2,01/01/14
1720,А,30102,455617.0000,1,01/01/14
1720,А,30306,306390.0000,1,01/01/14
1720,А,30424,31.0000,1,01/01/14
1720,А,30602,0.0000,1,01/01/14
1720,А,40703,204295.0000,2,01/01/14
1720,А,40814,3.0000,2,01/01/14
1720,А,42104,6000.0000,2,01/01/14
1720,А,42106,5500.0000,2,01/01/14
1720,А,42206,48800.0000,2,01/01/14
1720,А,42605,1.0000,2,01/01/14
1720,А,45502,0.0000,1,01/01/14
1720,А,45509,18211.0000,1,01/01/14
1720,А,45818,90341.0000,2,01/01/14
1720,А,45918,1109.0000,2,01/01/14
1720,А,47416,3379.0000,2,01/01/14
1720,А,47422,2939.0000,2,01/01/14
1720,А,60302,649.0000,1,01/01/14
1720,А,60308,0.0000,1,01/01/14
1720,А,60323,1585.0000,1,01/01/14
1720,А,60401,507562.0000,1,01/01/14
1720,В,91203,1.0000,1,01/01/14
1720,В,91311,167.0000,2,01/01/14
1720,В,91507,1400.0000,2,01/01/14
1720,В,91508,26.0000,2,01/01/14
1720,Д,98050,3475662.0000,2,01/01/14
2726,А,47407,0.0000,2,01/01/14
2726,А,47416,0.0000,2,01/01/14
2726,А,60312,3439.0000,1,01/01/14
2726,А,60313,0.0000,2,01/01/14
2726,А,60323,36.0000,1,01/01/14
2726,А,70606,1607840.0000,1,01/01/14
1326,А,20309,123230.0000,2,01/01/14
1326,А,30122,4.0000,2,01/01/14
1326,А,30220,123938.0000,2,01/01/14
1326,А,30221,72791.0000,1,01/01/14
1326,А,30236,222036.0000,2,01/01/14
1326,А,30413,2693695.0000,1,01/01/14
1326,А,30424,690412.0000,1,01/01/14
1326,А,31305,19600000.0000,2,01/01/14
1326,А,31402,0.0000,2,01/01/14
1326,А,31505,0.0000,2,01/01/14
1326,А,32104,1259584.0000,1,01/01/14
1326,А,32105,654584.0000,1,01/01/14
1326,А,32106,392750.0000,1,01/01/14
1326,А,32109,5700116.0000,1,01/01/14
1326,А,32204,5026301.0000,1,01/01/14
1326,А,32308,1472814.0000,1,01/01/14
1326,А,40503,238471.0000,2,01/01/14
1326,А,40701,9061798.0000,2,01/01/14
1326,А,40818,2.0000,2,01/01/14
1326,А,40903,67165.0000,2,01/01/14
1326,А,41402,1086500.0000,2,01/01/14
1326,А,41403,200000.0000,2,01/01/14
1326,А,42002,5605643.0000,2,01/01/14
1326,А,42007,2134879.0000,2,01/01/14
1326,А,42102,42057475.0000,2,01/01/14
1326,А,42104,12141739.0000,2,01/01/14
1326,А,42106,11576925.0000,2,01/01/14
1326,А,42304,6365370.0000,2,01/01/14
1326,А,42305,97643367.0000,2,01/01/14
1326,А,42315,10897.0000,2,01/01/14
1326,А,43701,3149347.0000,2,01/01/14
1326,А,44003,28253295.0000,2,01/01/14
1326,А,45105,1408750.0000,1,01/01/14
1326,А,45106,4104935.0000,1,01/01/14
1326,А,45201,3001055.0000,1,01/01/14
1326,А,45502,16205.0000,1,01/01/14
1326,А,45504,797641.0000,1,01/01/14
1326,А,45509,15446517.0000,1,01/01/14
1326,А,45615,13884205.0000,2,01/01/14
1326,А,45707,4091.0000,1,01/01/14
1326,А,45715,403.0000,2,01/01/14
1326,А,47801,1266.0000,1,01/01/14
